global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00
842.616692624101	n/a	n/a	710002.8906887787	1089.1020079680852	n/a	n/a	1186143.1837601152	779.7172007034019	n/a	607958.913072749	n/a	806.1397228147214	708.7497151420091	n/a	n/a	n/a	n/a	0.077323478	-0.0498631534	0.0180106657	-0.0405745947	0.1250290804	-0.0690705427	0.1835517708	-0.1500690627	0.1812409065	-0.0459747476	0.018983499	-0.1982229062	0.1128365277	-0.1031243381	4.20738e-05	-0.0076325132	0.0117603467	-0.0148090085	0.0508649476	-0.0426106863	0.0234277997	-0.0188456252	0.0018507055	-0.0242481665	0.0058993456	-0.0425833805	0.1823851367	-0.0280093835	0.0718085428	-0.0398639462	0.0854563235	-0.0890829205	0.0398745713	0.070753542	-0.1294054532	0.0530980674	0.0201658521	0.0974307325	-0.2864713845	0.0523272899	0.1042173794	-0.1140307781	-0.0214197744	0.0294664968	-0.1372083979	0.1087404479	-0.1922010989	0.0510168608	-0.0085422204	0.1145088973	-0.0230191013	0.0917731244	-0.1610824626	0.0778594016	-0.0480936204	0.0324647714	-0.1403652012	-0.0880466257	0.003345138	-0.3701626196	0.1036450918	-0.1525585091	0.2048722184	-0.0574406895	0.2529747426	-0.1604703183	0.1964589066	-0.0015710192	-0.0270907572	0.0053159865	-0.1217677731	0.0629924257	-0.067936573	0.1321343123	-0.1674266482	0.131832255	-0.0750095012	0.125383069	-0.2516216641	0.1045761087	-0.0141125091	0.1529562238	-0.0287020892	0.0285965717	-0.0221542045	0.0556064038	-0.0497838985	0.0040412663	-0.2750635268	0.0888827085	-0.1971217953	0.1026024282	-0.0748864031	0.1290883846	0.1290552057	0.1289999139	-0.0313176318249617	n/a	0.0009807940631238	n/a	3.830688233108504e-05	n/a	n/a	1.4674172339275954e-09	-0.0228522309456877	n/a	0.000522224459195	n/a	8.67723363081745e-08	n/a	n/a	7.529438348378937e-15	0.0008069999979329	n/a	6.512489966637007e-07	n/a	-0.0002150002650356	n/a	n/a	4.6225113965378245e-08	0.0
841.0722636714095	-1.544428952691533	2.3852607899118645	707402.5527173489	1078.2608295338491	-10.8411784342361	117.53114984294588	1162646.4165070243	779.3723516231175	-0.344849080284348	607421.2624745483	0.1189208881729607	804.2628680072412	701.1533183788632	1.207684	18.137743	0.1117111217619812	0.0594505732908011	0.0224272468	-0.131644568	0.1072588653	0.0072112524	0.005462599	0.0849802914	0.1349346688	0.1000277945	-0.0138581062	0.02286718	-0.0346338816	-0.2471236484	0.0870556274	0.0157285744	-0.0059480469	-0.1497811124	-0.0989658492	0.0686501318	0.1440374941	-0.1098235102	-0.0710990471	0.1444131089	0.0108512365	-0.0683175794	0.0521662159	0.0042644037	-0.001975323	0.1387893144	0.0962629792	-0.0027552137	0.0105590101	-0.1456456697	0.1049619845	0.0265481422	0.0314733018	0.0681047149	0.1210278976	-0.0580233609	-0.0182172577	-0.0303536899	0.1423855627	0.127944987	-0.044440714	-0.0780683338	-0.1418760096	-0.0300764131	-0.0729843099	0.0483656399	0.2179765357	0.0856996556	-0.0319273005	0.2469574623	-0.1636468453	0.0480529634	-0.0705225772	-0.0680172896	0.1046514505	-0.0258832878	0.0311871745	0.0014252121	0.099043993	0.0281111423	0.0902947956	-0.0656240507	0.0305332179	-0.0646200087	-0.0528201848	-0.0485803114	0.2030723466	0.1078263935	0.0970638578	0.1300009257	-0.0034562243	0.0235168952	-0.1182485618	0.0183773394	-0.0694543964	-0.0658704012	-0.1716441037	-0.0215607161	-0.0868430956	0.0934028184	-0.0144111124	0.036371894	0.0255247566	-0.0824211862	-0.1625546879	-0.0674268943	-0.1827934905	0.0975406156	-0.0977766237	-0.2161656742	-0.0728972386	0.1289999139	0.1287014744	0.1282045865	-0.0101977414190628	0.0211198904058989	0.00010399393005	0.0004460497707571	-0.0470726213933545	-0.0471109282756855	0.0022194395629967	0.002215831684842	0.0014737054754192	0.0243259364211069	2.1718078282805302e-06	0.0005917511827637	3.841496285758045e-11	-8.673392134531693e-08	7.522773111935622e-15	1.4757093713492857e-21	0.000638999688109	-0.0001680003098239	4.083206014033993e-07	2.8224104100926396e-08	2.4404952074832497e-11	0.0002150002894405	4.622512445952116e-08	5.95601685774871e-22	0.0
841.2323809421379	0.1601172707283922	0.0256375403855092	707671.9187455782	1066.342671615737	-11.918157918112229	142.0424881610612	1137086.6933085872	780.2124567563233	0.840105133205725	608731.4776777376	0.705776634838609	804.3988798798791	704.5442818324744	1.147372	17.231936	0.044432160482363	0.0297596653996136	0.0248710145	-0.0602068142	0.0138147086	-0.2389871014	0.0386103822	-0.0088666008	-0.1549478864	0.1094790924	-0.1058731014	-0.1389988137	0.1021799085	-0.078211764	0.0474800336	-0.0707924546	-0.1070484513	-0.2212927424	-0.01043316	-0.0611260203	0.0745162896	-0.1815453018	-0.0054854435	0.0511004103	-0.0767618373	0.0234561952	0.0177749095	0.0702446958	0.0500777936	0.1311071562	-0.1393440998	-0.0875613917	-0.1085960792	0.1061698617	-0.1327429125	0.0110406385	0.0664991402	0.2118495608	0.0936344857	-0.0625219706	0.1816593646	0.0622835995	0.0821462069	0.042743149	-0.043945755	0.1168945173	-0.003122319	0.0511241464	0.0664895331	0.1153168832	0.194382474	-0.0875288594	0.03091622	0.1942289842	0.0467230223	0.0416660554	0.0243230562	-0.018802666	-0.1005058665	-0.0533663594	0.0437479987	0.1263521027	0.1510240489	-0.0967810149	-0.038127809	-0.0961954389	-0.1371738349	-0.1786751393	-0.0461762108	0.0646295812	-0.111245185	-0.1097878892	0.0099095155	0.1473008547	-0.0529845792	0.025261347	-0.1589529376	0.0225876391	-0.0816791982	-0.0423795477	0.0486665644	0.0202467374	-0.0062133838	-0.0439292096	-0.023155837	-0.069454485	-0.0471044609	-0.045434957	-0.0268875086	0.0954390712	0.0784903184	-0.0840108793	-0.143930264	-0.0764828095	-0.2052126153	0.1288230331	0.1279949812	0.1266188352	-0.0102934813486115	-9.573992954869937e-05	0.0001059557582742	9.166134109989915e-09	-0.0470883914075841	-1.5770014229601892e-05	2.4869334880184613e-10	0.0022173166053538	-0.0029950377827816	-0.0044687432582008	8.970251320289321e-06	1.9969666307715103e-05	0.0003679998228016	0.0003679997843866	1.3542384130861144e-07	1.35423869582009e-07	0.0002100000136402	-0.0004289996744688	4.4100005728884195e-08	1.840407206943364e-07	-3.86623472902164e-08	-3.8686752242291235e-08	1.4966647990564254e-15	1.4947770979893033e-15	0.0
843.7426524817338	2.5102715395959194	6.301463202505268	711901.6636169117	1070.75953744139	4.416865825653076	19.50870372182203	1146525.9870216993	782.3551376506847	2.1426808943614333	612079.5614084218	4.591081415061511	805.4523171633726	708.4703094546682	1.111625	16.695066	0.1106537626203124	0.0693630634899941	0.0586513996	-0.0322298944	-0.0533465013	-0.0024151528	0.2192544183	-0.0728372982	-0.0496033173	0.1528480355	0.1017335237	-0.0580275224	0.0519021879	0.0001536983	-0.0975445911	-0.0660668367	0.0825658887	-0.0181494897	-0.1679787444	-0.1851633339	0.014379695	0.0355412098	0.1052417328	-0.0801788772	-0.0995386723	0.0054787398	0.0479630565	0.1074729022	-0.1110222257	-0.0820378476	0.0386171425	-0.0899825118	0.0625237107	-0.0049371666	-0.0183011417	-0.0106073559	0.2111382767	-0.062032195	0.029020597	-0.0271752125	-0.1719107867	-0.0022996696	0.0234551812	0.0967859593	0.1208867493	0.0648675046	-0.0235692079	0.1035890063	0.0982115315	-0.1719611764	0.0436757979	-0.0949865218	0.1462602481	0.114826452	-0.0466824281	0.0164087448	0.0081517628	0.012649408	-0.1064956341	0.0081057413	0.0671206204	-0.0635362554	-0.1740902191	-0.0276527593	0.0155786844	0.100726391	-0.0363922961	0.0407037821	0.0170351553	0.1075917664	0.0394892227	0.0104422385	-0.1444861	-0.0302754964	-0.0643147028	-0.0491693473	-0.1549545855	0.0063108446	-0.0418928037	0.0911931279	0.1031649721	0.0985471306	-0.0341165031	0.1064228077	-0.0975751517	0.1470628078	-0.1171738819	0.1608283932	-0.1112154028	-0.0290873326	-0.0862839789	-0.0552523635	-0.1118107106	0.0183374277	0.1196919957	0.1285578634	0.1269376627	0.1242524367	-0.0103133469210519	-1.986557244040149e-05	0.0001063651247139	3.9464096838483925e-10	0.0165176077942419	0.063605999201826	0.0040457231344626	0.0002728313672444	-0.0229256205343091	-0.0199305827515275	0.0005255840768831	0.0003972281288154	-5.9988055226061695e-05	-0.0004279878780276	1.8317362373862065e-07	3.598566769805028e-09	0.0002100033872318	3.373591600004536e-09	4.410142264882934e-08	1.1381120283621164e-17	-0.0001139937126184	-0.0001139550502711	1.298575348229116e-08	1.2994566516526368e-08	0.0
843.7198981665036	-0.022754315230145	0.0005177588615928	711863.2665620953	1072.1319047042302	1.372367262840271	1.8833919041156972	1149466.8210847203	782.2194119898105	-0.1357256608741863	611867.2084936849	0.0184214550197346	806.3755823132251	714.643991023439	1.085844	16.307865	0.0507903829189237	0.0356055169535728	0.0641502186	-0.1102915784	-0.0476564288	-0.0040482889	0.0138887697	0.0053335667	-0.0006009012	0.1525643228	-0.02501045	0.1340829274	0.0013278833	-0.0083201186	-0.1345560778	0.099482449	-0.0690833948	-0.0069570314	-0.0936936373	-0.0222468136	0.1326194776	-0.1193955909	-0.0842363722	-0.016371409	-0.007655304	-0.1273964631	-0.1816944033	0.0143607885	-0.1342763591	-0.0183286198	0.1174982827	0.0174863041	0.0295322478	0.18380438	0.0033223917	0.0599321674	0.127536051	0.0182203679	-0.1543841291	0.064991541	0.1304329312	-0.0727691017	0.2278539576	-0.0270507561	-0.1013426968	-0.0100238881	-0.046233863	-0.1263011451	0.1326012655	-0.0454498512	0.0039694333	0.0234467693	0.0876167137	0.1997075406	0.0374301495	0.0602514049	-0.0280191882	0.0074215628	-0.041999467	-0.0690952634	-0.1104990685	0.073793583	-0.0099239251	0.0571021054	-0.1265605118	-0.0728204186	-0.0730595783	0.0322894546	-0.1625994014	0.2219974369	0.1062697692	0.0925859693	0.062965559	0.0992065592	-0.0829281156	-0.1113366618	-0.0421508992	0.0425441964	-0.0290082399	-0.0678519762	-0.0741267216	0.0281536986	-0.0943026346	0.0840706008	0.0168119138	-0.0612044098	-0.1743609294	-0.0611219235	-0.0109874159	-0.0862217955	0.0687509592	0.088626382	0.0156120109	-0.0362820622	0.1368640572	0.1282045865	0.1255324169	0.1211199807	-0.0102889358820306	2.4411039021300304e-05	0.0001058622015845	5.958988260994461e-10	-0.0168868485998956	-0.0334044563941375	0.0011158577069878	0.0002851656556357	-0.0126650436041302	0.0102605769301789	0.0001604033294945	0.0001052794389401	-8.799999856820444e-05	-2.8011943342142743e-05	7.846689698034152e-10	7.743999748003984e-09	0.0002099995382276	-3.849004200025307e-09	4.4099806055805226e-08	1.4814833331812452e-17	9.266146977604636e-09	0.0001140029787653	1.2996679167379136e-08	8.586147981057153e-17	0.0
842.3885295903389	-1.3313685761647776	1.7725422855990272	709618.4347853732	1071.239063518388	-0.8928411858421441	0.7971653831360062	1147553.1312077532	782.0086507042132	-0.2107612855973002	611537.5297762242	0.0444203195066267	806.8877254008986	710.8860445168629	1.007845	15.136431	0.0414381362349629	0.0242822191941242	0.0551170516	-0.0483541894	-0.0066254688	-0.1646399973	-0.0413638868	-0.071476663	-0.0334345906	0.0182690899	-0.2230225038	0.0437092824	0.0991462177	0.0211493403	-0.0333438907	-0.0407715621	-0.1044069966	-0.0978265334	0.0355515985	-0.026486332	-0.0296978223	-0.0818843021	-0.075265714	-0.0066261645	-0.1431998134	0.0354809192	-0.0964377193	-0.0268895143	0.0466988257	-0.1145352707	-0.0408587426	0.0450021136	-0.04066742	0.1331759358	-0.0052201187	0.0322081352	-0.0828804169	-0.1031468553	-0.0356444465	0.0023314177	-0.1853542752	0.0467087571	-0.1262200351	-0.2003411594	-0.0669496335	0.0997437397	-0.0005039021	-0.0512551326	0.0809377289	0.1006420808	-0.0293872964	-0.1219475263	0.0200986031	0.0672721572	0.0675890514	0.0750306842	-0.079733241	-0.0458043901	-0.0461574212	0.0297369134	-0.0103771149	-0.0573508293	0.0475704149	0.1131911123	0.0460209128	0.0545467287	-0.0990926499	0.1286094101	0.043672816	-0.0150008686	-0.1240537265	-0.1056285557	0.0237741249	0.1200620039	-0.081491785	-0.0218710981	-0.0733845222	0.0492684559	-0.0241049593	-0.0906272158	0.012757927	0.0863823142	-0.0492239784	-0.0319800309	0.0782634009	-0.0947470268	0.0556479613	-0.0059563359	-0.0018307612	0.1163306213	0.1388946066	-0.0879365554	-0.0987896506	-0.0533726482	-0.0393222413	0.1277634447	0.1237830955	0.1172407796	-0.0102922477426972	-3.3118606665993866e-06	0.000105930363597	1.0968421074968132e-11	-0.0318835908308017	-0.0149967422309061	0.0002249022775402	0.0010165633642659	-0.0045289312532474	0.0081361123508828	2.051121829664107e-05	6.619632418618763e-05	0.0002780000418121	0.0003660000403803	1.3395602955838446e-07	7.728402324752933e-08	0.0002100003781693	8.399417000142831e-10	4.410015883124901e-08	7.055020594228837e-19	-2.9249381167052644e-08	-3.851552814465728e-08	1.483445908261887e-15	8.555262986555339e-16	0.0
842.1731292113291	-0.2154003790097931	0.0463973232775625	709255.579565602	1074.3469980273928	3.1079345090047354	9.659256912262506	1154221.4721704707	781.4898587074914	-0.5187919967218022	610726.3992626548	0.2691451358625944	805.7418440314084	704.4232925134633	0.999994	15.018528	0.0562564319375707	0.0406913813965206	0.0945510676	-0.0182482146	0.0351642391	-0.0166233989	0.1227188988	-0.1412153943	0.0490587068	-0.0172422204	0.0204605209	-0.0099048549	0.0678284823	-0.1062956892	0.0074933502	-0.0746843226	0.0497976633	0.1220921372	0.0100158621	0.0388552385	0.122819427	-0.0704475964	0.0934007135	-0.1635754201	0.0575074271	-0.0641025935	0.0847428795	-0.1261753097	0.0665359841	-0.0439759414	0.0161488129	-0.0172156025	0.0645034961	-0.0300883396	-0.1149499222	-0.095952873	-0.0297941377	0.0772876536	-0.076635502	0.0478597004	-0.0201762703	-0.1219277493	-0.2665207122	-0.0232234205	0.0308211726	0.1008470199	-0.1252823562	0.0872395641	-0.0552809413	0.0043698563	-0.0476987181	0.0854133335	-0.0099390114	0.0879413421	0.0680425419	0.019630148	0.0989116902	0.0532599464	0.0871487753	0.0844411355	-0.0781950516	-0.0202193914	-0.0718117647	0.0251275309	-0.0011305969	0.2159753034	0.1038962181	-0.0463954689	0.0422995208	-0.2125246604	-0.0022682908	0.0136134932	-0.1397632857	0.0646752849	-0.0866133941	0.0720426338	-0.0619719969	0.0696540575	-0.0142361654	-0.0827981174	-0.0408121848	-0.0050719639	0.0180053031	0.0439951412	0.0769080192	0.0244118689	0.0726066907	0.0744836789	-0.0578215111	0.112506983	0.0061585665	-0.0477569387	0.0471945784	-0.1679016901	0.0462160396	0.1272347401	0.1216944932	0.1126387502	-0.0102887471596915	3.500583005699304e-06	0.000105858318116	1.2254081379790773e-11	0.0026762500210821	0.0345598408518838	0.0011943825997075	7.16231417534194e-06	-0.0052697960740033	-0.0007408648207558	2.77707506615806e-05	5.488806826336716e-07	-0.0001410001786185	-0.0004190002204306	1.7556118472089137e-07	1.9881050370448904e-08	0.0002100001305449	-2.4762439998883903e-10	4.410005482887504e-08	6.131784346983254e-20	1.4796202339102693e-08	4.4045583506155336e-08	1.940013426397703e-15	2.1892760365966798e-16	0.0
842.3919721868216	0.2188429754925209	0.0478922479224201	709624.2348048028	1078.3845129013062	4.037514873913324	16.30152635707132	1162913.1576653873	780.963411183884	-0.5264475236074304	609903.8496079682	0.277146995112396	806.2652862794669	703.530586622393	1.139086	17.107494	0.0490184139429293	0.0355752649135861	0.0330353027	-0.1025793101	0.0881468609	0.0414044039	-0.0021341223	0.0614657508	0.1696581741	0.0495023355	-0.0712604326	0.0212176603	-0.0793228059	-0.1399345667	0.0478083313	0.1415582964	0.0446026043	-0.0641832935	0.1136446289	0.0594592891	0.103356233	-0.1660287079	-0.1356470698	0.0245256493	0.1804795849	-0.0041813803	0.0313821331	-0.0906651319	0.0905716234	-0.0828896804	0.0317508538	0.0676764238	0.0630713109	-0.0771207796	0.0618081603	0.0372690922	0.0921523142	0.0375928899	0.0577662015	-0.0341145946	-0.0594256824	-0.1268806559	-0.0264832256	-0.1280727597	-0.0139029793	-0.0966465213	-0.1040218479	-0.1067429732	-0.0700051605	0.0350316259	0.1158457406	-0.003568313	-0.082013541	0.1206785764	-0.0886278201	0.1738367611	-0.0345925507	0.0895540509	0.060429001	-0.0062758017	-0.1761201038	0.0652729616	0.0260119441	0.0294583622	-0.1246014087	0.0738656039	0.0277261285	0.0635321771	-0.0261977248	-0.0730459631	0.0707613393	0.1171247983	0.0919306391	0.1141900393	-0.0227326658	-0.045125445	-0.0754164226	0.0290292294	-0.0540195001	-0.0379520868	-0.0711178108	-0.0742419934	0.0186310279	0.0039810452	0.1169813476	-0.0407060232	-0.1474726035	-0.0302978625	-0.0233268141	-0.0542243811	0.160339824	0.118567195	0.0280865247	0.0763313761	0.0501739516	0.1266188352	0.1192723348	0.1073422654	-0.0102370592433658	5.1687916325700994e-05	0.0001047973819521	2.671640694092667e-09	-0.0319432603227056	-0.0346195103437877	0.0011985104964436	0.0010203718800441	-0.0016237211532654	0.0036460749207379	2.6364703835615205e-06	1.3293862327633883e-05	7.667174948617272e-09	0.0001410078457934	1.9883212575308985e-08	5.878557169270425e-17	0.0002099999396329	-1.9091200002168201e-10	4.409997464582164e-08	3.644739175227871e-20	-7.299998233377323e-05	-7.301477853611233e-05	5.3311578846775294e-09	5.3289974207312035e-09	0.0
843.4793402563269	1.08736806950526	1.1823693185795956	711457.3974392484	1069.5600210428238	-8.82449185848236	77.87165656042147	1143958.6386131258	781.3089022370727	0.3454910531887663	610443.6007148997	0.1193640678334829	805.7153636613614	711.5798882780907	1.277192	19.181654	0.0539434289665694	0.0304775942099285	0.0176941581	0.0430453416	-0.037246908	-0.1338537366	-0.065268728	-0.0165505442	-0.1356011836	0.0096464116	-0.1679360245	-0.0787546858	0.1099736877	0.0402735235	0.1053532287	-0.0211503338	0.0059932685	-0.1512149154	0.0928192984	-0.0613925559	-0.0626873951	0.0297690281	-0.0104997889	0.0577205847	-0.001607973	-0.0792381653	0.001484377	-0.1039257898	-0.0335088291	-0.0145771914	-0.000480569	-0.0549215138	0.1049779911	0.0948642061	-0.0764399414	-0.0588295357	0.0205575997	-0.0363117772	-0.1378500805	-0.2264047488	0.2130489816	-0.041586435	-0.0945712193	-0.0043639566	0.0189811543	0.1086261962	0.0679652421	0.0323402368	0.0093295315	0.080668521	0.1280652914	-0.1903384981	-0.0673346729	-0.0164487531	0.114500311	0.0482316485	-0.0313494793	0.0135842054	-0.0167766156	-0.0785742229	-0.0386765992	0.0908412742	-0.0125715415	-0.0071801184	0.0174302953	-0.0266571499	-0.0873872368	-0.0114205489	-0.0510626928	-0.0103584067	-0.0502710648	-0.1152807892	-0.0136608907	0.038617651	0.0005807149	-0.0407550502	-0.0116572577	-0.0945474234	0.0308506565	0.0852614277	0.1212102562	0.0393661099	0.0278053066	-0.05307217	-0.0393729392	0.0748513789	-0.0104791152	-0.013349421	-0.134824525	-0.0116720006	-0.0289167714	0.0332538642	-0.1099360423	0.0637040179	0.1325896721	0.1259161521	0.1165232592	0.1013839798	0.0063997825180734	0.0166368417614392	4.0957216278637904e-05	0.0002767845037951	-0.03188233811575	6.092220695559647e-05	3.711515300340527e-09	0.001016483483727	0.0079748429569121	0.0095985641101775	6.359812018741052e-05	9.213243297718756e-05	0.0004799999868889	0.0004799923197139	2.3039262698438017e-07	2.303999874133442e-07	0.0002100000651998	1.2556690000384459e-10	4.4100027383920254e-08	1.5767046376575506e-20	-5.040985468152605e-08	7.29495724790917e-05	5.3216401248822544e-09	2.541153449012573e-15	0.0
843.5709383687339	0.0915981124070413	0.0083902141965329	711611.9280603062	1078.5460970401764	8.9860759973526	80.74956183019653	1163261.6834405975	782.6608549324998	1.3519526954270304	612558.0138436714	1.827776090672413	807.26715189977	714.4292362791473	1.125522	16.903772	0.1048505755667195	0.0688431516588545	0.0776766249	0.0082985672	-0.0455751896	0.1195546105	0.043373226	-0.1037532608	0.0935121325	0.0143993386	0.1011198727	0.0333027597	-0.0126460089	0.0038950574	-0.0714102364	0.1174631026	0.0859347623	0.0921253193	0.0527653583	-0.048526802	0.0186298431	-0.0174240086	0.0446090237	-0.1609285007	-0.0415550529	0.0210699144	-0.0049846099	-0.0821698719	0.1176173531	0.0336339888	-0.1555914027	-0.0775126122	0.0216839616	-0.0856007039	0.0158260139	-0.0432033132	0.0030402412	-0.0158367632	-0.0403124801	-0.0119040485	0.0048173366	0.1225815516	0.1130688231	0.0559926656	-0.1104274916	-0.0127294987	-0.0637531625	-0.0638594662	-0.0254652886	-0.1561274655	-0.0562955022	-0.0462769909	0.0288100153	-0.064957331	0.10188157	0.0734170264	0.0396052844	0.1734046496	0.001900339	-0.0235273345	0.0190258117	-0.0816155752	0.006375777	-0.0451029197	-0.1719709326	0.0603584832	0.0015455728	-0.0984749441	0.0905504345	0.1275652825	-0.0536278706	0.1252606909	-0.0681259701	-0.0223016182	0.0395956062	-0.078254277	0.0279536762	0.0377036087	0.0294063804	0.034812289	0.1471442144	0.057524066	0.0533657058	0.0801306657	-0.0519019397	-0.0931754787	-0.0288383654	0.266348666	0.0843651521	-0.064696264	-0.0042841981	0.040218241	0.1408871313	0.0639789944	0.0540944163	0.1251271724	0.1134548014	0.0948006283	0.0064065408072764	6.758289203000027e-06	4.104376511529775e-05	4.567447295138674e-11	0.0182426698775373	0.0501250079932873	0.0025125164263271	0.0003327950042608	-0.000139071973777	-0.008113914930689	1.9341013890230577e-08	6.583561550245947e-05	-0.0004519997396482	-0.0009319997265371	8.686234902652292e-07	2.043037646420406e-07	0.000209999802037	-2.6316279998260875e-10	4.40999168555792e-08	6.925465929468653e-20	4.748751622211576e-08	9.789737090364181e-08	9.583895229845214e-15	2.255064196945708e-15	0.0
