global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08
916.2441612453196	n/a	n/a	839503.3630161391	822.6336036936442	n/a	676726.0459259917	n/a	887.167507747728	n/a	n/a	787066.1868033151	876.771494892014	645.974214503355	n/a	n/a	n/a	n/a	0.0606699039	-0.0615700766	0.0999133949	-0.0161112272	0.0237245459	-0.1075302879	-0.0544026765	0.0184759465	-0.0100670133	0.1389278958	-0.0649498045	0.0193939576	0.0441790013	-0.1536035682	0.0965684644	0.0020575651	-0.0152332082	0.0694609585	-0.0058335163	0.1493219446	-0.1409496915	0.0012880812	-0.0886853066	0.0112600226	-0.0452259365	0.0285843494	-0.0371443946	0.062971022	-0.0720835908	0.0967739892	-0.0098314658	0.1007693946	-0.0026335074	-0.0915686281	0.0938830602	-0.0584063484	0.1300572742	0.0425475242	-0.0907798995	0.1061126543	-0.0660651511	-0.0853572068	0.0823253312	-0.136032156	0.0566391476	-0.141930898	0.1026737823	-0.0104116929	0.1578671622	-0.0015990161	0.0683998194	-0.0213644646	0.0904061487	-0.054379342	0.0225649788	-0.0688883892	0.0162775855	-0.2026318674	-0.0085905563	0.0150124439	-0.0316473879	0.0968513149	-0.0948334506	-0.0308398326	0.0499557541	-0.0635250337	0.0151862017	-0.1054083298	0.1237735688	-0.1019311165	0.0093390864	-0.03785123	0.1469577072	-0.124938371	0.1006426032	-0.0384865023	0.0529069889	-0.0683897759	0.0949902758	-0.0278486058	0.0566541031	-0.1030981751	0.1290883846	0.1290552057	0.1289999139	0.0417293243551455	n/a	0.0017413365111369	n/a	0.0255900758985063	n/a	0.0006548519844913	n/a	-0.0159957492695923	n/a	0.0002558639946956	n/a	-0.000343999924152	n/a	n/a	1.1833594781658174e-07	-1.0505474268285298e-08	n/a	1.1036498960160452e-16	n/a	6.099997705793353e-05	n/a	n/a	3.7209972010684165e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
917.1598025258386	0.9156412805190256	0.8383989545905212	841182.1033692352	819.147223815918	-3.486379877726222	671002.1742853256	12.154844651814306	887.6458407655055	0.4783330177774587	0.2288024758960906	787915.1386283011	878.4700156284043	633.2306329478388	1.11083	20.616224	0.044453361547425	0.0212260828808385	0.0377873723	0.1166372032	-0.0808595713	-0.0755927145	0.0678210009	-0.131381317	0.0209968269	-0.0931552412	0.1577952594	-0.0781693252	-0.029894602	-0.0160383553	-0.0910359695	-0.1479778211	-0.0269629779	-0.085589015	-0.0920132127	0.0596601036	-0.137309823	-0.0394190544	-0.1431723548	-0.0890940686	0.0887752311	-0.0457127341	0.043806984	0.0462874813	-0.1596594068	0.0061735504	-0.2127809663	-0.026812082	0.0045025544	0.1175267063	-0.133765388	-0.0488070858	-0.0498194653	0.0151314334	0.1248872964	-0.102066364	-0.1489928202	-0.0260709614	-0.0040043661	-0.0623711354	-0.0553779599	-0.1512722972	-0.0711174979	-0.0211046195	0.2414675946	0.0104231141	-0.1559957245	0.0966204853	-0.0109764531	0.0779035618	0.0575739884	-0.0511299044	-0.0315344327	-0.2502978229	0.0145201699	0.0073994873	-0.0068883178	0.0033153153	-0.1312714786	-0.0024632529	0.1009773443	0.0586402842	0.1078949575	-0.1257982586	-0.0176790459	0.0086621854	0.1267131024	-0.123223674	0.0284363032	0.0018736054	0.1001772445	-0.1024343279	0.0579500469	0.0902359222	-0.025066485	-0.0307622915	0.0746429172	0.0262401144	-0.0358549971	-0.2202884373	0.1289999139	0.1287014744	0.1282045865	0.0440634542809874	0.0023341299258419	0.0019415880031726	5.448162510710715e-06	0.0395405594955775	0.0139504835970711	0.0015634558452233	0.0001946159925921	-0.0241161665316127	-0.0081204172620204	0.0005815894881804	6.594117650931889e-05	-0.0003809935826593	-3.699365850729999e-05	1.3685307697547291e-09	1.4515611002756884e-07	0.0002500101079876	0.0002500206134618	6.25050540959714e-08	6.251030715584895e-08	-5.295236622272876e-05	-0.0001139523432806	1.29851365391539e-08	2.803953088585986e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
917.5805936511988	0.4207911253602105	0.1770651711819124	841954.1458452864	821.6985354105632	2.551311594645199	675188.4830958645	6.509190852971028	888.2370242994659	0.591183533960475	0.349497970825996	788965.01133637	878.4749337002576	644.6602926164134	1.237457	22.96633	0.0775305366453053	0.049626787789609	0.0224487952	-0.1380130519	-0.0246725086	0.0116068638	0.0423420872	0.0434910596	-0.0273630727	0.0570428877	0.0118325122	0.1117959998	0.047206606	-0.1071875035	0.1054588051	-0.0696321086	0.0312190822	0.0392986325	-0.0828126948	0.0109108466	-0.0204600332	0.0396846307	0.1240039632	0.1878702119	0.0455657956	-0.0585005365	-0.0689012171	0.0916574072	-0.0528334448	-0.0068427777	-0.070635903	-0.0749304575	-0.0940171965	0.0326288765	-0.1158746533	-0.0493816334	-0.0395087049	-0.0514445532	-0.0744658434	0.1057463664	-0.0604994035	0.0879813669	0.0041896194	-0.0721104491	0.0151284995	-0.0159779897	0.0052536062	0.0533023159	-0.1506584578	-0.1179089138	0.0561390964	0.0532369275	0.0601150963	0.1322142001	0.008034367	0.0283852958	-0.0190711886	-0.0229125523	-0.0423406213	0.0868590115	0.0222566556	0.0284477133	-0.0024645417	0.0855255036	-0.0567557656	0.0249498011	-0.1415712584	0.0593056279	0.0787484198	-0.0088988684	0.064747744	-0.1245317616	-0.0906596211	-0.1109436319	0.0491440511	0.0672166047	-0.0340567371	-0.0172760888	0.0427647293	-0.1156240958	-0.0046354409	0.183956924	0.1860708496	-0.0691566688	0.1288230331	0.1279949812	0.1266188352	0.0396101930900982	-0.0044532611908892	0.0015689673966348	1.9831535234279895e-05	-0.0054889008620904	-0.0450294603576678	3.0128032673856734e-05	0.0020276523001027	-0.0433648423834966	-0.0192486758518839	0.0018805095549455	0.0003705115220508	-0.0003649995058747	1.599407678459997e-05	2.558104921916797e-10	1.3322463928877517e-07	0.000142999901604	-0.0001070102063835	2.044897185875368e-08	1.1451184270260662e-08	2.6135506358957632e-08	5.297850172908772e-05	2.80672164545895e-09	6.830646926391148e-16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
916.8991254905624	-0.6814681606364275	0.4643988539611957	840704.0063253581	822.1220735168457	0.4235381062825354	675884.7037636379	0.1793845274733962	888.6609850202288	0.4239607207629206	0.1797426927498151	789718.3462971234	878.866860702535	646.2383150414393	1.265138	23.480066	0.1399978413473546	0.0697713688773697	0.0285525147	0.1347664298	-0.0111900217	-0.0720239122	0.0985716653	0.0921209358	-0.0050780599	-0.068235846	-0.0034028985	-0.0672860198	0.0157719043	0.0417748355	-0.0639100087	-0.0711335932	-0.0072374886	-0.053443082	0.1620824764	-0.1060625176	-0.0197200558	0.0584413896	-0.0990989363	0.0169973141	0.0488027062	0.0861811644	0.0800148993	0.047382897	-0.0453380759	0.0291856151	-0.0658668785	0.0951879827	0.0029957671	-0.0207150048	-0.0158322646	-0.0280342922	0.0282886184	-0.0658901756	0.1397107912	-0.0556166559	-0.036351557	-0.0289991979	-0.1421402615	0.1243170297	-0.0527921213	-0.0873188641	0.135499314	0.0155328804	0.034531367	0.073828516	-0.0541633636	0.0478198293	-0.0281212805	0.0867145301	0.0412847336	-0.0782549313	0.0611579613	0.0045553028	-0.0321916732	-0.0464882016	-0.0470829402	0.1397899596	0.1010540099	0.0341235231	0.0477813253	-0.0633209785	0.0512226944	-0.0492192971	-0.0387709953	-0.0656715834	0.059394636	-0.1287145159	0.0297970365	0.0268265471	0.0088391125	-0.0458486847	-0.1459978395	0.1121964933	0.1359053692	0.0348525941	0.0645796736	-0.0114888492	0.0720953018	0.0129928218	0.1285578634	0.1269376627	0.1242524367	0.0299188036116646	-0.0096913894784336	0.0008951348095533	9.392303002269348e-05	0.0408903638332986	0.046379264695389	0.0016720218544195	0.0021510361936849	-0.0166404731950393	0.0267243691884573	0.0002769053481548	0.0007141919085209	-0.00098998720448	-0.0006249876986053	3.9060962340794953e-07	9.800746650341255e-07	-9.2140515468353e-05	-0.0002351404170723	8.4898745907738e-09	5.5291015740960126e-08	0.0002839543795302	0.0002839282440238	8.061524775446186e-08	8.063008965438088e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
916.1022746543828	-0.7968508361796012	0.6349712551201296	839243.3776269342	821.4169618733724	-0.7051116434732876	674725.8252532814	0.4971824297616006	888.189909767618	-0.4710752526108308	0.221911893622358	788881.3158130094	879.252238583913	641.9195281499275	1.17405	21.789553	0.0537710854773524	0.0377116240174293	0.0601817329	-0.0696468807	-0.0440633272	0.0426498896	0.0099445178	0.0961533405	-0.0304909797	0.0790489691	0.0297878333	0.0959904466	0.0880910167	-0.0583537137	0.0378791724	-0.1194951984	0.0302663612	-0.0356692517	-0.0309142879	0.048701906	0.0118043594	-0.0290699591	-0.0329586051	0.0126069304	-0.098706817	0.1340403253	-0.1864468759	-0.0604969481	-0.0279523842	0.001267976	-0.154246297	0.0245402293	0.0189979089	0.0206637986	-0.0129882281	0.0619033379	0.0653444001	0.0757030287	-0.1032093138	0.0493585236	-0.1192591504	0.0477539242	0.0009891421	-0.031712334	0.0843291228	-0.0027315089	0.0312039711	0.0291548964	-0.1145151878	0.0395157804	0.1211841807	-0.0492882809	-0.0522472534	-0.0272785831	0.1163079955	-0.0766899641	0.0312322616	-0.1557131272	-0.071664697	0.000259131	-0.0412927946	-0.0069169878	-0.1122554234	0.0692561599	-0.0211243819	0.1595820413	0.0531350906	-0.0464201553	-0.0355304595	-0.0809236886	0.0246499029	-0.0573226871	0.0193510326	0.0301316758	-0.0579000619	-0.0807161657	0.0014142977	0.031058258	0.0191709022	0.0117898137	-0.0454700034	-0.108361451	0.0044785535	-0.1393944311	0.1282045865	0.1255324169	0.1211199807	0.0298613097573223	-5.74938543423005e-05	0.0008916978204227	3.3055432871336667e-09	0.0238551552201187	-0.0170352086131799	0.0005690684305759	0.0002901983324945	0.0158373520831816	0.0324778252782209	0.0002508217210066	0.0010548091348026	-0.0010659884255114	-7.60012210313998e-05	5.776185598263687e-09	1.1363313233242737e-06	-9.214717241023962e-05	-6.6569418866180285e-09	8.491101383202426e-09	4.4314875281809603e-17	0.0002759511028713	-8.003276658900024e-06	6.405243727889393e-11	7.614901117588679e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
917.4596533208836	1.3573786665008356	1.8424768442715864	841732.215471676	819.9846386973063	-1.43232317606612	672374.8076995519	2.0515496806961377	890.3743901466837	2.1844803790656897	4.771954526522979	792766.554629079	880.4037611759991	647.1244257690776	1.153487	21.407913	0.148812274350477	0.0806265086296618	0.0542542744	0.0934711573	0.11779141	0.003422243	-0.0630314617	0.0998991284	-0.039980684	-0.1218724979	-0.0652686469	0.0060966069	-0.0077177352	-0.0361791983	-0.0689377705	0.042525206	0.0102330331	-0.0331316418	0.1209873431	0.0239198253	-0.1171378257	0.1738224517	0.0427483393	0.0222327672	-0.0890917245	-0.0490606112	-0.0449531463	0.026963551	-0.0008114388	0.0346357566	0.0645731333	0.0799562444	0.0206439966	-0.006216216	0.0784460116	0.0102440768	0.0597881795	-0.0605190963	-0.1981644135	-0.0640577093	0.0700076105	0.0054264498	-0.0829949291	0.0561290011	-0.0365358911	-0.1547538888	0.0112425939	0.0831983085	-0.0123056935	-0.050170684	0.1011529618	-0.0573442095	0.0639205971	-0.0027811587	0.0368716753	-0.0216186351	0.0283537786	0.1099311238	-0.0485378199	-0.0177850027	-0.0098712665	0.070163785	0.0045460797	0.0799361111	0.089951336	-0.1500619326	-0.1483925582	-0.0056337033	-0.007446089	-0.0175755802	0.0154336744	-0.0827330863	-0.1119919241	-0.0286758788	-0.1018783692	0.108668098	-0.0232277053	0.0300351742	0.1155585698	-0.028057604	0.005685448	0.0546732958	0.0750121902	-0.0690570315	0.1277634447	0.1237830955	0.1172407796	0.0397957857292112	0.0099344759718888	0.0015837045618052	9.869381283603786e-05	-0.0306022671978922	-0.0544574224180109	0.0009364987576511	0.0029656108564136	-0.0360794123831169	-0.0519167644662985	0.001301723997911	0.0026953504326491	-0.0007930006675587	0.0002729877579526	7.452231599204185e-08	6.288500587485439e-07	2.199489277154853e-05	0.0001141420651817	4.837753080319178e-10	1.3028411043963575e-08	1.300869612021324e-05	-0.000262942406751	6.913870926805395e-08	1.69226174748051e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
916.967057962501	-0.492595358382573	0.2426501871000556	840828.5853884047	823.605381189982	3.6207424926757312	678325.8239250956	13.109776198267667	888.2565853196747	-2.1178048270089675	4.485097285302483	788999.7613637686	880.034927672124	637.9035989079899	1.182259	21.941902	0.1147360740853497	0.0620290208539562	0.0440465159	-0.0492198156	-0.0815802446	0.1082379366	-0.0254459829	0.0660929937	-0.0027626987	0.0828426218	0.1023325926	-0.0740113898	0.1275630339	0.0715390811	0.0851795252	-0.1315206653	0.044318909	-0.0367788321	0.0322761958	-0.0068190688	0.0529915806	-0.1000680544	0.0166149685	-0.0372178271	-0.1263825524	-0.043842916	0.0266420681	0.0199464598	0.1152907778	0.0541601528	0.0155251168	0.0299808812	0.0891637031	-0.0659507776	0.0027025144	0.0353446436	-0.1013394732	-0.0287658915	0.1939169992	0.0701684255	-0.1354815079	-0.008261251	-0.0155502037	0.0391100758	0.0405066612	0.0932257011	0.0338568916	-0.0562669377	0.0347039519	0.02543679	0.030959592	-0.0774831679	0.0339469391	-0.0412630924	-0.0384102403	0.0879885006	0.1073548173	0.0975213725	-0.0714526246	-0.0778668359	-0.0312720361	0.0226807895	0.0261512582	0.1008030462	-0.0192354027	0.142823597	0.0225811122	0.0263027238	-0.0230301619	-0.1004946476	-0.0206905793	-0.0620630522	-0.0975921967	0.0014599105	-0.0465658619	-0.0309189399	-0.030968723	0.0462896977	0.1745097359	0.0667795507	-0.0099435721	-0.1034485557	-0.0326620224	-0.2045783454	0.1272347401	0.1216944932	0.1126387502	0.0299057160317346	-0.0098900696974765	0.0008943518513707	9.781347862094486e-05	0.0010492986496473	0.0316515658475395	1.1010276561516474e-06	0.0010018216206011	0.0113613480016994	0.0474407603848162	0.0001290802284157	0.0022506257458895	-0.0010099943103472	-0.0002169936427884	4.70862410106231e-08	1.020088506933716e-06	-5.2119625919111456e-05	-7.411451869065999e-05	2.716455405948115e-09	5.492961880748189e-09	0.0002369740977514	0.0002239654016311	5.01605011278188e-08	5.615672300509009e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
915.4679008775636	-1.4991570849374511	2.247471965318156	838081.4775371726	816.788694712321	-6.816686477661051	667143.7718098571	46.46721453472703	889.2997521225287	1.0431668028539889	1.088196978576613	790854.049125191	879.6675390924908	639.6493247091657	1.110657	20.613012	0.1745006136834861	0.0844857359654885	0.0588812701	-0.0106100607	0.1409021919	0.0738430341	-0.0920231088	-0.0987134233	-0.1232434255	-0.0277871122	-0.0612385097	0.0026105065	-9.67986e-05	0.1280537948	0.0434696186	-0.0115153032	0.1059639333	0.0339319332	0.0019291073	0.0373094279	-0.0379121823	0.1442889047	-0.0447902361	-0.0886169813	-0.085056693	-0.002212814	0.1029334093	0.0529214722	0.0431502637	0.021369713	0.2946762814	-0.0133958422	-0.1396577299	0.0321438426	0.2056912659	0.015859688	-0.0177812483	0.0679538967	1.61757e-05	0.0426972463	0.049536446	0.1009203372	-0.0510727196	-0.0437627279	0.0182798954	-0.1057370622	0.0080124191	0.0075961313	0.1133446625	0.1044973339	0.0520477521	-0.057816481	0.0576152679	-0.0323215838	-0.0182292217	-0.0802833462	-0.0296713211	0.2739744664	0.0038169157	0.0640034449	-0.0173510413	-0.0387156216	0.0112629491	0.1139987047	-0.0134651086	-0.1368752165	-0.0912643413	0.0011887783	0.0482953317	-0.0066466464	0.0181162365	0.165449604	-0.0196031493	-0.1087533921	0.0394488547	0.0509273995	0.0481537186	0.076885195	0.167249001	-0.0938011602	-0.154816859	-0.1830636037	0.0316625549	-0.2088261557	0.1266188352	0.1192723348	0.1073422654	-0.0056924696487357	-0.0355981856804703	3.240421070177714e-05	0.0012672308237412	-0.0523250730334865	-0.0533743716831337	0.0027379132679596	0.0028488235525693	0.0041396079089679	-0.0072217400927314	1.713635363998959e-05	5.215352996696557e-05	-0.0003969454303899	0.0006130488799572	3.7582892921689997e-07	1.5756567470742294e-07	0.000372057928045	0.0004241775539641	1.384271018211384e-07	1.799265972869767e-07	-0.0002919257928702	-0.0005288998906216	2.797350942995405e-07	8.522066854289492e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
915.6045595226926	0.1366586451290459	0.0186755852885065	838331.709418744	821.5495785522461	4.7608838399251	674943.7100193732	22.666014937259963	889.0656352140466	-0.2341169084821786	0.0548107268372527	790437.7037185561	880.8029374202409	629.8857500620736	1.267941	23.532106	0.1640374645592415	0.0821079815126532	0.0857026571	0.045113668	-0.1471380259	0.137736315	-0.0817888734	-0.0026370846	-0.0248718196	0.0226291684	0.1865593071	-0.0395431635	-0.0171644225	0.0316750628	-0.0355729679	-0.1068476442	0.0185078089	-0.2007246578	0.0839093129	0.0181661136	0.0966418197	-0.0137734389	0.0518708935	0.0957528475	-0.1406176617	-0.0423048052	0.0424736866	0.1804056138	-0.2041642728	-0.1193536967	-0.0249404996	-0.0590168151	0.0037933484	-0.1510083355	0.0965302171	-0.0103781764	0.1096061187	-0.0563950244	-0.1021353608	-0.0215046189	-0.1751752378	-0.0596069341	0.0272922306	0.1643169933	0.0458415349	-0.0064802672	-0.0560407684	-0.0630675556	0.0408140333	-0.0409377115	0.0663880244	0.0203074294	0.1031414606	0.2204681149	0.0629791051	-0.1462521226	-0.0852963131	0.0458056305	-0.148863235	0.0516305301	-0.0746432231	0.0727718973	0.0764179192	0.095943911	0.0997111178	0.1255686262	0.0346215112	0.2333753913	-0.204836536	-0.2079108721	-0.2558664005	0.1546241542	-0.0834199608	-0.0224827274	0.174320167	-0.0156104285	-0.0707224905	-0.184750456	0.1015520505	0.0865975476	0.3124496769	-0.0024772098	-0.0268885399	0.0903995071	0.1259161521	0.1165232592	0.1013839798	0.006895715036876	0.0125881846856117	4.755088586979777e-05	0.000158462393679	0.0106749854792411	0.0630000585127276	0.000113955314982	0.0039690073726071	0.0336985485218832	0.0295589406129152	0.0011355921724817	0.0008737309701578	-0.000921968928181	-0.000525023497791	2.7564967323280106e-07	8.500267045312218e-07	9.33069458468605e-05	-0.0002787509821981	8.706186143268958e-09	7.77021100764275e-08	-0.0006659569278407	-0.0003740311349705	1.3989928992732038e-07	4.434986297390233e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
913.005768140127	-2.5987913825656506	6.753716650097486	833579.5326571433	817.8666153971354	-3.682963155110656	668905.8005811658	13.564217601902635	889.7522402393574	0.6866050253108824	0.4714264607821575	791659.0490109553	879.8747113191116	632.6904371005601	1.340655	24.881611	0.1798185578949759	0.1017210278969799	0.16678734	-0.1188236802	0.030080796	0.1102892645	0.0447537256	0.0833613846	-0.1150876828	0.0298441473	0.0257824526	0.0976285545	0.1905067382	0.0813678526	0.1105331423	-0.0526640828	0.1022593597	0.0841144435	-0.091308442	0.0877594696	0.0073969617	-0.0016455438	0.0484060042	0.0444129912	-0.0152636491	0.2668968513	0.220450724	0.1030969271	-0.01498335	-0.1049382628	0.0050148144	-0.0308244433	-0.0663901232	-0.1669788748	-0.1236196915	-0.1980686969	-0.0232651152	0.0785001139	0.017463255	0.123234975	-0.0494881911	0.1694837643	-0.0220912716	-0.0792494635	0.029764537	-0.0012861672	-0.057214063	0.0781120142	-0.0305957079	0.0067753746	-0.169935891	-0.1077799973	-0.0825752962	0.2324247219	0.0332012304	-0.1392147034	0.0574986037	0.0419381444	0.1008785248	-0.1399455838	-0.1045849324	-0.0305585936	-0.2165843425	0.2338312993	-0.0512147338	0.0604161768	-0.1941460932	0.1937527424	-0.3755748735	-0.1330229317	-0.2589367876	-0.1277034861	-0.006662815	0.0331120291	0.0554933306	-0.102802459	-0.0367946729	-0.1307049645	-0.2566888889	0.1351992816	-0.236993455	0.1475716792	0.0200876542	0.100750344	0.1251271724	0.1134548014	0.0948006283	0.0240203622385308	0.0171246472016548	0.0005769778020702	0.0002932535417811	-0.0114805216420137	-0.0221555071212548	0.0001318023771727	0.0004908664957999	0.0660152258390525	0.0323166773171693	0.0043580100425811	0.001044367632822	-0.0024319465618894	-0.0015099776337084	2.2800324542996192e-06	5.914364079885673e-06	0.0003728541362757	0.0002795471904288	1.390202069378983e-07	7.814663167665787e-08	-0.00029104722688	0.0003749097009607	1.405572838744415e-07	8.470848827453819e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
