global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03
900.0621378969572	n/a	n/a	810111.8520756412	898.3617858886719	n/a	n/a	807053.8983450839	846.501771417747	n/a	716565.2490133836	n/a	845.2237677490393	698.3687343045028	n/a	n/a	n/a	n/a	0.1689628393	-0.0067290726	0.1258520385	-0.0224157354	0.0716932785	-0.0649230574	-0.0012894839	0.1595165769	-0.2002908418	0.0050901524	-0.1252688533	0.101854099	0.1166813252	0.0058809282	-0.1337997942	0.0110886157	0.155215719	-0.0337932142	0.0615286799	-0.0164285193	0.082560466	-0.1198024768	0.0639164633	-0.1603911137	0.0093988063	0.0647703663	-0.024530821	0.275833276	-0.0118379667	0.1318891955	-0.1033885742	0.0407609551	-0.0787379544	0.0834375875	-0.0007515827	-0.0140303828	0.0855961227	-0.0138972352	0.0207251847	-0.0623662262	-0.0121833625	0.0119585804	0.008363337	-0.1046864321	-0.0400624335	0.1276955236	-0.000233217	0.0777034806	-0.1267007447	0.0920239798	0.1242097692	-0.0756716285	0.0434440003	-0.0785311723	0.1240359358	-0.0093329102	0.015708648	-0.0303305181	-0.0134879188	0.2270233636	-0.0197840776	0.0329095731	-0.2713897486	0.0062440214	-0.2102984671	0.1919921991	-0.1202336577	0.0433765827	-0.0120962739	0.0857660264	-0.0321562546	0.0324790113	-0.0356234502	0.136051327	-0.069785556	0.0406138333	-0.1191970016	0.0998610356	-0.0025019562	0.0481033601	-0.1023889497	0.0439203098	-0.0562071651	0.0522698624	-0.1482616977	0.1169963627	-0.0703973279	0.0321824084	-0.0203564647	-0.000406667	0.0551243535	-0.0622287395	0.0383635937	-0.0417508901	0.1064489831	-0.1053364533	0.0043804368	0.1290883846	0.1290552057	0.1289999139	0.0045197812172261	n/a	n/a	2.042842225158984e-05	-0.0544092708417167	n/a	0.0029603687535272	n/a	-0.0420492682452788	n/a	n/a	0.0017681409599634	-6.573233347355729e-11	n/a	n/a	4.320739663878941e-21	0.0001359995980874	n/a	1.8495890679934338e-08	n/a	3.108081963926725e-12	n/a	9.660173494486609e-24	n/a	0.0	0.0	0.0	0.0
897.5331272318015	-2.529010665155738	6.395894944471468	805565.7144784972	890.1176677116981	-8.244118176973757	67.9654845159091	792309.462372513	846.3383768393224	-0.1633945784245725	716288.6481110189	0.0266977882585437	844.8507730338818	706.9038804556279	1.213294	18.069941	0.0819574706760648	0.0375575632689974	0.151779585	0.1626074299	-0.0330199938	-0.0485917451	0.1178491268	0.0287230931	-0.0416079641	0.11060429	0.0226607816	-0.2102217837	0.0693141689	0.0202586592	-0.070108655	0.1248024416	-0.0768397743	-0.0505685029	0.1634777073	0.0605190584	-0.0418188749	-0.1163790384	0.0285909666	-0.2087317181	0.1291934788	-0.0231689088	-0.0103454396	-0.1156267105	-0.2023404463	-0.0229163104	-0.0177187872	0.0046426212	-0.0826226899	-0.0215091951	-0.0662432124	-0.0029070773	0.1059328139	-0.0515090143	0.0615328158	-0.1081776534	0.1160901825	-0.1711536856	0.0460518772	0.0420804649	0.0571570138	-0.0883017323	0.052753622	0.0690168229	0.1300329561	0.1056625998	-0.1223588349	-0.0083780946	0.1076438624	0.0095961681	0.0326101377	-0.2533459741	0.0622035334	0.0478348741	0.0127101714	0.0494037035	-0.2488453873	0.1591953604	0.1625411809	0.0478704475	-0.0601438004	0.0051517442	-0.0126949793	0.0317483956	0.0274753697	0.0759441731	-0.0414147124	0.0189848967	-0.0032943469	0.0363431109	0.05562137	-0.0465842968	-0.0770929568	0.1305176957	-0.060253941	0.1160635226	0.0432196494	0.1149202062	-0.0419293856	0.0723172835	-0.0174167965	0.0100848904	-0.1839420242	0.0789584544	-0.0751736429	0.1160250323	-0.0128329027	-0.0281103027	-0.0186865989	-0.0861919406	-0.0636884802	-0.0602245846	0.0967367791	-0.0236233445	0.0490816982	0.1289999139	0.1287014744	0.1282045865	6.082630190462624e-05	-0.0044589549153214	1.9882278936869527e-05	3.699839003392738e-09	-0.07673338858622	-0.0223241177445033	0.0058880129239238	0.0004983662330704	-0.0285276917190202	0.0135215765262586	0.0001828330317554	0.0008138291948154	0.0004289995948933	0.0004289996606256	1.840407088169087e-07	1.840406524186155e-07	-5.7462278713060775e-08	-0.0001360570603661	3.301913474897477e-15	1.8511523675468132e-08	-0.0002679997056998	-0.0002679997088078	7.182384225517944e-08	7.182384392110956e-08	0.0	0.0	0.0	0.0
896.0643541516561	-1.4687730801454109	2.1572943609598374	802931.3267812245	886.1508738688933	-3.9667938428048046	15.73545339131411	785263.3712586033	845.2628450431672	-1.0755317961552464	714469.2772104692	1.1567686445409304	843.6282899219957	697.168743945874	1.106891	16.485252	0.063728481946146	0.0490906462028606	0.0210178132	0.1129756433	-0.0962048025	0.0795793577	0.0260075827	-0.1211208938	-0.1745697051	-0.0816229276	-0.0174418535	-0.065309149	0.0168550561	-0.0497621167	-0.1568974893	0.0739061197	0.1032718238	-0.0875468876	0.0050316168	0.0949162731	0.0214918771	0.0514640442	0.029720477	0.0036163643	0.0239588528	-0.1324425827	0.0607098593	0.0031142793	0.0126172182	-0.1169767609	0.0479246439	-0.1110868433	0.0217417971	-0.0751351407	-0.061843717	0.1545671692	-0.1027136454	0.0058465475	0.0279979981	0.0882492743	-0.1311262493	0.0007721906	-0.185380386	0.0837516316	0.0790431241	-0.0442971959	-0.0349323102	-0.1174464711	0.075424787	0.083876411	0.0743321889	0.0125135007	0.1064176963	0.008344565	0.0396395537	-0.0020353793	0.0837436546	-0.0932637018	0.0770857561	0.0736663179	-0.0451561547	0.1527342665	0.0025726331	-0.0538284671	0.1958388111	-0.0737945806	-0.1398330068	0.062919341	0.0596867951	-0.0372961072	-0.1674807359	-0.0243090009	-0.1183839652	-0.0461103126	-0.0317729017	-0.1085363166	0.0280012672	0.0233809088	-0.1118016978	0.0149493772	0.1199696221	-0.0292403251	-0.0142312304	0.0223060458	-0.0085422625	0.0501792935	-0.1252914611	0.0534918024	-0.0442126363	0.0737051886	0.0787141887	0.0218630076	0.0089591849	-0.1254760838	0.0094596143	0.0487312025	0.0518416306	-0.0706164277	0.0498306787	0.1288230331	0.1279949812	0.1266188352	2.609949856946514e-05	-3.47268033351611e-05	1.205950869878956e-09	6.811838255775128e-10	-0.0318402719808403	0.0448931166053797	0.0010138029198138	0.0020153919185442	-0.0285760412956221	-4.8349576601901256e-05	2.337681557583117e-09	0.000816590136129	0.0001029999474216	-0.0003259996474717	1.0627577015167269e-07	1.0608989168852364e-08	-1.1272383027005617e-08	4.618989568605515e-08	1.2706661910752431e-16	2.1335064634886558e-15	-0.0002189997638506	4.8999941849200014e-05	4.7960896566618576e-08	2.4009943012249827e-09	0.0	0.0	0.0	0.0
897.6496161029346	1.5852619512785395	2.5130554541714427	805774.8332897458	893.4289376674554	7.27806379856213	52.97021265594061	798215.266661598	844.6020445804672	-0.6608004626999673	713352.6137095055	0.4366572515044908	843.8565722275029	696.6801800638488	1.054809	15.709584	0.030368323924	0.0141952117324094	-0.0309895545	0.044053563	0.116328997	0.1492279694	-0.044126881	-0.0679357261	-0.0799042724	-0.0370576077	-0.120203049	0.083026546	0.1310867984	-0.0271235637	0.0444067005	-0.161151565	0.1292138042	-0.0083066525	-0.0232182251	-0.0764861326	0.1185619197	0.0740924553	0.0004332636	-0.033528675	-0.0581780692	-0.0833364148	0.0790583515	0.1749695475	-0.1582383429	0.0580176264	0.023981505	-0.0275524589	-0.0130651285	-0.0961502893	-0.0686203114	-0.020852977	0.0187860903	-0.0079830168	0.0410783359	-0.1255121959	0.0870028181	0.0837943496	-0.0104708298	-0.0768761506	-0.0680088135	0.0167968357	-0.1334401603	-0.0782945941	-0.1594722541	-0.0084661089	0.113764908	0.1162551729	0.0184178429	-0.0506065207	-0.0258096864	0.0875176659	0.1141249245	-0.0635253871	0.1324853285	-0.1151577919	-0.071287749	-0.0543880931	0.1019501119	0.0778661776	-0.0471986019	0.0379327938	-0.0995216266	-0.0401033093	0.0145345707	0.0214594459	-0.1287691448	-0.1251867582	-0.0187456898	0.0757165871	0.0298284399	-0.0023026958	0.0466745377	-0.0853113191	-0.0976258278	0.0296809521	0.0244405067	-0.102701293	-0.0543744552	0.1143601559	0.0414100365	0.0071486518	-0.0922418935	0.0956873831	0.0251084241	-0.0169529505	0.1513593463	0.0383529291	0.1138940169	-0.0901953239	-0.0230880768	0.0029463844	-0.0032450133	0.0178297116	-0.0172183201	0.1285578634	0.1269376627	0.1242524367	-5.617710046124103e-05	-8.227659903070617e-05	6.769438748059599e-09	3.1558666162323673e-09	-0.0219410156002766	0.0098992563805637	0.0004814081655715	9.799527688813114e-05	-0.0343125752693254	-0.0057365339737033	3.290782203145218e-05	0.0011773528216131	5.6910386422065105e-09	-0.0001029942563829	1.0607816847878444e-08	3.2387920827087724e-17	9.299995023526186e-05	9.301122261828888e-05	8.648990743761184e-09	8.65108753294889e-09	-0.0001220001034378	9.69996604128e-05	1.48840252388339e-08	9.40893412019852e-09	0.0	0.0	0.0	0.0
896.6357688637218	-1.0138472392128506	1.027886224459519	803955.7020058375	888.3132764376127	-5.115661229842772	26.16998981851646	789100.4770953265	844.1408580156912	-0.4611865647760851	712573.7881714673	0.2126930475299661	842.7159134338021	694.4710019061268	1.044783	15.560257	0.0471812125895641	0.0243454434275828	0.0603234105	-0.0281031132	0.2042914551	0.0039430237	-0.0182147984	-0.0153015566	0.083525467	0.097332865	-0.102562247	0.0061511177	0.0041835692	-0.1828241077	-0.1208244004	-0.2796680852	-0.036921545	-0.0264492633	-0.0445033919	-0.1236244961	0.0161430519	-0.0654589786	-0.0265333691	-0.0581083657	-0.022689219	0.0081121601	0.069994005	-0.0466841273	-0.0300790637	-0.1485156334	0.0687851986	-0.0482492311	0.0407493377	-0.1506717114	-0.037593589	-0.0075652777	0.0378721139	-0.1377489714	-0.1103282281	0.0266009528	-0.0727714517	0.0712556076	-0.102988565	-0.271837971	-0.0665457264	-0.1119023001	0.0253600232	0.1122633799	-0.2083749377	0.0187521782	0.109287179	0.064880757	-0.119320109	-0.0291336257	0.007567798	-0.0458036078	0.0609568231	-0.0704697145	-0.0055873216	-0.0297931698	-0.1045678745	0.0202330003	-0.0272820346	0.0197234243	0.2483373991	0.1752391655	-0.0394762965	0.0427276847	0.1096207021	-0.1442261596	-0.0021434468	-0.0836791701	-0.1563862733	-0.1143335127	-0.1299495626	0.1250284077	0.0037509593	-0.0791603783	-0.0578266205	0.0498822738	-0.094599173	0.0048244392	-0.0022317539	0.1010059279	-0.0009977517	0.0364157292	-0.0589191089	0.0367359716	0.1489899667	0.090013816	0.0742858396	0.0173900944	0.0131772576	-0.0893931946	-0.0461447283	0.0969936321	-0.0235047526	-0.0168503595	0.1432814474	0.1282045865	0.1255324169	0.1211199807	1.1039609333352018e-05	6.721670979459304e-05	4.51808607561054e-09	1.21872974233033e-10	-0.0360466745777472	-0.0141056589774705	0.001299362748114	0.0001989696151886	-0.0381705646105956	-0.0038579893412701	1.4884081757354462e-05	0.0014569920026916	0.0002739997622057	0.000273994071167	7.507275103469874e-08	7.507586968878016e-08	-9.399994683501056e-05	-0.0001869998970702	8.835990004984813e-09	3.4968961504292485e-08	1.2879545445697868e-08	0.0001220129829832	1.6588269088779671e-16	1.4887168016469805e-08	0.0	0.0	0.0	0.0
896.8006864255191	0.1649175617973242	0.0271978021891742	804251.4711732822	893.2453543834197	4.932077945807009	24.325392863515887	797887.263127561	845.0168903852364	0.8760323695452144	714053.5450363345	0.767432712491003	843.8824354083645	692.1678450420321	1.086775	16.185656	0.0335532865555096	0.0196212425088841	0.1152022548	0.0220198566	0.0503448803	-0.1531035867	0.105113503	0.0783334961	0.1237836476	0.1419337957	0.0630589715	-0.0429643801	0.0302794731	0.0675384115	-0.0766285423	-0.1176462646	-0.063494136	-0.1349891077	0.1183736904	0.0787801085	-0.0633184147	-0.1127498073	0.0730384928	0.025241645	0.1089511927	-0.0828580333	-0.0561685929	0.0595164688	-0.0133861367	0.1196271318	0.1247766727	0.1481503137	0.055146355	-0.0746680138	-0.0450506727	-0.087499263	-0.1391648294	-0.0547711842	0.0570145028	-0.0310761989	0.1014620618	0.2486292904	-0.0400827248	-0.037568666	0.1286341917	0.0447378839	0.0125172859	0.1379403258	-0.0841597664	0.1679412421	0.0205500432	-0.1115989192	-0.0038050922	-0.0233322502	0.0719677476	-0.0881303167	0.0805316085	-0.0378544841	0.1199147833	-0.0985172144	0.0308837745	0.0372464999	0.0108364891	0.0756220845	-0.1882888403	-0.0013249567	0.0480484724	-0.0192747119	-0.0276201985	-0.0877753133	-0.004882423	-0.0735988625	-0.11062238	-0.1012746307	0.1955431966	0.0527315972	-0.0541566479	0.0961455654	0.0357736853	0.1295837041	-0.0259145727	0.0994753063	-0.0629254345	0.0097583945	-0.1106930044	0.0433994772	-0.0580027222	0.0030345153	-0.0493635117	0.0473692709	0.0092142541	-0.0483062056	-0.0252729691	-0.0109549869	-0.0578762326	0.046500466	0.0503197682	-0.1283011896	-0.0261552156	0.1277634447	0.1237830955	0.1172407796	6.418623712534099e-07	-1.0397746962098608e-05	1.0811314188783084e-10	4.1198730363105036e-13	-0.0528203411044359	-0.0167736665266887	0.0027899884343889	0.0002813558887485	-0.0307519684330372	0.0074185961775583	5.503556924568408e-05	0.0009456835625065	0.0001810000712544	-9.29996909513e-05	8.64894251703731e-09	3.2761025794097884e-08	8.113287819355719e-12	9.399995494829838e-05	6.582543923970588e-23	8.835991530282125e-09	3.3590342421625785e-12	-1.2876186411455706e-08	1.1283111040020728e-23	1.6579617650255656e-16	0.0	0.0	0.0	0.0
898.5958864150435	1.7951999895244626	3.2227430023886305	807474.5670820378	887.6689273638603	-5.576427019559333	31.09653830447138	787956.1246073063	846.4214168107842	1.4045264255478287	716429.2148359753	1.9726944800621604	844.7359018518154	699.3083539244669	1.154561	17.195215	0.0288117638727779	0.0152286767595321	0.0595887506	0.1257565591	-0.0891610066	0.0337001908	0.011662343	-0.030161527	-0.1844753128	0.0331605651	0.0092205432	-0.0508596813	0.0605741737	0.064625609	-0.066137771	0.0703391575	0.0710249619	-0.0644902429	0.0692621174	0.0088819073	0.0100384209	0.0741886175	0.0816380494	-0.1021565756	-0.0404486047	0.0613093084	-0.0840849579	-0.1643612107	-0.1019408818	-0.0274038186	-0.1398787632	0.0149783296	-0.1216544329	0.0140497341	-0.0767018086	-0.0474436044	-0.0698041965	0.0684377134	-0.1274384439	-0.1356577541	-0.0503134175	0.0592452041	-0.0803750144	0.008103506	0.0386822097	-0.0256682063	0.0299075841	-0.0691749273	0.0340702463	0.1303079824	0.0005783295	0.0484240786	0.1184701408	0.0695663943	-0.0017346463	-0.0189804495	0.0127239081	0.09483783	-0.1053726837	0.1139182061	-0.1459576075	-0.0849941901	0.0645273983	0.0709546199	0.0153350609	0.0224552122	0.0861117125	0.0620773533	0.0280076826	-0.062665371	0.0428178168	0.0035606528	-0.0695998325	0.1059344992	0.0528529584	-0.1167625511	-0.0024951194	-0.0009660367	0.0055691815	0.1026721269	0.089886463	-0.0026781543	-0.0360349039	-0.0085376779	0.0144931033	0.0693908055	-0.073668011	0.0186915372	-0.0478034664	0.0739994103	0.0395364639	-0.0448043066	-0.091808679	0.0585066773	-0.0535209729	0.027618202	0.002210044	0.0728012939	0.0010464449	0.1272347401	0.1216944932	0.1126387502	-3.212255288076449e-05	-3.27644152520179e-05	1.073506906806663e-09	1.031858403577511e-09	-0.0425457289761226	0.0102746121283133	0.0018101390541096	0.0001055676543872	-0.0285989881246564	0.0021529803083808	4.635324208275495e-06	0.0008179021217542	0.0003379998424598	0.0001569997712054	2.4648928158547943e-08	1.1424389350284966e-07	-0.0001699996743169	-0.0001699996824301	2.8899889267852072e-08	2.8899892026364714e-08	2.869014008308256e-08	2.86867810488404e-08	8.231241379869007e-16	8.229314069441087e-16	0.0	0.0	0.0	0.0
897.378948675723	-1.2169377393205425	1.480937461382592	805288.9775263459	893.7296563172952	6.060728953434818	36.73243544700311	798752.6985810306	847.0077872105329	0.5863703997487164	717422.1915952835	0.3438302457014695	844.9321269008659	705.8796495180926	1.01775	15.157653	0.0693604205691529	0.0384556431099792	0.0753665093	0.0362587646	-0.0968567719	0.1397818377	-0.1428301374	-0.0552248811	-0.094790526	-0.0998271917	-0.0543517818	-0.122136029	-0.0401500262	-0.0704644661	0.0047786331	0.2073024672	0.0248372897	-0.0452158475	-0.0350591762	-0.0475132843	0.0446812578	-0.0084259566	-0.0399735605	-0.1460976887	-0.0436325526	-0.0588835815	-0.060653578	-0.1052869384	0.1111413585	-0.0481609324	-0.0976906295	0.1135078712	-0.1096550183	-0.0338551669	-0.0937686156	-0.1617844826	0.0652903345	0.1562528652	-0.0413702713	0.1068926417	-0.1037921246	0.0260877853	0.1153891391	0.0989446314	-0.1262439763	-0.1271807667	0.1848286308	-0.1102959237	0.1799524373	0.0076744879	-0.0105065426	0.0623066883	-0.0163120648	-0.0037908922	-0.1401034462	-0.0394014577	0.0981327601	-0.0420499619	-0.1096932033	0.0996343725	0.0412942909	0.0228557185	0.102332169	0.0810691787	0.0923236042	-0.0200320509	0.1493206367	0.207850534	0.0020194169	-0.0914703627	0.1805219938	0.0460368999	0.1046528639	0.082745974	-0.0647837344	-0.0407392257	0.0494253922	-0.1403935195	0.0115700579	0.0791812756	0.1505425906	-0.0130840281	0.0495793864	-0.0247049594	0.0875365786	0.0200767232	-0.0244252658	-0.0823832239	0.0344251581	0.1489151098	0.1630842432	-0.0268352523	-0.082544368	0.0494938086	0.0206815587	0.039989662	0.0593549413	0.0639410419	-0.0745384399	0.1266188352	0.1192723348	0.1073422654	0.0187403715764844	0.0187724941293651	0.000352406535837	0.0003512015268247	-0.0118147923092379	0.0307309366668846	0.0001395893173104	0.000944390468424	-0.0285934161352372	5.571989419198703e-06	3.10470660876623e-11	0.0008175834462828	0.0005649999151858	0.000227000072726	5.15290330176093e-08	3.1922490415996124e-07	-4.3739900590367136e-11	0.0001699996305769	1.9131789036551988e-21	2.8899874396316277e-08	3.7773405551447946e-11	-2.8652366677531118e-08	1.4268301669541585e-21	8.209581162236954e-16	0.0	0.0	0.0	0.0
894.5364033815993	-2.842545294123738	8.080063749145008	800195.3769748872	896.5476819551908	2.81802563789563	7.941268495837073	803797.7460192259	845.8648679816865	-1.142919228846381	715487.374885676	1.306264363666806	844.7878953862981	692.8434804562206	1.193886	17.780895	0.0957371046202591	0.0444409226329936	0.07270005	-0.1357514654	-0.0813458133	0.0625503812	0.0454840904	0.0199098694	0.144983539	-0.1756005722	-0.0320845328	-0.1135406927	-0.0358018839	0.0186961278	-0.0438435496	0.1184609897	-0.1483178137	-0.0832768925	-0.1280109836	0.0397673166	0.0212560556	0.0166423492	-0.0372452438	-0.1450751682	-0.0058252509	0.0798781484	-0.0799358927	-0.0034083092	0.0011348522	0.0010289943	0.009768457	0.0471411063	0.054676563	0.0117042884	-0.0924783647	-0.1788551394	-0.0498580119	-0.1157202965	0.0112557701	-0.0182306825	-0.1938827225	-0.0256679938	0.1585598428	0.104708731	-0.1475161898	-0.0180084663	-0.035924221	0.0926330556	0.1977785223	-0.0864920073	0.1062277992	0.0091730154	-0.0345138908	-0.0016045402	-0.0733269388	-0.0488949146	0.052719275	0.0129950416	-0.1177473347	-0.0504713361	-0.0012903523	0.0321968671	0.1110972598	-0.0525005319	-0.0790051094	0.0611064945	0.1748312778	0.0516456824	-0.0002069716	-0.0582151894	-0.0964185297	-0.0823932308	0.1743107778	0.0679457245	0.1232394734	0.1196654761	-0.0241294368	0.0018322133	0.0870551671	0.0091579378	0.1344121339	-0.0262991181	0.1064268982	-0.0067124536	-0.0530765273	-0.0440660128	0.0456115196	-0.0495861783	0.0182279589	0.1081827194	0.0237807144	0.0395902492	-0.0699601012	0.0540103832	0.0524558579	0.0075805136	-0.0106572602	0.0137517732	-0.1069290654	0.1259161521	0.1165232592	0.1013839798	0.012774717775656	-0.0059656538008284	3.5589025271338354e-05	0.0001631934142476	-0.040615899666264	-0.0288011073570261	0.0016496513057	0.0008295037849909	-0.0075499144847128	0.0210435016505244	0.0004428289617156	5.700120872647615e-05	0.0002699684447143	-0.0002950314704715	8.704356856857562e-08	7.288296114145804e-08	-0.0002310369529232	-0.0002310369091832	5.337807361603694e-08	5.337805340497215e-08	-0.0002724684188094	-0.0002724684565828	7.423903924849461e-08	7.42390598326162e-08	0.0	0.0	0.0	0.0
895.4926974404583	0.9562940588590436	0.914498327009104	801907.1711691882	885.7957662435679	-10.751915711622928	115.60369146984398	784634.1394950296	845.878963698429	0.0140957167424176	715511.2212275281	0.0001986892304824	844.5063366564203	677.6996564328975	1.241317	18.487299	0.0577888638161888	0.0343720235285922	-0.1136518691	0.029949281	-0.0494298244	0.0131493621	0.1035963935	0.0357693762	0.015562327	-0.0960056898	0.0796259278	0.0566481601	0.1339278282	0.0033121208	-0.1323238308	0.01656175	0.0256569315	0.0213223285	-0.0930282146	0.0976739235	-0.0380825381	0.0185929396	0.0610823109	-0.0020069935	-0.0442192073	0.0422124018	0.0357976002	0.0103157883	0.0775909404	-0.0294137479	0.068729605	-0.1122006657	-0.0254145688	0.1596188285	-0.0322212435	0.0833435173	-0.0204235455	0.0158070007	-0.0626590205	0.1590426002	-0.080187642	0.0328330416	-0.1019085536	-0.0095857021	-0.0077758105	-0.0200884369	0.0184463809	-0.0414044479	0.0254791626	-0.0786159034	0.0433673016	-0.1078929051	0.0038295543	0.0835415478	0.0453013894	0.051859472	0.0485536187	0.0703127991	-0.042879742	-0.0045817155	-0.0118005544	0.053872828	-0.1337046907	-0.1302966189	0.0685350233	0.0111067203	-0.0343931579	0.103201847	0.000754358	0.0276809082	-0.0189629181	-0.0167912921	0.0545145507	-0.0398330658	-0.0079733374	-0.0791386562	0.0068560241	0.0641958287	0.0763390811	0.0387513352	0.0209944981	-0.088733751	0.0818288433	0.0708807612	-0.0717792096	-0.0294166099	0.0037475795	0.05230672	-0.031002531	-0.0102996186	0.0054685037	0.0890575612	-0.0114955026	-0.0140193343	-0.0481864109	0.0864642377	-0.0427704134	0.0827011049	-0.1090652996	0.1251271724	0.1134548014	0.0948006283	0.0188520031071561	0.0060772853315001	3.693339700046628e-05	0.0003553980211522	-0.0668678958751201	-0.0262519962088561	0.0044713154987659	0.0006891673049497	-0.0285833556787054	-0.0210334411939926	0.0004424056484611	0.0008170082218553	0.0002704798822083	5.114374940000345e-07	2.615683102690353e-13	7.315936667941585e-08	-0.0001465372947415	8.449965818170001e-05	2.1473178750157243e-08	7.140192232824141e-09	-0.0002759801447705	-3.511725961099978e-06	7.616504030754614e-08	1.2332219225863564e-11	0.0	0.0	0.0	0.0
