global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05
894.8461127219027	n/a	n/a	800749.5654535003	914.5996670571102	n/a	n/a	836492.5509809768	842.8243862403831	n/a	710352.9460414784	n/a	840.7824160349455	702.9491880699561	n/a	n/a	n/a	n/a	-0.0777297589	0.0756238898	-0.0025949926	0.0400365126	-0.0474024316	-0.1209128272	0.0382101286	-0.0434211426	0.0237257042	-0.1278357386	0.393155146	-0.0685332925	0.0162201002	-0.0637700993	0.015767666	-0.0887122259	0.1848672433	-0.1121301561	0.3017822354	-0.2098430236	0.1661888324	0.1529751342	-0.0332062917	0.2599918681	-0.1556710045	0.2217456716	-0.0664485227	0.0258153349	-0.0158654292	0.1697036444	-0.129063152	0.0291203272	-0.0489415388	0.0536554517	-0.0781317318	0.065523759	0.0103249403	-0.0378864304	0.0732233889	0.0509417029	-0.0586088987	0.0067108409	-0.0135408703	0.0504489262	-0.0870634759	0.0736347414	-0.0490012146	0.0694617552	-0.4392981882	0.3668226787	-0.0246933563	-0.0824128938	0.1122224542	-0.1078066857	0.062295041	-0.0497559691	0.0647440663	-0.1075057209	0.134296297	-0.0078734764	0.0681570986	-0.2189243877	0.0709639894	-0.1245139017	0.0889391314	-0.1189557836	0.0419647665	-0.0891115	0.0309064695	-0.1612728731	0.0735098777	-0.1142889779	-0.0795605072	0.0771163103	-0.2002656561	0.2013720531	-0.217165686	0.0559343753	-0.0365989498	0.0083057867	-0.1665350416	0.1060805448	-0.0593008189	0.1927769096	-0.2858314653	0.065537405	-0.1011330258	0.0470396379	-0.1218150245	0.2981355072	-0.110053622	0.1290883846	0.1290552057	0.1289999139	9.86499017017195e-05	n/a	n/a	9.731803105758922e-09	-0.0675405911506317	n/a	0.0045617314529767	n/a	-0.034797976585736	n/a	n/a	0.0012108991744614	-0.0002289999395378	n/a	n/a	5.2440972308316066e-08	0.0006039997789457	n/a	3.648157329664544e-07	n/a	6.912371509703403e-08	n/a	4.778087988815931e-15	n/a	0.0	0.0	0.0	0.0	0.0	0.0
893.5778869979359	-1.2682257239667931	1.6083964869310972	798481.4401316959	908.541570189652	-6.058096867458175	36.70053765550656	825447.7847626784	844.4659486412397	1.6415624008566283	713122.7384145489	2.6947271159061774	842.3989734637183	709.3526107359177	1.280549	18.823698	0.1273155460475554	0.0643591588627774	-0.0930513038	0.0617297335	-0.1881599257	0.0780847125	-0.0539249077	-0.0371016159	0.0712399701	-0.022467321	-0.1325877538	0.0898252531	0.0423422203	0.0550832602	-0.0746528894	-0.0844654184	0.1045956635	-0.0870354386	-0.0067405239	-0.1945228593	0.2052594181	0.0051747906	-0.123929455	-0.0349276023	-0.1212116936	0.1179914133	-0.1252196836	0.0071985384	-0.0497240803	0.0507205649	0.0585952887	0.0769023757	0.0415730788	-0.038421359	-0.0486715708	-0.0180821872	-0.0866061924	0.0554766277	-0.1820468555	0.0950276418	0.0759052942	-0.0172024913	0.0575223657	0.0337229844	0.1317437467	-0.0339803819	-0.0926469432	-0.0875499829	-0.0326731042	0.0609852148	-0.2635026433	-0.1274434513	-0.13401314	-0.0858556064	0.0106854125	0.0161594915	0.0722084649	0.0424350562	-0.0879415041	0.0095598484	0.1335870544	-0.1326110861	0.0996840849	-0.0498662705	0.0470944067	-0.0156497254	0.0080998191	0.0424503078	-0.0052695711	-0.0880356603	-0.0714264411	-0.1792364895	0.1727254921	-0.0674122269	-0.0157016968	-0.0903091628	-0.2040165342	0.0929818971	-0.1973129459	-0.1303812303	0.1916241917	0.1110973557	-0.1031903155	0.0658901135	-0.2103961967	0.0593850194	-0.1193197014	-0.1210566806	0.0433309292	-0.0269075575	0.0185598088	-0.0470514888	-0.0422399263	0.1289999139	0.1287014744	0.1282045865	-0.016394640946757	-0.0164932908484587	0.0002720286430118	0.000268784251773	-0.0121108566854957	0.055429734465136	0.0001466728496566	0.0030724554628754	-0.0175605077978673	0.0172374687878687	0.0002971303302127	0.0003083714341189	0.0002210003311323	0.0004500002706701	2.025002436031633e-07	4.8841146360586254e-08	0.0002910002820317	-0.0003129994969139	8.468116414252895e-08	9.796868506841709e-08	-3.214762264262805e-08	-1.0127133773966208e-07	1.0334696415728118e-15	1.0255883847580704e-14	0.0	0.0	0.0	0.0	0.0	0.0
888.3239368943522	-5.253950103583748	27.60399169094767	789119.416859481	901.7353406772492	-6.806229512402865	46.32476017550374	813126.6246263146	841.7540002503371	-2.7119483909026485	708549.7969374445	7.354664074919464	838.9208689178806	688.3349762872699	1.27488	18.740364	0.0964643827799462	0.0563035184608149	0.041635152	-0.0862806051	-0.191612047	-0.0008167085	-0.0390495781	0.0544590388	0.1106798981	-0.1352408238	-0.1327430182	-0.0834802988	-0.075382775	-0.1741833658	-0.0881059733	-0.0231450437	0.13811545	-0.2320097131	0.0357181132	-0.0008511093	0.1207564337	0.0765762184	-0.0685350862	0.0974692101	0.1238539722	-0.010014488	0.0050913478	-0.2018594457	-0.1399395327	-0.0974582029	-0.0164543084	0.0654601173	-0.0194388075	-0.0084229712	-0.0930920726	0.1151942053	0.080963712	-0.0516366444	-0.0091469093	-0.0051998684	0.0168082928	-0.1023320809	0.0971040761	0.133493223	-0.0431154375	0.0289997596	-0.2506624496	-0.1256963425	-0.1777522977	-0.0704858598	-0.1661895427	-0.0469789598	0.0572326232	0.1377700247	0.0976324828	0.0806476814	0.0234247612	0.1350600814	0.0884763301	0.1542724995	0.0112606638	-0.1753346761	0.1428323655	0.0335817679	0.002235104	-0.0096052396	-0.0624671768	-0.040554356	0.0172911983	-0.0189867899	-0.047770937	0.0001924223	0.2238066267	0.132911333	0.0248420615	0.0610097945	-0.070381212	0.0906936466	-0.1327829858	-0.1894623151	0.027124073	0.1263476637	-0.0960761183	-0.0778939355	0.0740562193	-0.2171386875	0.1883359171	0.0780505464	0.0473888309	-0.1255088405	0.0617294962	-0.0378228439	0.0021123196	0.1288230331	0.1279949812	0.1266188352	-0.0324396355342315	-0.0160449945874745	0.000257441851312	0.0010523299535937	-0.0608430202760814	-0.0487321635905857	0.0037018731163156	0.0023748237682196	0.0040259392857109	0.0215864470835782	0.0004659746976921	1.6208187132230394e-05	0.0002019999281387	-1.90004029936e-05	3.610153139192037e-10	4.080397096803997e-08	0.0004739997060436	0.0001829994240119	2.2467572132941925e-07	3.3488789188687175e-08	-4.787098329902834e-08	-1.572336065640029e-08	2.2916310420158504e-15	2.472240703312366e-16	0.0	0.0	0.0	0.0	0.0	0.0
891.7391399927272	3.415203098375059	11.663612203150604	795198.6937949688	896.5598812710707	-5.175459406178447	26.785380065000968	803819.6207047964	842.1798376402879	0.4258373899508569	709266.8789278218	0.1813374826801582	840.4327803337941	678.9873524394515	1.346701	19.796103	0.0881362685330955	0.0520103558987048	0.0301956174	-0.1801014375	-0.0729654495	-0.1592742596	-0.1320664071	-0.0182889612	-0.1037724511	-0.0803536999	0.0316928341	-0.187842466	-0.0560405574	-0.1295498017	0.1819240546	0.0680079057	0.2594818213	0.0484554795	-0.051203604	-0.024131886	0.094075789	0.0490736651	-0.1694255445	-0.0863512945	0.1418513643	-0.0453532802	0.1528400548	-0.0323307516	-0.0304138134	-0.1030470155	0.0716727412	0.0095109485	-0.0413952857	0.1236928837	-0.0178862543	0.063199232	0.07460087	-0.0119110503	0.0224464935	-0.0470609779	0.0909314577	-0.0100780288	-0.0138393011	-0.1310892643	-0.1258505513	0.0059476284	-0.2285454968	-0.0641638753	0.1457983519	-0.0579741222	-0.092971794	-0.1609225639	0.1191915655	-0.0608774941	0.0023755585	0.0308466282	-0.1500490625	-0.0913948083	0.0355410095	0.1583868927	-0.0567581414	-0.0103860599	0.1139274128	0.0868420898	0.0565607662	-0.0356058447	-0.0118752117	-0.0210979393	-0.0386734652	0.1706743778	-0.0394893254	-0.0072145507	0.0726171286	-0.075048682	0.0623692854	-0.0088522209	0.0828010471	0.209280727	0.0498180676	-0.0407120967	-0.1019658275	0.1007736939	-0.1302883691	-0.0981850838	0.107525699	0.0977815755	0.1216873275	-0.0381781372	0.0598612451	-0.0849791788	-0.0696755527	-0.0295811029	0.0330688871	0.1285578634	0.1269376627	0.1242524367	-0.0323785882209506	6.104731328090279e-05	3.726774458816691e-09	0.0010483729751818	-0.0262369590228104	0.0346060612532709	0.0006883780187646	0.0011975794754651	-0.0020859172370109	-0.0061118565227218	3.7354790154337016e-05	4.351050719659188e-06	-0.0004950099955397	-0.0006970099236784	4.85822833706169e-07	2.4503489568421377e-07	0.000290983459019	-0.0001830162470246	8.467137342266205e-08	3.349494667496942e-08	6.707202719013813e-05	6.711989817343716e-05	4.4986568313946286e-09	4.5050807308125735e-09	0.0	0.0	0.0	0.0	0.0	0.0
893.9741260021395	2.234986009412296	4.995162462268699	799189.7379612892	899.96343204474	3.4035507736692807	11.58415786894476	809934.1790177473	842.198610133447	0.0187724931590764	709298.4989107099	0.0003524064994075	839.4359415277614	698.5579512821957	1.303987	19.168228	0.151604789592218	0.0981647805104036	-0.0264969392	0.0014755339	0.070283497	0.0739677276	-0.1253121557	-0.1079734796	0.0117932175	0.0557830111	0.1397080356	-0.0302646796	-0.0230327604	-0.1837787081	0.1240563731	-0.0363352513	0.0301330581	0.1793835216	0.0600939428	-0.0575199405	-0.0292046639	-0.1603397632	0.0193870791	-0.0114963733	0.0412557126	0.122405517	0.142434132	-0.0054028073	0.0063924676	-0.0166867289	0.1460350982	-0.1855601799	-0.0585247623	0.1086792163	0.0077382515	-0.0358675129	0.072816664	-0.1148807696	0.002370844	0.0014358533	0.0291418251	-0.0181269291	0.0970689437	-0.0333204846	-0.1403776223	0.1428281366	-0.1079350461	0.1255271717	0.1709412204	0.0475278607	-0.0124194186	0.1071157612	0.110144486	-0.065940193	0.0228939316	-0.0902608905	-0.1206002811	0.0075123974	-0.1054389361	0.075979771	0.0669388549	0.0921052724	-0.0011220652	0.0598398896	0.0106046709	0.0125440476	-0.0745223673	0.1513418565	-0.1079175022	-0.0386446283	0.1255288522	-0.0354730854	-0.0058103241	-0.0965432499	-0.1547954066	0.0108358839	0.027098692	0.1202233194	-0.0901436278	-0.0680444208	-0.0180723406	0.0713544804	-0.1246305981	-0.0897296188	0.0941077058	-0.0303166029	0.0699157411	-0.0151718561	0.0080252404	0.0230267642	0.0650800509	0.002405519	0.0195523546	0.1282045865	0.1255324169	0.1211199807	-0.01149149284943	0.0208870953715206	0.0004362707530589	0.0001320544079085	-0.1160667460161875	-0.0898297869933771	0.0134714895307861	0.0080693906312755	-0.0176192863355311	-0.0155333690985202	0.0002412855555508	0.0003104392509734	-5.500001668586398e-05	0.0004400099788538	1.936087814909532e-07	3.0250018354453166e-09	0.000291000216634	1.6757615000013212e-08	8.468112608103492e-08	2.808176604886678e-16	8.001082970963264e-09	-6.706402610716716e-05	6.401732870823831e-17	4.497583597702799e-09	0.0	0.0	0.0	0.0	0.0	0.0
891.3619512902491	-2.612174711890475	6.823456725440086	794526.1282079604	900.2348488728711	0.2714168281311231	0.0736670945927596	810422.7831251611	843.3526583444043	1.154048210957285	711243.7063365735	1.33182727321371	840.1831724916586	689.7431377300412	1.124408	16.528473	0.1094369798862579	0.0802352216910815	0.0451355134	0.0667986702	0.0168140082	0.1279990436	-0.1122031112	-0.0032534969	0.1074460401	0.1165558888	0.0788683972	0.083107442	-0.0951916885	-0.0823268759	-0.1001560425	-0.0902345198	0.0150538329	0.1033883249	0.1266405156	-0.0081461314	0.0799032109	-0.1587829771	0.0357598423	-0.0310530189	0.0568465934	-0.0433771751	-0.0342850557	-0.1854922517	0.2145245143	-0.037464751	0.0142348692	-0.1464219598	0.012886107	-0.0246236225	-0.0036634909	0.0475895247	0.0315480652	0.0758905006	0.2148930437	0.0484649624	-0.0069482534	0.1649127989	0.0912390888	0.145873502	0.0142314028	0.0762516622	-0.0665588682	0.149928072	0.0327132175	0.0288885876	-0.0389118905	-0.0237921286	0.0004226991	-0.110693624	-0.1390634062	-0.1029885301	-0.0418843133	0.2144361383	-0.1224290547	0.061997482	-0.0686307098	0.2065348006	-0.0102478271	0.1318791178	-0.0628143547	0.1431940832	-0.0046950147	-0.0773907602	0.1220032563	-0.1094756379	-0.0260717127	0.0558192009	0.0115527753	-0.0395731496	-0.1058034934	0.0253549347	0.06360209	0.0365219285	-0.1321464858	-0.1568718181	0.0806611979	0.0580105622	-0.0931559177	-0.0979776747	0.1541558066	-0.0684328156	0.2052899432	0.0240140331	-0.0747037357	-0.048986229	0.0358037203	0.0351294316	-0.0017540537	0.1277634447	0.1237830955	0.1172407796	-0.0227813152911835	-0.0112898224417535	0.0001274600907663	0.0005189883263963	-0.0376630467973058	0.0784036992188816	0.001418505094056	0.0061471400512048	-0.0062258183139505	0.0113934680215806	0.0001298111135587	3.876081367832145e-05	-3.60000066166502e-05	1.900001006921378e-05	3.61000382630225e-10	1.2960004763988582e-09	0.0004389999096188	0.0001479996929848	1.927209206453146e-07	2.1903909123595067e-08	7.900056142048857e-09	-1.0102682891440667e-10	6.241088704752387e-17	1.0206420160500796e-20	0.0	0.0	0.0	0.0	0.0	0.0
891.471505607336	0.1095543170869177	0.0120021483923809	794721.4453098105	901.8336136933344	1.598764820463316	2.5560489511510998	813303.8667871783	843.49311771296	0.1404593685557529	711480.6396291294	0.0197288342150808	841.5074022591231	695.5726445342654	1.275128	18.744011	0.0864310133518	0.0522364193112293	0.0726771599	-0.1418695658	0.1183819026	-0.0025439535	-0.1283212971	0.0819276002	0.0535759506	-0.0608968466	0.1524619213	-0.0415650453	-0.1066751974	-0.0776060302	-0.0124885472	0.0721943382	0.053666006	0.0245805998	0.0435606291	0.1665952575	0.0349209195	-0.0563500765	-0.0228807325	-9.34093e-05	-0.0632610635	-0.0374580386	0.0700172492	-0.0997514899	0.0627729521	0.0267780629	-0.1457749257	-0.0580481681	0.2138514811	-0.0162801224	-0.0330964186	-0.1470934116	-0.0391191223	0.0417594089	0.0001213322	0.1910464137	-0.0845547288	-0.0966770847	0.024337124	0.0529490226	-0.0860054286	-0.0271840883	-0.0494039618	0.0807641451	-0.0146142721	-0.1837150013	0.0293303949	-0.0629975481	-0.0170096388	0.0198889276	-0.0319767629	-0.0326751325	0.0860203761	0.0538118226	-0.180236711	0.0179161605	-0.215642171	0.0015138859	-0.0703586458	0.1264969496	-0.0148111224	-0.0151661095	-0.1069613146	0.0140253039	0.128799277	0.1076623708	-0.098561343	0.1176711126	0.0324773984	-0.0430193258	-0.0917618058	0.0946658109	0.0580591902	0.1139551573	-0.0547687052	-0.094429055	-0.0470278667	0.0102315804	-0.0441495975	-0.0569725033	-0.0280270135	-0.0943374561	0.1696457331	-0.0391734864	-0.0698434514	0.0805566221	-0.0943318225	0.0650627437	0.0274359854	0.1272347401	0.1216944932	0.1126387502	-0.0114465210572234	0.0113347942339601	0.0001284775603262	0.0001310228443134	0.0076739798647338	0.0453370266620396	5.8889966964339794e-05	0.0020554459865544	0.0076300651848413	0.0138558834987918	0.000191985507532	5.821789472492731e-05	-0.0003020000556319	-0.0002660000490152	7.075602607611528e-08	9.120403360167069e-08	0.000490999781473	5.19998718542e-05	2.4108078540653376e-07	2.703986672853221e-09	7.415832686344663e-08	6.625827072139777e-08	5.4994574431857904e-15	4.390158438990038e-15	0.0	0.0	0.0	0.0	0.0	0.0
893.8540530230528	2.382547415716772	5.676532188138668	798975.0681057384	895.2741081092008	-6.559505584133603	43.027113508279925	801515.728650725	844.6121572736556	1.119039560695569	713369.6962144583	1.252249538401732	842.3082071208268	690.5348214079614	1.377215	20.244658	0.1265358077090201	0.0836310188674552	-0.0048078739	0.0284389957	0.1003407803	-0.1626938331	-0.0160171069	-0.0372016539	-0.2323147887	-0.0252507326	0.0969102457	-0.0401846482	-0.0611021793	-0.0293048655	0.1364047487	0.1200608716	-0.1041584983	-0.044198131	0.0324141384	-0.0334252078	-0.1126436985	-0.0671659223	-0.1197291571	0.0371858449	0.1482327929	-0.086153512	0.0189407684	0.080673916	0.0363625389	-0.0081484997	-0.0728102607	0.0534857688	0.0276772641	0.0874620891	0.017919684	-0.0006675606	0.0065042973	-0.0146027483	-0.0351234736	-0.0130114602	0.0181577292	0.0602138832	0.00480487	-0.1320825881	-0.1495109994	0.0245260055	0.1062305962	0.0248899132	-0.0396801369	0.0189048703	0.0776039556	-0.0166333967	0.1685313023	-0.0924264626	0.0014044775	0.0753512586	0.0487884029	-0.0524160753	0.0516348666	0.0033569334	-0.1061461123	-0.052444947	0.0697929846	0.0010792007	0.098964896	-0.0221345113	-0.0715157524	-0.0922075702	0.0257053533	0.0739623615	0.116262597	-0.0433109908	-0.0360712565	-0.1636081728	0.1082453389	0.142592556	-0.0155798549	-0.0005404772	0.0150553223	-0.0482255524	-0.071842882	-0.1236401704	0.3255627091	-0.0574062855	0.1564374434	0.22836211	0.0790854738	-0.0828876516	0.0664925112	0.0140929622	-0.0761856444	0.0618603546	-0.0843137909	0.1266188352	0.1192723348	0.1073422654	-0.0114162501788541	3.027087836930155e-05	9.163260772490483e-10	0.0001303307681461	-0.070414918661001	-0.0780888985257347	0.0049582607700353	0.0060978760729625	-0.0231322653327339	-0.0307623305175752	0.0009463209788725	0.000535101699424	-0.0004859999680169	-0.000183999912385	3.3855967757687695e-08	2.3619596891242786e-07	0.0006599998226404	0.0001690000411674	4.355997658853595e-07	2.8561013914582893e-08	1.603605212811756e-07	8.620219441772897e-08	2.571549678557037e-14	7.430818322431944e-15	0.0	0.0	0.0	0.0	0.0	0.0
894.3634830769737	0.5094300539209371	0.2595189798378888	799886.0398615762	904.9675901862466	9.693482077045816	93.96359477800844	818966.3392875025	844.2890277998097	-0.3231294738459382	712823.9624631478	0.1044126568679529	842.2422632650272	702.1252201931643	1.249758	18.371075	0.0285880881419354	0.0136006088233938	-0.0526429603	0.1390036259	0.0368404864	0.0555235082	-0.0107025586	-0.0524507364	0.046017184	0.0921281667	-0.0276060419	0.1384562427	-0.0877366672	-0.0328037099	-0.0123240565	-0.0434899172	-0.1094745247	-0.0268000331	-0.0048362635	-0.0476020655	0.036342896	0.0865300191	-0.1273124318	0.1551239213	0.0374829006	-0.0303107674	-0.1536245456	-0.0108810395	0.0069866412	-0.051514628	-0.0218575143	-0.1407304544	-0.0061317885	0.2039629409	0.1377045056	-0.132694437	-0.0988749055	-0.035107408	0.061601222	-0.0718536978	0.1105117236	-0.0074510559	-0.1064983614	0.036675507	0.0137224272	0.0963118603	0.0739879405	0.0060171297	-0.026764235	0.0873642848	0.0519625024	-0.0821837753	0.1864169164	0.0204209106	0.0662775508	0.0031367704	-0.0243501702	0.0545617302	-0.1222709132	-0.0317607971	-0.0779875937	-0.0603412983	-0.1614918538	-0.254090545	0.1064681303	0.130565815	-0.1375955252	-0.0814695895	-0.1948793353	-0.1000244684	0.0300308843	-0.0236124213	0.01837272	-0.0805351107	0.0436564541	0.1782648808	0.042385147	-0.086696994	-0.0671765534	-0.050373599	0.0418719758	-0.076229886	0.2975907558	-0.0894477686	0.0610743456	0.0791183407	-0.1063144945	-0.0107325513	0.02456136	-0.0272726779	0.0623800107	0.0389414192	-0.1438251496	0.1259161521	0.1165232592	0.1013839798	-0.0114559374908793	-3.968731202520087e-05	1.5750827357856534e-09	0.0001312385037949	-0.0798513530272799	-0.0094364343662789	0.0063762385802872	8.904629354908954e-05	-0.0175235121611052	0.0056087531716286	3.1458112140254984e-05	0.0003070734784604	-0.0003579857192897	0.0001280142487272	1.6387647877189425e-08	1.281537752153639e-07	0.0005680084444801	-9.199137816029998e-05	3.226335930007029e-07	8.462413655831318e-09	-4.989827843127236e-05	-5.005863895255353e-05	2.48983819040478e-09	2.5058673337821093e-09	0.0	0.0	0.0	0.0	0.0	0.0
890.8674225881792	-3.4960604887944555	12.222438941309727	793644.7646289056	902.1305538590548	-2.837036327191868	8.048775121806322	813839.536206045	844.4361403721844	0.1471125723746809	713072.3951666715	0.0216421089506957	842.0945708410189	692.4527638060068	1.162112	17.082697	0.1123194692350768	0.0851731865231637	0.057224706	0.036138604	0.0460111521	0.0439594441	-0.0360812534	0.1095962229	0.0341389257	0.0452934503	-0.0199473146	0.1260445993	-0.1257097927	-0.0179130744	-0.0807409256	-0.0596990288	-0.0615610299	-0.0074669626	-0.0788962439	0.0434513747	0.0249420301	0.1058180467	-0.1362625238	0.0755552011	-0.1635837139	-0.1046999144	-0.1342556876	0.1520774194	-0.0416165699	-0.0081291718	-0.0487828401	-0.041243295	-0.0060657903	0.0921075291	0.1325276861	-0.0803452134	0.1764692799	-0.0790348636	-0.1152069457	-0.0622510791	0.0043931692	-0.0550741737	-0.1110480265	0.0995951488	0.0516521116	0.0435880121	0.0693345805	-0.0471979571	-0.0183927783	-0.0471050647	0.0466064601	-0.1823237191	0.0775261387	0.067724274	-0.0413307617	-0.0205979098	0.1177712286	-0.0774567847	0.0211960634	-0.1587442738	0.0847349392	0.1515203936	0.0193073046	-0.1596034452	0.0231023615	-0.1833242363	0.0504018559	0.0065886194	-0.0942831641	-0.038146727	-0.0895610615	0.1016571391	0.0274341379	-0.0517040511	-0.0311810989	0.1231924431	0.0575821737	-0.1084559864	0.0365468408	-0.0499980346	0.0595254038	-0.0097888887	0.1760167399	0.0653600786	-0.1037686208	0.1198670225	0.0301303139	0.0142277761	-0.0725013363	-0.0221158138	0.1125815523	-0.1276417393	-0.1489522907	0.1251271724	0.1134548014	0.0948006283	-0.0115146750491845	-5.873755830520036e-05	3.4501007556568117e-09	0.0001325877414883	0.0030409789073644	0.0828923319346443	9.24755271503518e-06	0.0068711386935632	-0.0008546499066568	0.0166688622544484	0.0002778509688577	7.304264629484769e-07	-0.0003709998403348	-1.301412104509999e-05	1.6936734657651442e-10	1.376408815284471e-07	0.0003770000307432	-0.0001910084137369	1.4212902318037373e-07	3.6484214118286794e-08	6.993654030619219e-08	4.996821497157855e-05	4.891119669999645e-15	2.496822507445886e-09	0.0	0.0	0.0	0.0	0.0	0.0
