global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07
881.0204499324522	n/a	n/a	776197.0331991804	1053.156700263589	n/a	1109139.0353100912	n/a	879.8724962449231	n/a	n/a	774175.6096482723	900.7396948426876	712.39034180809	n/a	n/a	n/a	n/a	-0.2003291503	0.1063129561	-0.057184459	0.2111162432	-0.0971001361	-0.2134635502	0.2235805453	-0.1330914803	0.0629728462	-0.1338191699	0.1657731866	-0.0212439811	0.0242144808	-0.2294327643	0.0870541453	0.2772857267	-0.098297487	0.0792764003	-0.1029466109	0.0346605236	-0.0114826116	0.136708307	-0.101681557	-0.1074597324	0.1575336441	-0.1592037198	0.0706739694	-0.0900562265	0.0650055445	-0.1183887861	0.0631825297	-0.1495912567	0.0934099	-0.0499282101	0.0765915082	-0.0691581856	-0.0694187326	0.1314327391	-0.0099987781	0.0697012199	-0.0344738091	0.3791278235	-0.1381110716	0.0024083289	-0.1299753561	0.0226955418	-0.0868031655	0.077213607	-0.1265630925	0.1262476915	-0.0857865104	0.0961067135	-0.1282915766	0.0345586456	-0.0998958524	0.0549461266	0.3214671745	-0.1217098043	0.0869408698	-0.1655703758	0.083798166	0.1067191599	-0.1502237367	0.0514410979	-0.0435022174	0.1470866812	-0.1593299707	0.0344540364	-0.0053949022	0.0339966363	-0.178617593	0.0390611238	-0.2089414234	0.2306314324	-0.0084975492	-0.0906070374	0.0146048579	-0.0092025988	0.059772345	-0.1277152963	0.1290883846	0.1290552057	0.1289999139	-0.0767082685248681	n/a	n/a	0.0058841584600832	-0.0461467013466432	n/a	0.0021295180451762	n/a	0.1503134392170437	n/a	0.0225941300092558	n/a	-0.0068536595024254	n/a	4.697264857518598e-05	n/a	0.0015837514289043	n/a	2.5082685885564123e-06	n/a	-0.000506078949148	n/a	2.561159027707439e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
877.2986761989426	-3.721773733509508	13.851599723441302	769652.9672604172	1030.974388079455	-22.18231218413416	1062908.1888758063	492.0549738343869	878.0673222826017	-1.805173962321419	3.258653034243212	771002.2224605384	896.9382948348662	685.4859637147891	1.421704	21.314899	0.0763868669661056	0.054077631308705	-0.1089903525	0.2660929856	-0.0861681741	0.1434876708	-0.1704662024	-0.1443619037	0.0488533688	0.1476399236	-0.02748218	0.0579879301	0.1272907023	0.0143620039	-0.1291730872	-0.1200837958	0.1083855195	0.1925102253	-0.0336074399	0.073372909	0.174692109	-0.0826475531	0.0581520482	0.2430937768	0.0680858259	-0.1198009941	0.1544503843	0.10537815	-0.1516741556	-0.0820130329	-0.0616842616	-0.0101454983	0.0870896586	-0.0599819378	-0.0894389454	0.0278229555	0.0449622581	-0.102266954	-0.0218468428	-0.0589960489	-0.069472076	0.0860171819	-0.0420078594	0.2035696173	-0.1157535116	0.2122902881	-0.0560938928	0.0526272983	-0.0725804103	0.2384179803	0.0192506873	-0.0479568955	0.0985951878	0.1196034544	-0.2404278131	0.0843809412	-0.0664659165	-0.1707742918	0.3341997911	0.0073280293	0.1374499956	-0.1017309783	0.1232359788	0.1927889997	-0.1557537497	-0.0238135366	0.049660567	-0.0173971933	-0.174383867	-0.0024750848	0.0077507243	0.0267036761	-0.1658035693	0.0356403691	-0.1833255065	0.2016511815	-0.0017132011	0.0383563107	0.013840525	0.0414282938	-0.1038403639	0.1333388279	0.1289999139	0.1287014744	0.1282045865	-0.0659639422352711	0.0107443262895969	0.0001154405474173	0.0043512416752181	-0.0560191891762116	-0.0098724878295684	0.0031381495559601	9.746601594497617e-05	0.1473111475564934	-0.0030022916605502	0.0217005741944109	9.013755215009871e-06	-0.0058830728544434	0.0009705866479819	3.4610546210688816e-05	9.420384412409338e-07	0.0015837513300802	-9.882410016183452e-11	2.5082682755308025e-06	9.766202772796302e-21	-0.0005908474260697	-8.476847692169998e-05	3.491006808931896e-07	7.185694679624782e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
880.625433525684	3.326757326741358	11.067314311027308	775501.1541722988	1028.016591303766	-2.9577967756888484	1056818.1119958144	8.748561766275348	878.5105252297509	0.4432029471491887	0.1964288523617265	771780.7429394528	895.6055044564458	701.561093510061	1.485477	22.271006	0.2108470878558204	0.1102990890686018	-0.1332527338	0.1085865874	-0.0322757852	0.2777251196	-0.0779827477	-0.0045037716	0.138632473	0.0867598753	0.0441146582	0.0846067528	0.0087869336	-0.0240381606	-0.0908349096	-0.087703868	-0.0214732248	0.2164816216	0.0507185997	-0.0298043269	0.0077498497	0.0563196086	-0.0948417802	0.25702957	-0.0140913363	-0.030310261	0.0498552578	0.2436894713	-0.0381054329	0.1127997824	0.1914582842	0.0097461124	-0.1161302965	0.0674243493	0.2391670433	0.0323826916	-0.0240252748	0.0276992128	-0.0270345833	-0.0465844137	0.0642554106	-0.0324080022	-0.0777953707	0.1527563045	0.1200223542	0.154262537	-0.1026625784	0.0530114889	-0.1127136767	0.1927423593	-0.2759085704	-0.0564398268	0.2538264816	-0.0982516239	0.1099317515	0.1648950201	-0.0280093876	-0.0990313744	0.2530990887	-0.1453358694	0.0757781508	-0.1871331681	0.1893558955	0.0383163251	-0.0303293883	-0.0022174606	0.0134539968	0.0799628866	0.0542980126	0.1524950624	-0.133530846	-0.0752625581	0.1221299946	-0.0868400147	-9.60217e-05	-0.1902830537	0.0934385895	0.1708749508	-0.2508330846	0.016449079	-0.1766579023	-0.2179346548	0.1288230331	0.1279949812	0.1266188352	-0.0701057630875254	-0.0041418208522542	1.715467997216853e-05	0.0049148180180842	0.0318461070133508	0.0878652961895624	0.0010141745319057	0.0077203102744795	0.1199087324555563	-0.0274024151009371	0.0143781041190981	0.000750892353364	-0.0050799463176107	0.0008031265368327	2.580585458980651e-05	6.450122341648865e-07	0.0020952065305153	0.0005114552004351	4.389890405513962e-06	2.6158642205210856e-07	-7.667804907616864e-05	0.0005141693769935	5.8795232101273275e-09	2.6437014823791613e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
880.1608399920871	-0.4645935335969398	0.2158471514600908	774683.1042555763	1031.1498895418847	3.133298238118641	1063270.094702241	9.817557848997382	879.0631595636835	0.5526343339325877	0.3054047070411148	772752.0385020861	897.1287973424085	693.0291743979444	1.578531	23.666124	0.2869425516679543	0.1812137568587914	-0.132720078	0.0623882162	0.1799073153	0.1402148392	-0.0756487562	-0.111008817	0.004120165	0.0291882103	-0.0811750843	-0.0872687438	-0.0375915004	-0.0526146151	-0.0584450431	-0.1850297344	0.0939437916	0.0919283971	0.1866965768	0.0396601988	-0.0797983151	0.005832455	-0.1297561844	0.0454894057	-0.0144030171	0.2358482918	-0.0771503852	0.0579982107	0.1181281731	0.0570001528	0.0412102968	0.0278828948	-0.1165900247	0.1467038745	0.0454666239	-0.0916268857	0.0055416641	-0.0214175302	-0.0462554425	0.048975863	-0.0116029286	0.226320985	-0.0264325558	0.1102198359	0.0233527353	-0.020725385	-0.1484935111	-0.2020633688	0.0413480472	0.1160822127	-0.0682872995	-0.1223814339	0.1310066294	-0.0863938868	0.2526035348	-0.1314427359	0.1846001833	0.0577825216	0.1814494962	0.0098338914	-0.0891021403	-0.2058757658	0.060204436	-0.0632372112	0.102685807	-0.1551706136	-0.1705662915	-0.1337095243	0.1455344818	-0.1508146765	0.0218300971	-0.1182855654	0.2125176836	0.0251608581	0.1773981446	-0.0433846141	0.1434857534	0.0520468788	-0.0468182751	0.0395803412	-0.1009064968	0.185881468	0.1285578634	0.1269376627	0.1242524367	-0.0557208463377776	0.0143849167497478	0.0002069258298971	0.0031048127165982	-0.093298432357372	-0.1251445393707227	0.0087045974803431	0.0156611557343103	0.0882399456971114	-0.0316687867584449	0.0077862880166291	0.0010029120547518	-0.002903068563993	0.0021768777536177	8.427807087244378e-06	4.738796754195644e-06	0.0020949167629185	-2.8976759680002934e-07	4.388676243556927e-06	8.396526015526439e-14	6.104060549010537e-05	0.0001377186545662	3.725955518598682e-09	1.8966427815544706e-08	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
882.343485082634	2.1826450905468846	4.763939591288418	778530.0256677683	1040.3721438046905	9.22225426280579	1082374.1976047675	85.04997368783958	881.0662360791339	2.0030765154504024	4.012315526748926	776277.712358652	900.0415051521645	700.6688254022697	1.823607	27.340431	0.1285401649801154	0.0901807147510508	-0.1218686899	0.1742164082	0.0350643367	0.2104537425	0.1435395788	-0.0695951707	0.1658222617	-0.0036080408	-0.0689659688	-0.0970121029	0.1013812662	-0.2241637405	-0.1083733093	-0.0385882705	0.2181584458	0.0074271526	-0.0742133689	-0.0414413218	0.1159134154	0.1403452901	-0.0790342826	0.069985803	0.2861996514	0.0108365724	0.1709847641	-0.0449295564	0.0347718284	-0.1686098709	-0.00021623	0.1082852057	0.1083239064	0.1756155828	-0.1757551196	0.0143578214	-0.0968130473	0.0917029704	-0.2254224996	-0.0406353779	0.0816200309	0.0998888809	0.1788023488	0.109405379	-0.0921966741	0.1608623213	-0.0412771171	0.0316349611	-0.0054336406	-0.0549906406	0.0647649566	0.2498937741	-0.0505078876	-0.1870842491	-0.0800041788	0.0650138681	-0.1487580088	-0.2497858152	0.2032243861	-0.1976082039	-0.0214388642	-0.0775009068	0.1032803319	0.0736745261	0.1098646065	-0.2201891035	0.1128067503	0.1182247149	0.1234267689	0.0159871743	-0.037182344	-0.0234463436	-0.0034600126	-0.0220488893	0.2029966442	-0.1931224463	-0.2744479121	-0.2109197442	0.0835430307	-0.2886313468	0.2850313442	0.1217437042	0.1282045865	0.1255324169	0.1211199807	-0.0620236737856316	-0.006302827447854	3.9725633837421774e-05	0.0038469361098664	-0.0171750261318095	0.0761234062255624	0.0002949815226283	0.005794772975382	0.0885999456034056	0.0003599999062942	0.0078499503609264	1.2959993253183718e-07	-0.0037691270632178	-0.0008660584992248	1.4206318818680838e-05	7.500573240795133e-07	0.0020943032191496	-6.135437689001356e-07	4.386105973740378e-06	3.7643595635618315e-13	0.0001094471905045	4.840658501439463e-05	1.1978687509328317e-08	2.3431974727558147e-09	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
875.8084106201287	-6.535074462505236	42.707198230488096	767040.372112956	1031.939452564649	-8.43269124004155	1064899.0337594273	71.11028154987349	877.968279908035	-3.097956171098872	9.597332438049582	770828.3005246738	898.2499141125124	689.0639628850648	2.977399	44.638645	0.2614839137235825	0.1269158333795876	0.0288325553	0.2199464375	0.1074597659	-0.2434682053	-0.2482774609	-0.1573364239	-0.1645981833	0.2527354143	-0.0717007221	-0.1841666975	0.2198980792	0.0616254293	-0.2125802412	-0.1789283324	-0.1449448774	-0.0216203882	0.4369239625	0.1640109675	-0.2537566895	-0.1220312451	0.226210566	-0.183418534	0.2340902468	0.1513574545	-0.0889948325	-0.1279437441	-0.0566055781	-0.1776348884	0.0681555084	0.0671814111	0.1242928276	0.0455035586	-0.023907043	0.0727686179	0.0423194688	0.0475239277	0.0506659765	-0.1274633208	-0.2803916639	0.319626053	-0.1650013758	0.0714874932	0.0199540744	-0.3643598217	-0.2353781517	-0.0567190939	-0.0208903317	0.0871479432	0.4092694385	-0.0604810858	-0.0743303262	-0.0841554118	-0.0194716831	-0.1332306552	0.0032313707	0.0051681969	0.1817546354	0.4420897493	-0.1008369743	-0.0983105284	-0.0602970243	-0.0974136815	-0.213927487	0.0327931804	-0.1733359342	-0.0599870905	0.2396793588	-0.3221109388	0.0881393869	0.2400445144	0.3005575587	0.1727670067	-0.0322600026	-0.0356240412	-0.0270233601	-0.0349868294	0.1036545481	0.1575138849	0.0820513869	-0.0619545872	0.1277634447	0.1237830955	0.1172407796	-0.0455207920372515	0.0165028817483801	0.000272345106001	0.0020721425076986	0.0009576706044356	0.0181326967362451	9.171329866000474e-07	0.0003287946909286	0.2061403360670795	0.1175403904636738	0.0424938381538484	0.0138157433903529	-0.0024019843119298	0.001367142751288	5.769528634756875e-06	1.8690793023993224e-06	0.0014140362126835	-0.0006802670064661	1.9994984107802965e-06	4.62763200086349e-07	-2.930194724706792e-05	-0.0001387491377515	8.586041124699512e-10	1.9251323226803572e-08	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
872.4355133863504	-3.3728972337783034	11.376435749629332	761143.7250177048	997.1285167629436	-34.81093580170534	994265.278941868	1211.8012513904507	873.8536976189014	-4.1145822891336366	16.929787414052196	763620.2848422263	888.9693961899287	703.4212590053709	2.789959	41.828449	0.4332548395467908	0.2677232491229108	0.077716296	0.064631086	0.3210881872	-0.5167581694	-0.3022669638	0.8014932945	0.0453166488	0.1477833821	-0.2846363598	-0.1355693526	0.1835782315	0.4345984556	-0.1386533516	-0.3710232556	-0.1131969712	-0.5812790463	-0.2511708173	-0.0645257641	-0.1071232949	0.0184396197	0.1060793419	0.1525618761	-0.0421442505	-0.1009223712	0.0583878971	0.0093238908	0.0171462125	0.1019081558	-0.0800235855	-0.022309579	-0.1173440325	0.0313491762	0.0307390875	-0.0378135248	-0.0034645647	0.0994710407	0.6676249191	-0.3771511476	0.3860802783	0.0271662235	0.2193181608	-0.0580951995	-0.1069835797	-0.2497134401	0.0024269354	0.1041961722	0.0235505772	0.0915762023	-0.1116313741	0.0291192471	-0.0240474923	0.0133409399	0.0044695724	0.0042022835	-0.0200051742	-0.040559457	-0.0714342112	0.6785015215	0.1186821554	0.0633971008	0.0183202183	-0.1264522963	-0.0482160215	-0.050685254	-0.1239328917	0.1647054274	-0.1587165571	0.2740673181	-0.0454816828	-0.3493694571	-0.2380024053	-0.0841481653	0.1542242996	-0.1068054289	-0.085777213	0.0864024684	0.0353509538	-0.1222761788	0.0225850489	-0.0805416546	0.1272347401	0.1216944932	0.1126387502	-0.0155039803858585	0.030016811651393	0.0009010089817152	0.000240373407805	0.0871657838842026	0.0862081132797669	0.0075978738801475	0.0074318387952571	0.0786530572612207	-0.1274872788058588	0.0061863034165368	0.0162530062573227	0.0011284271251931	0.0035304114371229	1.273347776871564e-06	1.246380491536818e-05	0.0015540519599979	0.0001400157473144	2.415077494373315e-06	1.9604409496009937e-08	9.112358451107196e-05	0.0001204255317581	8.303507654146475e-09	1.4502308699230756e-08	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
885.9905307492963	13.555017362945932	183.7384957097657	784979.2205774199	1043.487678549384	46.359161786440495	1088866.5352843828	2149.1718815413647	882.2683828998086	8.414685280907179	70.80692837671593	778397.4994646432	901.369111719782	706.2026740206448	3.830166	57.423759	0.4637015741715125	0.2856927538531251	-0.0447673463	-0.096820662	-0.1838771903	0.0465800365	0.1845525747	0.3144155382	0.3939329637	-0.4294227564	0.3442104872	-0.0632673778	-0.076879918	-0.2392259658	0.0573500894	0.1588498849	-0.0398993638	-0.1185374316	-0.3756546461	-0.1464043989	-0.0393723468	0.2541671912	-0.0807174923	0.0620447198	0.2831567994	0.0970234435	-0.1264728107	-0.2731873438	-0.0158179835	0.0448229302	0.0100420326	0.013555468	0.0114512696	-0.1430996032	-0.0070434282	0.079174927	0.1316101806	-0.0463994841	-0.1801966505	0.0876658398	0.3646637468	-0.520019925	0.2825931214	0.1757417888	-0.0593135967	-0.09241477	-0.1521507487	-0.0205763435	0.0042566586	-0.0473794262	0.269147476	-0.0018720939	0.0134878334	-0.0979486462	-0.0348835959	-0.0407516991	0.0240214215	0.207900431	-0.1141726918	-0.2615011547	-0.1582018841	0.0522363111	-0.0226353083	0.163133117	0.1469186592	-0.1226448187	-0.2657568503	-0.0154920305	-0.0943005622	0.1635524383	0.2642662969	-0.2650830441	0.0403610046	0.222441355	-0.0148282133	-0.0908393535	-0.1345982742	0.1662050531	0.2471171894	0.178935312	0.0760606343	-0.0608478418	0.1266188352	0.1192723348	0.1073422654	-0.0220880303379829	-0.0065840499521244	4.334971377206932e-05	0.0004878810842116	-0.1650913463033987	-0.2522571301876013	0.0272551526242687	0.0636336597304844	-0.0245753628410625	-0.1032284201022832	0.0006039484587698	0.0106561067168134	0.001862196501849	0.0007337693766559	3.467775811498653e-06	5.384174981179881e-07	0.0008150645931339	-0.000738987366864	6.643302909805299e-07	5.461023283845882e-07	-0.0004687591505591	-0.0005598827350701	2.1973514123288897e-07	3.134686770296564e-07	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
881.275637611871	-4.7148931374252925	22.23021729734012	776646.7494482099	1034.7381210327148	-8.749557516669256	1070682.9791183132	76.55475673750348	878.8512898628286	-3.4170930369799635	11.67652482337695	772379.5896935576	897.5237675500993	708.0396277860085	2.083968	31.243891	0.2042974355500469	0.1538152457987184	-0.0101006455	-0.1250604602	-0.0126830053	-0.1571270909	-0.0206299429	-0.0872953902	-0.0066192539	-0.0116890983	-0.1225423017	-0.0085031769	0.0045689252	0.0680052435	0.1216047097	0.0067059048	0.0224740463	0.0250345945	0.0439214752	0.1318486182	0.0257780463	-0.1470539142	0.0356438244	-0.1114596108	0.0211130027	0.1413384191	-0.0312481513	0.1834275096	-0.11999188	0.2015436647	-0.1069979382	0.0072398383	-0.0239774835	-0.163593797	-0.1066421919	0.1337953313	0.2190920513	-0.073913988	0.0515576504	0.0707217971	-0.0527850467	0.0669779612	-0.0989866653	-0.0714733775	-0.0980681794	0.0190701775	0.1967447994	-0.0142138068	0.0283390854	0.0064097673	0.0365754945	-0.3661098018	-0.0485364634	-0.1340548733	0.0308208754	0.1095585664	0.0312696267	0.1903561057	-0.1441501455	0.077664733	-0.0252102072	0.0731035302	-0.030796424	0.0820827583	0.1149949087	-0.0297732467	-0.1566815187	0.1197132528	-0.1409923004	-0.1661449974	0.0843438125	0.1147680526	-0.0396122984	-0.0077949361	-0.0458100537	0.1004374067	-0.0581360884	-0.1078424537	-0.0693866993	0.0818169014	-0.041115617	0.2310826712	0.1259161521	0.1165232592	0.1013839798	-0.0074762995878643	0.0146117307501185	0.0002135026755139	5.589505552749991e-05	-0.0145199153283073	0.1505714309750914	0.0002108279411412	0.0226717558258867	-0.0389567680312694	-0.0143814051902068	0.0015176297754421	0.0002068248152449	0.0014511708568138	-0.0004110256450352	2.105896855665698e-06	1.6894208087660234e-07	0.0007321605098722	-8.290408326169991e-05	5.360590122163199e-07	6.87308702146287e-09	-0.0004680315061634	7.276443957000031e-07	2.1905349076158074e-07	5.294663665936227e-13	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
872.7592496177941	-8.516387994076922	72.52886446565753	761708.7077934151	1035.2845732263252	0.546452193610321	1071814.1475604142	0.2986099999015318	876.5481263217547	-2.3031635410739	5.304562296932066	768336.6177581789	896.6700345936243	693.1545445538949	1.793136	26.883583	0.1244118571601663	0.0614131005833929	0.143922235	-0.1103325273	-0.0908480059	0.0382637362	0.171724992	-0.028481689	-0.1410033375	-0.22973792	0.1212903655	-0.0498253156	0.2055695906	0.2411244003	0.1554045959	0.1285424815	0.2053615975	0.1521867499	-0.1950053063	0.081359129	-0.1193608214	-0.0758397584	-0.2219673714	-0.1639958482	-0.0356570328	0.1016565041	-0.0819438008	0.0501519033	0.0069831586	0.0596993942	-0.1397899082	-0.0336092262	-0.1117827034	-0.0685662241	0.0752043788	-0.0050998567	-0.0410848486	0.0442562247	0.1200323343	0.230456015	-0.1817362601	-0.114768042	0.1523003091	0.1249067916	-0.1129611551	0.0503543069	0.2165752293	-0.123533149	0.0418322153	-0.1472990605	-0.0995657454	-0.2065423677	-0.0186323583	-0.0998943163	0.0499076756	0.0274749182	0.0939110853	0.0146901877	-0.1516079666	-0.1166775224	-0.1322092845	0.0570878078	-0.0302984136	0.0241911404	0.0086512762	-0.0213330369	0.0639122791	0.1931478943	-0.2550734713	-0.1835791538	0.1752477583	0.1119497984	0.0859669424	-0.2993903005	0.0216924264	-0.1386699272	-0.0837344843	0.0161117165	-0.0418859057	-0.0117187039	-0.1589435425	-0.1496453905	0.1251271724	0.1134548014	0.0948006283	-0.028047615227237	-0.0205713156393727	0.0004231790271346	0.0007866687199351	0.0202694746329399	0.0347893899612472	0.0004108516018953	0.0012103016538757	0.006376218349132	0.0453329863804014	4.06561604358076e-05	0.0020550796541656	0.0015887510621785	0.0001375802053647	2.524129937573312e-06	1.8928312908193043e-08	0.0010681260538432	0.000335965543971	1.1408932668986468e-06	1.1287284673572995e-07	-0.0004688490604106	-8.175542472000177e-07	2.1981944144790245e-07	6.683949471147876e-13	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
