global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16
970.3236301627842	n/a	n/a	941527.9472522836	904.6427198607346	n/a	818378.4505970275	n/a	897.6604362575487	n/a	805794.2588220926	n/a	906.532288939402	721.5475624976024	n/a	n/a	n/a	n/a	-0.0041573282	-0.0417333924	0.0419435465	-0.0208463676	0.0385784596	-0.0530647835	0.0343460233	-0.032452416	-0.0797978802	-0.1198416113	0.0158176376	-0.0540900077	0.0327304679	-0.071607725	0.0246904023	-0.0508218395	0.0447405316	-0.1673948508	0.0117012428	-0.0270900279	0.0562745748	-0.0168416714	0.0512480714	-0.043478409	0.1091888786	-0.0659787756	0.0054168368	-0.0520258375	0.0148992043	-0.0480168956	0.1194260764	-0.1136538942	0.0679483144	-0.0597409203	0.0053025843	-0.0172067654	-0.0144471497	0.0185223477	-0.034001063	0.0833387294	-0.0232992888	-0.0030396141	0.0074690704	-0.0334860584	0.0357812253	-0.0245978011	0.0408458014	-0.0522255372	0.0994102598	-0.0422091163	0.0017538387	-0.0909040343	-0.007997402	0.0506409845	0.0242396117	0.0176340475	-0.0687497516	0.0761257599	-0.140536155	0.0440834352	0.1290883846	0.1290552057	0.1289999139	0.0187485609295805	n/a	0.0003515085369301	n/a	0.0648873985459062	n/a	0.0042103744900552	n/a	-0.0199700000367784	n/a	0.0003988009014689	n/a	-0.0012930018556109	n/a	n/a	1.6718537986132308e-06	-0.0009419999762281	n/a	8.873639552137409e-07	n/a	-1.109003847921011e-06	n/a	n/a	1.2298895347036092e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
966.8026549178956	-3.520975244888632	12.397266675118562	934707.3735562916	898.1672632940885	-6.47545656664613	806704.4328531924	41.93153774652049	897.5114599644453	-0.1489762931033738	805526.8207675101	0.0221939359068223	905.8529776420628	706.4785601950027	0.790294	18.522734	0.0725062381678932	0.0385621318423203	-0.0307204781	-0.0692134442	0.0765645793	0.021744342	0.043122937	0.0329482021	-0.0100505572	-0.0714109501	-0.0712642297	-0.1169974076	-0.0075037663	-0.0674200882	-0.1166660093	-0.0585230635	0.0443236704	-0.0518787449	-0.0133196472	-0.0814322742	0.0263302781	-0.0300746705	0.0720271928	0.1142904241	-0.1781186588	-0.0658519225	0.0942680406	-0.0457816395	-0.1103898747	-0.0185545213	-0.0012458835	0.0014795867	0.0381484023	-0.0992319983	0.0366351227	0.0070624989	0.0545781413	-0.0174567511	-0.0071143532	0.024716607	-0.02245234	0.1105481384	-0.0184409758	-0.0242312382	0.0356050017	0.0170748153	0.1281535486	0.005445417	-0.0939238642	0.0035533428	0.0298578338	-0.1429243453	0.0468410212	-0.0903614834	-0.0566084991	0.0492908802	0.048127149	0.019698221	-0.1401651481	0.044759546	0.0463048012	0.0073772272	0.1289999139	0.1287014744	0.1282045865	0.0295131950114182	0.0107646340818376	0.000871028679782	0.0001158773469158	0.0924921248430337	0.0276047262971275	0.0085547931579793	0.0007620209139393	-0.019780605142941	0.0001893948938374	0.0003912723398209	3.5870425811680925e-08	-0.0015790037695314	-0.0002860019139204	8.179709476618909e-08	2.4932529041943705e-06	-0.0013340035434981	-0.00039200356727	1.7795654540654874e-06	1.536667967524055e-07	-2.053180559232945e-06	-9.44176711311934e-07	8.914696621838191e-13	4.215550408812109e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
970.0536633247168	3.2510084068212564	10.569055661222484	941004.109729703	894.806055003199	-3.361208290889408	800677.8760703881	11.297721174743696	902.015385507167	4.503925542721731	813631.7556916431	20.28534529438124	909.0884444805034	698.743463972085	0.901981	21.140436	0.1422379631279294	0.122862587102604	-0.0260345511	-0.0710423172	0.0091229503	0.0354218962	-0.0028171932	-0.0741058329	-0.0928444285	0.0555432932	-0.062658041	-0.0102793081	0.0445699804	0.1203587809	-0.0554421572	-0.0191839722	-0.0083672719	0.0638678022	0.0425975775	0.0512066602	0.0350804433	-0.0498386071	0.0808550749	0.0475605008	-0.0409374102	0.0024792231	0.0369930833	0.1171114876	-0.0124190694	0.0194487059	0.0627302935	-0.0031046529	0.0760284981	0.1097268381	-0.0133728949	-0.0717323416	-0.0091744552	-0.0469527779	-0.0139549927	-0.0037030715	0.0302262774	0.1036215237	0.1295742957	0.0332697686	0.0502215439	0.0219826049	0.1116640831	-0.01052649	-0.0089996415	-0.0113206421	0.0867397987	-0.0820674626	-0.0584710565	-0.0031886576	-0.0383336654	0.0042801793	0.0720265846	0.0030182762	-0.0876601831	-0.040364906	-0.1915362908	-0.0506983732	0.1288230331	0.1279949812	0.1266188352	0.0310543238039997	0.0015411287925814	0.0009643710269236	2.375077955323711e-06	0.2146752185236948	0.1221830936806611	0.0460854494481961	0.0149287083813772	-0.0294381250469655	-0.0096575199040245	0.0008666032062807	9.32676906966294e-05	-0.001587998809447	-8.995039915600045e-06	8.091074308323805e-11	2.521740218805089e-06	-0.0011660015509264	0.0001680019925717	1.3595596167627702e-06	2.8224669508061562e-08	-1.9257980332865405e-06	1.273825259464046e-07	1.622630791648644e-14	3.708698065010307e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
975.2740020863174	5.220338761600601	27.2519367858697	951159.3791454624	898.5989308412047	3.792875838005671	807480.0385089562	14.385907122527218	903.2466781440822	1.2312926369152135	815854.5615783193	1.5160815577216205	909.4202522870198	718.1937295769302	0.991788	23.245306	0.3350190274926352	0.2832586038447177	0.0219232364	0.0026081823	0.0840065352	-0.015085593	-0.0992405592	0.0017399916	-0.1169498501	-0.0363447141	-0.1645702891	0.0278397205	0.0757919776	0.1248602556	-0.0630546347	-0.1248007228	-0.058047148	0.0312198172	-0.0158965341	-0.0763610027	0.0147846044	-0.0823268396	0.0636953814	-0.1574246705	-0.0324081898	0.0388243012	0.0109873658	0.1691101673	-0.0681853798	-0.0421843143	-0.0150764127	-0.0098872436	0.1052797233	0.0629536915	0.0596864596	-0.004419518	-0.1368988169	-0.0266725481	-0.0211747767	0.075522145	-0.0781249969	0.108093989	-0.0946708626	-0.0539612795	-0.072564418	-0.0683893802	-0.074534749	-0.0354093678	-0.0541975683	-0.0826544008	0.0784789698	-0.1519781306	-0.0361052369	-0.1607672962	0.0408102912	-0.0647692111	0.1204242811	-0.1316503307	0.0155635983	0.0363921685	-0.0173022673	0.0257163544	0.1285578634	0.1269376627	0.1242524367	0.021070341500291	-0.0099839823037087	0.0004439592909388	9.967990264076846e-05	-0.0654352769234805	-0.2801104954471753	0.0042817754660525	0.078461889659662	-0.01943415028488	0.0100039747620855	0.0003776861972953	0.0001000795110404	-0.0020500812365582	-0.0004620824271112	2.135201694449776e-07	4.202833076487999e-06	-0.0010753494676811	9.065208324530008e-05	1.156376477642025e-06	8.217800196712814e-09	-0.0001476027872701	-0.0001456769892368	2.1221785193102668e-08	2.17865828099024e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
977.138204997198	1.8642029108806355	3.4752524929358346	954799.0716651464	907.0866151568532	8.487684315648494	822806.1273967171	72.04078504210544	900.5412374913008	-2.7054406527814763	810974.5204223633	7.31940912572266	907.6282173920392	740.8096967834822	0.909146	21.308357	0.1497617511737193	0.1252804110391164	0.0490671826	0.0736096603	0.1461237527	-0.0683637473	-0.1091234995	0.1419474833	-0.1700956214	0.055094965	-0.0167229889	-0.0352301688	0.0036411225	0.007125103	-0.1036183231	-0.1912258595	-0.0105079906	0.1178398491	-0.0639153927	-0.0587328832	-0.0704565735	-0.1138018135	0.1456743316	-0.0346526048	0.0415182053	-0.0198034651	0.0524280298	0.0569917433	-0.1886113037	-0.1111188976	0.0220561036	0.0016957657	-0.0148214622	0.0421623313	0.1464977462	-0.0377244611	-0.0194645158	-0.1624201096	-0.0182951045	0.0374194209	-0.0714500239	0.1229826489	-0.0684520206	-0.045454114	0.0394593467	0.1281999399	0.0816654169	-0.0211461703	-0.0230607557	0.0847421974	0.0606037827	-0.1297096305	0.0798666935	-0.1615475087	0.0553777754	0.0115450561	0.1253722803	-0.0524736858	-0.0811986062	0.043285168	0.1176880618	-0.0452215426	0.1282045865	0.1255324169	0.1211199807	0.0216689512988637	0.0005986097985727	0.0004695434503925	3.5833369094724965e-07	0.0584233527637394	0.1238586296872199	0.0034132881481563	0.0153409601479958	-0.0352125473534101	-0.01577839706853	0.0012399234911161	0.0002489578140521	-0.0020360477272603	1.403350929789996e-05	1.9693938321424467e-10	4.145490347681834e-06	-0.0011759325487281	-0.000100583081047	1.3828173591581653e-06	1.0116956192907384e-08	-7.169708522706815e-05	7.590570204303186e-05	5.761675602645531e-09	5.1404720300574745e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
978.0085990484072	0.8703940512091322	0.7575858043802454	956500.819812628	914.1831591814414	7.096544024588184	835730.8485309606	50.360937092918256	902.901328426668	2.360090935367225	815230.8088746418	5.570029223202544	910.709220036934	755.1894354920992	1.033966	24.233877	0.1927771382443593	0.1396796835950832	0.0927785954	0.0733919859	0.1606817066	-0.0907989676	-0.1472221318	-0.0600385159	0.0120395242	0.0834794107	0.1046571519	0.0450782416	-0.0064249317	0.0197521645	0.1104798177	0.0115582677	-0.0758950772	-0.0878834442	-0.074603802	-0.0809266897	-0.004089665	-0.1163853155	0.0830149723	-0.1297359209	-0.1485287959	0.0295570138	-0.0415756351	0.0380178087	0.1015500067	-0.0389143161	-0.0815119174	0.0230233884	-0.004734112	-0.0422401914	0.0979836892	-0.080336345	-0.1064405754	-0.0285646735	-0.0366797173	0.0046584054	-0.0050078759	0.1272186782	0.1262145464	-0.0446910455	-0.0962152845	0.0068565403	-0.0345913242	0.1130963425	-0.1270429999	-0.0024544813	0.1070775647	-0.0471432481	0.1142100229	-0.0343559182	0.1073370478	-0.0290954891	0.0735447109	-0.0263039272	-0.0004132087	0.030146768	-0.0011814968	0.0009154536	0.1277634447	0.1237830955	0.1172407796	0.0286073945108569	0.0069384432119932	0.0008183830206998	4.814199420605451e-05	0.1908514169189743	0.1324280641552349	0.0364242633399801	0.017537192175903	-0.058033056796205	-0.0228205094427949	0.0033678356811115	0.0005207756512286	-0.0015270024726878	0.0005090452545725	2.591270712027814e-07	2.331736551594656e-06	-0.0011429997863166	3.293276241150009e-05	1.3064485115197932e-06	1.084566840052313e-09	-1.872673524340126e-06	6.982441170272802e-05	4.875448469632062e-09	3.5069061287644685e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
975.2052484092156	-2.8033506391915357	7.85877480625559	951025.27652488	906.5595995585124	-7.623559622928951	821850.3075516905	58.118661324352615	903.2538076817304	0.3524792550624624	815867.4410915445	0.1242416252493884	910.2055476503576	748.8861231367353	0.93498	21.913866	0.2231413013719703	0.1468669985979888	0.0738873365	0.0503143557	0.1178340835	-0.0851078307	0.0144834172	0.1189090298	-0.0324162355	0.04538724	0.0355340421	0.0412554905	-0.0102424811	-0.0219641655	-0.0523613196	-0.0348125355	0.0532247274	0.054681221	0.1148232439	-0.0110319707	-0.0626440051	-0.0910671855	0.0246726616	-0.1164240191	-0.0570917668	0.0402386249	-0.0163469904	-0.015573104	-0.092894383	-0.0173558506	0.0699463024	-0.0562333273	0.055107234	-0.0134627569	0.0166092818	-0.0502698865	-0.1391186152	-0.0291277845	-0.0462081794	0.0294831729	-0.0430058969	0.0798671325	-0.0699563655	-0.0096183305	-0.0067760709	0.0846924113	0.0414741657	0.0561973885	-0.1176689267	-0.0465298881	0.0339889034	-0.033382582	0.0693749377	-0.0787828243	0.0189814261	-0.0464303726	0.0680523834	0.0734763996	-0.0514774915	0.0662249853	0.0620375894	0.1247706033	0.1272347401	0.1216944932	0.1126387502	-0.0031725307622849	-0.0317799252731418	1.0064951437644008e-05	0.0010099636503664	0.0524196036433721	-0.1384318132756022	0.0027478148461282	0.0191633669267712	-0.0872237576821106	-0.0291907008859056	0.0076079839041875	0.0008520970182104	-0.0011870022774753	0.0003400001952125	1.1560013274453815e-07	1.4089744067315492e-06	-0.0010089965538524	0.0001340032324641	1.0180740456860192e-06	1.7956866310854415e-08	-1.09886245462632e-06	7.73811069713806e-07	5.987835716116248e-13	1.2074986941873813e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
974.237545762604	-0.9677026466116558	0.9364484122592032	949138.795573542	905.4233065638048	-1.1362929947076736	819791.3640689336	1.2911617698217333	903.6364272545125	0.382619572782005	816558.7926612998	0.146397737475884	911.8674263592854	734.9140498335933	0.924945	21.678652	0.236533510706741	0.1475041160688609	0.0597572659	0.027594456	-0.0214690906	-0.0430701099	-0.027716675	-0.051616268	0.0335211507	-0.0613856102	-0.1616507551	0.0358491691	0.0285499331	-0.0064208543	0.0719065783	-0.0568601978	0.003853968	0.0455528616	0.0545521045	0.1110692902	-0.1270167862	-0.039057294	0.0503865627	-0.0187608325	0.1180586644	0.0314470659	-0.014669642	-0.011855934	0.0465304356	-0.0903060766	0.0340424279	0.0200136016	-0.049423177	0.1018718011	0.0236191587	-0.1331881844	-0.0591112667	-0.0725416446	-0.0427390181	-0.0327936261	-0.0661802912	-0.0111938375	0.0473846193	0.0911178147	-0.0200095385	0.0750049184	0.0299277592	0.0145767359	-0.0163289852	0.0434524471	0.0058272509	-0.0796519328	0.0643154404	0.0008156474	-0.0456272804	-0.043067025	0.1075052443	0.0274127898	0.0084469121	0.0337244921	-0.0656946823	0.0083429392	0.1266188352	0.1192723348	0.1073422654	-0.0032144737684092	-4.194300612429987e-05	1.0332841607790842e-05	1.759215762743056e-09	0.1615288901484319	0.1091092865050597	0.0260915823525841	0.0119048364016432	-0.079750590003897	0.0074731676782135	0.0063601566059696	5.584823514669644e-05	0.0005249994555925	0.0017120017330678	2.93094993402715e-06	2.756244283724214e-07	-0.0003239999311379	0.0006849966227145	1.0497595537736397e-07	4.69220373130271e-07	8.505210994036929e-08	1.1839145645666893e-06	1.4016536961931336e-12	7.233861405308665e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
974.206893146542	-0.0306526160619569	0.0009395828714417	949079.070654238	899.6867621410852	-5.736544422719589	809436.2699719096	32.90794191383523	898.472077029875	-5.164350224637474	807252.0732023777	26.670513242713124	906.7550495315425	734.9654493331909	0.935379	21.923203	0.2858995915492778	0.1958946587363057	0.0334553409	0.1331003305	-0.0031675247	0.0050081788	-0.124332139	0.010856336	-0.0424479652	-0.0183875331	0.034025214	-0.1246213056	0.0557650359	0.0572144505	-0.0066737302	-0.0340683109	-0.0934875812	-0.0474941068	-0.1529066695	-0.045256754	0.0109389207	-0.0451810979	-0.1903990828	-0.0117772666	-0.023257067	-0.0658200069	0.1036263206	0.1022665491	0.0055977934	-0.0547342762	-0.1195495087	0.0816460119	-0.0383130175	-0.0072899611	0.0098778365	0.203614557	-0.0874514856	0.0624550154	0.0014049737	-0.0437848418	-0.0178730229	-0.0345746776	-0.0813827891	-0.0803140049	-0.0427176426	0.0137164524	-0.1666566621	0.0087985846	0.0750816942	-0.0326879748	-0.2141594323	0.0683312666	0.0646533695	-0.0205271466	0.0234252448	0.0717309256	0.0709829818	-0.0753796717	-0.0161603477	-0.0744238966	0.010643222	0.0089559825	0.1259161521	0.1165232592	0.1013839798	0.0032377508724721	0.0064522246408813	1.0483030712193843e-05	4.163120281639582e-05	-0.0216661604869443	-0.1831950506353762	0.000469422510246	0.033560426577298	-0.0178029748275463	0.0619476151763507	0.0003169459127102	0.0038375070260372	0.0003510037918955	-0.000173995663697	3.027449098535952e-08	1.232036619250195e-07	0.0001329900266875	0.0004569899578254	1.7686347198341958e-08	2.088398215532609e-07	-5.502334830105276e-05	-5.510840041099313e-05	3.0369357958583476e-09	3.027568858258965e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
973.8509542914378	-0.3559388551042275	0.1266924685729082	948385.681174344	905.1903800087414	5.503617867656203	819369.6240603697	30.28980963318461	902.4672841039196	3.995207074044629	814447.1988779048	15.961679564496244	911.4380753519828	741.3898770909914	0.939337	22.01598	0.2838783269392982	0.2330034952348621	0.0508822348	0.1033103295	-0.0095899562	-0.0315646474	-0.0520082707	-0.0018198565	0.0578017151	0.0696389538	0.0212521243	0.0083818546	0.0307980077	0.0877361027	-0.0580145071	-0.0211406976	-0.0501192039	0.0072482665	0.0631565397	-0.0618874886	0.1062346115	0.0932780736	-0.020332108	0.1876809499	0.0709498172	0.0089485331	-0.0074742903	0.0834825234	-0.0449772243	0.0169589535	0.04368524	0.0794963882	0.0975404634	-0.0418521713	-0.0480125312	0.0240083666	0.1548641308	0.0763330171	0.0011810043	-0.0903546923	0.1037133321	0.0289942424	0.064230491	0.0221490797	0.0533401686	0.0751024931	-0.0922320209	-0.0218437306	0.177322923	-0.0095411186	-0.0948632714	0.1194745466	0.0526372678	0.0110243834	-0.0929803166	-0.0310525794	-0.0233130228	0.0816898879	-0.0628101501	0.1022546611	0.0114169654	-0.0195704374	0.1251271724	0.1134548014	0.0948006283	-0.0009816021189976	-0.0042193529914697	9.635427200205786e-07	1.7802939666624303e-05	0.2098937914380911	0.2315599519250354	0.0440554036842568	0.0536200113355247	-0.0150484049157455	0.0027545699118008	0.0002264544905082	7.587655398998276e-06	0.0003849207547812	3.391696288570004e-05	1.1503603713899541e-09	1.4816398746132872e-07	-0.0003820793363993	-0.0005150693630867	1.4598461930332945e-07	2.6529644879064173e-07	-0.0004129260645484	-0.0003579027162473	1.2809435429722918e-07	1.7050793478342938e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
