global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02
865.3731709913815	n/a	748870.7250716788	n/a	874.706560308283	n/a	n/a	765111.5666463479	805.027938475494	n/a	n/a	648069.9817261038	817.3885116155635	662.7367392819503	n/a	n/a	n/a	n/a	0.0557958948	-0.0294843173	0.0261233149	-0.0595814055	-0.0093497948	0.0010835218	-0.0103058712	0.029731494	-0.0590318682	0.1558375441	-0.0698035332	0.1143049465	-0.0682323052	0.0171759959	-0.0144015422	0.1087686151	-0.1489393632	0.116908973	-0.027536887	0.015784986	-0.0691194862	0.0465107325	-0.0620975992	0.2116324891	-0.0138313107	0.0767072833	-0.2269774399	0.0333677684	-0.0296363246	0.1507589018	-0.0046372362	0.009795454	-0.0274906336	0.0436063196	-0.044274433	0.1885754215	-0.0633095277	0.0219862855	0.2019352039	-0.0293288611	0.0050296961	-0.0247660991	0.0801504239	-0.0565412723	0.0556656187	-0.0137303034	0.1871334052	-0.184060281	0.0240171467	0.03174659	-0.0962430508	0.1513284487	-0.0347951895	0.0959490105	-0.0751536865	0.1375384916	-0.0686428084	0.0132148046	-0.0043705904	0.0433772544	-0.0982880693	0.0511148963	-0.1452394431	0.0188295157	-0.0049939779	-0.2081316631	-0.1994460344	0.0020279132	-0.058371317	0.1999004667	-0.2294479809	0.0459418803	-0.0685576154	0.1290883846	0.1290552057	0.1289999139	0.0376827956291805	n/a	0.0014199930864305	n/a	0.0589052484907028	n/a	0.0034698282997514	n/a	0.0878535766493371	n/a	n/a	0.0077182509300809	-0.0011490023143343	n/a	n/a	1.3202063183455775e-06	-4.1477366652387104e-08	n/a	1.7203719444165538e-15	n/a	7.200002630450817e-05	n/a	n/a	5.184003787849869e-09	0.0	0.0	0.0
867.5604760881266	2.187305096745149	752661.1796702569	4.784303586247306	869.152825384429	-5.553734923853995	30.84397160443553	755426.6338737357	806.000142504402	0.9722040289079814	0.9451806738249112	649636.2297171163	817.9603270009078	655.5309225279709	1.210178	19.766436	0.0951669829341689	0.0422260485324912	-0.0969986112	0.0561340136	-0.1120556819	-0.1013470586	0.0874269386	-0.1117166966	-0.0130010259	0.0229500673	0.0904061427	0.0861354926	0.076633466	0.163974104	-0.0345444754	0.0515411218	0.0223300775	-0.0350099679	-0.091648793	-0.0888564546	-0.0764784901	-0.0735464762	-0.1425350622	0.0346469444	0.0109425563	-0.0366650915	-0.1193598337	0.0619512352	-0.0615947261	-0.111254478	-0.0372623691	-0.0104553191	0.2016537992	-0.135967822	0.117780764	0.0310206421	-0.0009029767	0.1019886005	0.0583875214	-0.0474224666	0.0798989044	0.1382940607	-0.0929643715	0.2025904556	-0.0207441507	-0.07425586	-0.1368517985	-0.0343322215	-0.0064286698	0.0513791594	0.1629217676	0.1038437322	-0.1238743457	0.0631694642	-0.1709137261	-0.0170176501	-0.1381214573	0.1225780465	-0.0644523594	-0.122392769	-0.0241298122	0.0961845063	0.0238549198	-0.0842231753	-0.0720530714	0.0719534815	-0.1403218758	-0.1351564407	-0.1422083838	0.0325711692	-0.0091066709	-0.0203394911	-0.1253713894	0.0240518846	-0.1279368335	0.1289999139	0.1287014744	0.1282045865	0.0507285115960769	0.0130457159668964	0.0025733818887533	0.0001701907050889	0.0406920265411514	-0.0182132219495513	0.0016558410240257	0.0003317214537836	0.062137563105054	-0.0257160135442831	0.0006613133526097	0.0038610767486345	-0.0014099981689875	-0.0002609958546531	6.811883614615428e-08	1.9880948365481027e-06	8.036529886013e-07	8.451303552536871e-07	6.458581260878011e-13	7.142453173712233e-13	-0.0004299996181558	-0.0005019996444603	2.5200364303827584e-07	1.8489967161413385e-07	0.0	0.0	0.0
865.59115585197	-1.969320236156591	749248.0490891495	3.878222192535851	870.9070002237955	1.7541748393665555	3.0771293670666817	758479.0030388102	804.6870365601922	-1.3131059442098376	1.7242472207192092	647521.226808024	817.265976436889	664.8966119412718	0.934217	15.259032	0.0492841790882688	0.0313264753370014	-0.0784574257	0.0365268377	-0.1010961954	-0.1007841666	0.1274221535	-0.0891153875	0.076973511	-0.0652363283	-0.0047147903	0.0108992409	0.1254873587	0.143191369	-0.0667078271	0.0059752455	0.1682055503	-0.0249652263	-0.1981442229	0.0485306513	0.0143256901	-0.0190719615	-0.0584234001	0.0931074	-0.0780001111	-0.0630756208	-0.081079424	0.0037794202	0.1612753667	0.0773988617	0.0527915038	-0.1800507641	0.0573676263	-0.0514117622	0.1667309706	-0.0275251231	0.0259446977	0.0491961848	0.1485051688	0.0530713189	0.1801327268	0.1559512286	-0.0545650167	-0.0049756161	-0.0206321788	0.0516714542	-0.0475575696	-0.0949038414	-0.0610735472	-0.0276508236	0.0317590935	0.0754393621	-0.1659238148	0.0256065449	-0.1532835338	-0.0230746577	-0.1140193042	0.1169783848	-0.0488917627	-0.1110399882	-0.0728263079	0.1285514952	-0.1095998181	-0.0918614142	-0.0278263743	0.058170914	-0.0833889711	-0.0523484412	-0.1553549736	-0.0568295833	-0.0473430598	0.0865431924	0.0586433318	0.0023336851	0.0245828924	0.1288230331	0.1279949812	0.1266188352	0.0520038312810982	0.0012753196850213	0.0027043984679129	1.6264402990028293e-06	0.0296156369504814	-0.01107638959067	0.0008770859519827	0.0001226864063643	0.0622808121015765	0.0001432489965225	2.0520275004703792e-08	0.0038788995560318	-0.0014559932164225	-4.5995047435e-05	2.1155443885479004e-09	2.1199162462683367e-06	-0.0001390873288469	-0.0001398909818355	1.93452850457657e-08	1.9569486798900552e-08	0.0001198987688948	0.0005498983870506	3.023882360808514e-07	1.4375714782488662e-08	0.0	0.0	0.0
863.873852478296	-1.7173033736739851	746278.0329956928	2.949130877232052	870.3185768127441	-0.5884234110513944	0.3462421106733582	757454.4251453604	806.2448011936714	1.5577646334792234	2.4266306533186595	650030.6794518227	817.2693924034498	655.7602324485779	1.05323	17.202927	0.1329177668722326	0.0732099950002588	-0.1116882556	-0.0732215573	-0.1054075656	-0.0932319782	0.0213178527	-0.0865305811	0.1468801655	-0.1295682638	-0.0755242671	-0.0807321086	0.0466496916	0.1157166854	0.0989175683	0.0139613657	0.083176004	-0.0549471095	-0.1211177591	0.0704472996	0.0698723049	-0.0410320916	0.1619498178	-0.0334442247	0.1385607502	0.0473446736	-0.0834128451	0.040612528	-0.0074847705	0.0133654681	-0.0435507564	-0.1543164247	-0.0138060692	0.0114658008	0.1291932576	0.0848021028	0.0269285466	-0.0169304416	0.1066710137	0.0045273883	0.1299081578	-0.0277099627	0.0077236652	-0.074168608	-0.0378384044	0.2076514729	0.1252100446	0.2086858216	0.0180372871	0.0471878219	0.0521077153	-0.0682851718	-0.0918463875	-0.0708920466	-0.1608345029	-0.0211882388	-0.1119094168	-0.0234652049	-0.0686957809	0.0241660517	-0.0493264742	-0.0605141039	0.014640579	0.1200950776	0.0454088841	0.0640657677	0.0903901328	-0.0788049339	-0.0372948007	-0.2451433391	0.0716903696	0.0106648114	0.1043450383	-0.0752023149	0.1118451871	0.1285578634	0.1269376627	0.1242524367	0.0319844181586717	-0.0200194131224265	0.0010230030049487	0.0004007769017663	-0.0209323642560121	-0.0505480012064935	0.0004381638733463	0.0025551004259716	0.0160793338974656	-0.0462014782041109	0.0021345765882449	0.0002585449785861	-0.0013839966210135	7.199659540900005e-05	5.183509750487247e-09	1.915446646976785e-06	-5.322639218263703e-09	0.0001390820062076	2.833048824779884e-17	1.934380445075362e-08	7.999883727447194e-06	-0.0001118988851673	1.2521360501696411e-08	6.399813965267441e-11	0.0	0.0	0.0
864.6325991860988	0.758746707802743	747589.531575309	0.575696566601501	868.3348290992506	-1.9837477134935853	3.935254990791028	754005.3754268247	805.9731111422149	-0.2716900514565168	0.0738154840604447	649592.655884261	818.8558900949046	661.8244548748279	1.003896	16.397129	0.0558161211511461	0.0402856879587872	-0.0655863524	-0.1136485993	-0.0489348861	-0.0134441199	-0.0318074886	-0.0058548656	0.1688122737	0.0490417488	-0.0407151922	-0.1078300562	-0.0914241054	0.041923502	0.0954679816	0.0651920163	0.0814520484	-0.077162765	-0.0223513597	0.1681756174	0.0806640875	-0.0266644201	0.1522658936	0.0813686077	0.0035236005	-0.0646046969	-0.0810674412	-0.1230519776	0.040795184	0.1249243772	0.1064467163	0.1478638574	0.0567493377	-0.0570011087	0.0104637639	0.1296492534	-0.070890451	-0.0283072189	0.1092968822	0.044443547	0.0444791808	-0.1587282551	0.0222259648	-0.0685320982	0.0982496703	0.1295573381	-0.0136887524	0.0395670692	-0.0903587646	-0.2179308884	-0.0020824566	-0.129402179	0.0022227004	-0.0183595746	-0.0497909188	0.0416699076	-0.0758122512	0.0221768977	-0.1377616822	0.1444474713	-0.0379797203	-0.1028753635	0.0113942697	0.0313255818	-0.07466528	-0.0334226022	-0.084438119	0.0789537616	0.1681707224	-0.1613556284	0.0287033638	-0.0840586078	-0.0143273204	-0.0900051902	-0.0629749561	0.1282045865	0.1255324169	0.1211199807	0.0457054291277785	0.0137210109691068	0.0020889862517543	0.0001882661420143	-0.021002834311389	-7.047005537690054e-05	0.0004411190491116	4.966028704823429e-09	-0.0206449706434028	-0.0367243045408684	0.0013486745440104	0.0004262148128669	-0.0012950009604302	8.89956605833e-05	7.920227602657937e-09	1.6770274875151403e-06	5.862079266449882e-09	1.1184718484713585e-08	3.436397332614159e-17	1.2509792758229375e-16	-8.999982686648728e-06	-1.6999866414095922e-05	2.889954580971065e-10	8.099968835997686e-11	0.0	0.0	0.0
866.6790163036287	2.046417117529927	751132.5173010256	4.187823018919495	865.5461365670869	-2.7886925321636227	7.776806038945158	749170.1145262104	806.5558582531285	0.5827471109136013	0.3395941952781491	650532.3524824406	818.090122117522	662.8394577503204	0.945582	15.444663	0.124036986386058	0.0600379546802287	-0.0967315491	-0.0425197798	-0.0511627173	0.0990145179	-0.0083795116	-0.0251146438	0.0933348085	0.1761973031	0.0455565142	0.0521771323	-0.1127872699	0.0511147963	0.0116848078	0.1431795249	-0.0208818977	-0.0549877714	0.0028015014	0.0910683191	-0.1262531901	0.0479866297	0.0503556867	0.0544904624	0.0019064736	-0.2258946148	0.0278285369	-0.0820024408	-0.0706574221	0.0353680042	0.0924459689	0.1968589107	-0.0615352284	-0.0149355779	-0.0388686918	0.0810909625	-0.1585475309	0.0853473261	0.0425357975	-0.0408898351	-0.0255715631	-0.0553576686	-0.1515933015	0.0163671142	0.0622041485	0.0273008019	-0.0548457401	-0.0090640991	-0.0795257508	-0.0814325046	0.0570960396	-0.0747513305	0.068838997	0.0579078062	-0.0985381651	0.030325435	-0.0321811566	0.1100604629	-0.1270976785	0.0004249436	-0.0202755506	-0.0660211219	-0.1227028182	-0.0241330522	0.0214275062	-0.115899064	-0.0190955266	0.0188420855	0.0657295748	-0.0321358062	0.1330025135	0.029401869	-0.026489865	0.0045904819	-0.1085878722	0.1277634447	0.1237830955	0.1172407796	0.0320675883096726	-0.0136378408181059	0.0010283302199986	0.0001859907021799	0.0281725023131826	0.0491753366245716	0.0007936898865862	0.0024182137321399	-0.0269377058247926	-0.0062927351813898	3.959851606310096e-05	0.000725639995103	-0.0017419564333101	-0.0004469554728799	1.9976919473729518e-07	3.0344122155504453e-06	-0.0002298598387198	-0.000229865700799	5.2835545456292474e-08	5.2838240403845943e-08	0.0004128003188742	0.0004218003015608	1.7791549439682293e-07	1.704041032626412e-07	0.0	0.0	0.0
868.6789808624035	1.999964558774764	754603.171792144	3.999858236355135	870.3483721559697	4.802235588882809	23.061466651132616	757506.2889145464	807.9947488396642	1.4388905865357628	2.070406120021232	652855.514152472	820.2948693122653	667.5663245012021	1.08257	17.682146	0.1843298099058847	0.0800524950333749	-0.1194478599	0.0876974544	0.0508182601	0.033172482	0.0702134453	-0.0852023904	0.0549185363	0.1105476175	0.1488237101	0.1188000385	0.056757951	0.0270817622	0.0170383014	0.1917906537	-0.1467024758	0.0282692453	0.0657713835	0.0564324652	-0.0572719202	-0.0541732867	0.0380153435	0.002556237	0.1287954867	-0.0806958101	0.0947300528	-0.1017487328	0.0208771391	-0.0011450224	0.1462553762	0.0525252844	0.0402726282	0.0230049875	0.0965995157	-0.0020428197	-0.1587016529	0.0299299435	-0.0706864339	-0.1027499996	-0.0722751352	-0.0846933169	-0.0662087938	0.0266137383	-0.0541273997	0.068139012	-0.0228530787	0.1511014858	-0.0720776647	0.0302313323	-0.0484872066	0.0691258064	0.1079134573	0.0052843031	-0.0714283346	0.0999041907	-0.0803805155	0.0354436494	-0.1275626274	-0.0051592795	-0.037472977	0.1209197915	0.0991458285	0.2156769792	0.1255445307	-0.0714036001	-0.0294956513	-0.1153461513	0.178089342	0.0557492314	0.0345030057	0.0359154603	0.0406357539	-0.0355147408	-0.1158857433	0.1272347401	0.1216944932	0.1126387502	0.076632034202376	0.0445644458927034	0.0058724686659941	0.0019859898377236	-0.0121368005516444	-0.040309302864827	0.0001473019276303	0.0016248398974483	-0.0504909840226019	-0.0235532781978093	0.0005547569138633	0.0025493394675706	-0.0009900228543858	0.0007519335789243	5.654041071139064e-07	9.801452522062072e-07	-0.0004749464225604	-0.0002450865838406	2.2557410430292202e-07	6.006743357865544e-08	-0.0001082351773718	-0.000521035496246	2.714779883483155e-07	1.1714853620705006e-08	0.0	0.0	0.0
867.0207934557744	-1.6581874066290538	751725.0562846806	2.749585475503187	868.2325698968136	-2.115802259156112	4.476619199850108	753827.7954296253	807.1988264956151	-0.7959223440491314	0.6334923777566639	651569.9454958981	819.9958450359534	677.387659870345	1.14867	18.761799	0.07276533336815	0.0348015010987391	0.0174215716	0.0796191189	0.1583246941	-0.0409132692	0.0038403811	-0.0545134655	-0.1231924092	-0.060287127	0.0086012759	-0.1546731503	0.0793668584	-0.0165809037	0.0504684043	-0.1071081533	-0.0121205497	0.1216639565	0.1388819929	0.0379971928	-0.0053113031	0.1551035903	0.0006759938	-0.048226791	0.0354983258	-0.1075819079	-0.0905592143	-0.0767219916	0.2012094655	0.0010811911	0.0913416077	-0.0313911897	0.121430437	-0.0362467016	0.0565405315	-0.0077460553	0.087336513	-0.0551597556	-0.1196591324	0.1015621554	-0.1257672897	-0.0261548595	-0.016170264	-0.1422004813	-0.0675940562	-0.0182865979	0.0761983648	-0.0035865922	-0.1051421657	-0.0310005037	-0.066518818	0.1199870724	0.0695938029	-0.0763503123	0.0860614619	0.0672370355	-0.0516187478	0.0789469149	-0.1693635986	0.0761207965	-0.004470056	0.1371550662	-0.0583305399	-0.0472055212	0.1034675156	0.0031795585	-0.1178777202	-0.0261295494	0.1030904459	0.1673529348	-0.0131682695	-0.0801979242	0.0881413455	-0.0998001698	0.0926572244	0.1266188352	0.1192723348	0.1073422654	0.0778949472364871	0.001262913034111	0.0060676228049751	1.5949493317276876e-06	-0.0005681110748554	0.011568689476789	3.22750193373358e-07	0.0001338345762103	-0.0722434018530719	-0.02175241783047	0.0004731676814713	0.0052191091113044	-0.0012684337728106	-0.0002784109184247	7.751263949814062e-08	1.608924236006533e-06	-0.0004167026274553	5.824379510510001e-05	1.7364107972815053e-07	3.392339668244872e-09	0.0003187363696339	0.0004269715470057	1.823047019524407e-07	1.0159287332739813e-07	0.0	0.0	0.0
866.3798595197761	-0.6409339359983051	750614.060981507	0.4107963103142794	864.5591142827815	-3.67345561403215	13.49427614826432	747462.4620894276	807.9800370965536	0.7812106009384934	0.610290003018682	652831.7403465481	819.4661999064914	664.7026596398189	1.069087	17.461935	0.1147188321405528	0.0648495225027555	0.0705769833	-0.0202246239	0.0773586581	-0.0737216309	-0.0907121794	0.0242649378	-0.1471479819	-0.1219523979	0.0027807439	0.0003254873	0.0147951413	-0.0242464751	0.0839661534	-0.1213165707	-0.0565885324	0.0288359706	-0.0214889677	-0.1014331048	-0.0242124842	-0.0040965204	0.0999168443	0.0803067695	0.1668032383	-0.0969420544	-0.0506034777	-0.0187060086	0.1009617392	-0.0646100654	-0.1225543522	0.2042069249	-0.1160155217	0.1693208622	-0.0395810613	0.0164081429	0.1292605886	-0.0689942861	-0.0704272032	-0.0444653625	-0.0938828473	0.1083376252	0.0240839694	-0.0549875176	-0.0248515755	0.0919000399	0.0034223748	0.0907326614	0.0771136162	0.0278293218	0.0911950658	0.0356061198	-0.0548735955	-0.1251993202	0.1079203628	0.0024247269	0.0451472064	0.0091175309	-0.0253528449	0.0476377361	0.137974652	-0.0126918962	-0.1343358627	0.143988818	0.0701717855	0.1063843231	-0.0068672852	-0.0498537043	-0.0414929297	-0.0215864896	-0.0647905408	-0.0658435973	0.0698752154	-0.103667231	0.0729873783	0.1259161521	0.1165232592	0.1013839798	0.0206779635873601	-0.057216983649127	0.0004275781781201	0.0032737832179044	0.0016526573717783	0.0022207684466337	2.731276388493158e-06	4.931812493563857e-06	-0.0546738212927948	0.0175695805602771	0.000308690161064	0.0029892267347564	-0.0007719695493775	0.0004964642234331	2.4647672514903105e-07	5.959369851661005e-07	-0.000180131101269	0.0002365715261862	3.2447213644382734e-08	5.596608700211522e-08	0.0003399306097048	2.11942400709e-05	4.4919581218294303e-10	1.1555281941427709e-07	0.0	0.0	0.0
868.9083782526906	2.528518732914449	755001.7697977208	6.393406982699291	868.227525248672	3.66841096589053	13.457239014665891	753819.0355994334	807.0575892742667	-0.9224478222869266	0.8509099848418933	651341.9524051909	819.1546915380994	668.4143761643048	1.329081	21.708536	0.0485291076819715	0.0294537371249122	-0.0058208499	-0.1489859259	-0.032521277	0.0732658024	-0.1036813066	0.0561847337	0.0894097501	-0.0254906815	0.009906317	-0.1022028699	-0.1141714751	-0.1300345304	0.0491642495	-0.044358137	0.0716909775	0.0131413888	-0.0255708409	0.0717133325	0.0417987176	0.0499956012	0.0446117422	0.09057804	-0.1694725155	0.0254826872	-0.0167532228	-0.0446843057	0.0258093051	0.0281703003	-0.0710443367	-0.06080207	0.053251945	-0.0868721017	-0.1291648793	0.0456869899	-0.002359458	-0.1255970087	0.0466603578	0.0652629808	0.0368861496	0.0040063814	-0.039397547	-0.0291852208	0.043223114	0.0795650658	0.0426734724	-0.1284336936	-0.0024939954	-0.1318300368	-0.028511524	-0.1564705265	0.0076746863	-0.0442057084	-0.0241918704	0.0252059622	-0.0004904258	0.0358265019	-0.0831303045	-0.0369367943	0.0259514847	-0.0731873458	0.0075999886	-0.0767309508	-0.1259566271	-7.73031e-05	0.0398763341	0.0632989508	0.1721180322	-0.05738809	-0.0036314057	0.0444812386	0.184376138	0.0374820938	-0.1139866673	0.1251271724	0.1134548014	0.0948006283	0.0229890166790056	0.0023110530916455	0.0005284948878675	5.340966392404226e-06	-0.0248934740707937	-0.026546131442572	0.0006196850513132	0.0007046970945663	-0.0474512358076708	0.007222585485124	5.216574108992389e-05	0.0022516197796751	-0.0008629789417619	-9.10093923844e-05	8.282709502177686e-09	7.447326539244888e-07	-0.0002050892486717	-2.495814740269999e-05	4.20615999207224e-08	6.229091217749002e-10	0.0002069113962393	-0.0001330192134655	1.7694111150980256e-08	4.2812325893696615e-08	0.0	0.0	0.0
