global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29
939.5670028912292	n/a	n/a	882786.1529220071	898.475707220262	n/a	807258.59646495	n/a	889.8232386698976	n/a	n/a	791785.3960769855	890.0858763997048	760.4605848042825	n/a	n/a	n/a	n/a	-0.0097955028	0.0805464254	0.0926518011	-0.1020851764	0.0599754307	-0.045188148	0.0361089365	-0.1554071384	0.0472732241	0.0200523005	-0.0693573143	0.1389823958	-0.0288713133	0.0958700374	-0.0763863913	-0.0248730615	0.0800719564	-0.107256939	0.0121656957	-0.0795940286	0.0115794705	0.0181327638	-0.0075333499	0.1473060602	-0.0379446867	0.1079079291	0.0802626776	-0.0148782722	0.1664451768	-0.0312183305	0.0314225347	-0.0456601583	0.030830658	-0.0548657782	0.0068375325	-0.0604236992	0.0611906884	-0.1382080122	0.0807285521	0.0543153314	-0.0045025675	0.089131565	-0.0518788794	0.1426694516	-0.060703118	0.0426666873	-0.0949181611	0.1027228476	-0.0068064688	-0.0601953234	0.0446125677	-0.1827948951	-0.1011402777	0.1363319406	-0.209403477	0.0584156625	-0.0345847106	0.1290883846	0.1290552057	0.1289999139	-0.0021408918372145	n/a	n/a	4.583417858651676e-06	0.235293435222573	n/a	n/a	0.0553630006588391	0.2058982896647307	n/a	0.0423941056868613	n/a	-0.0167947816553003	n/a	0.0002820646908492	n/a	-0.0015357251236738	n/a	2.3584516554829088e-06	n/a	1.4108749386539455e-05	n/a	1.9905680925217743e-10	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
934.2756114914698	-5.291391399759391	27.99882294544765	872870.9182277599	891.2589368266445	-7.216770393617594	794342.4924733606	52.08177491419544	889.0057692483207	-0.8174694215769023	0.6682562552132751	790331.2577567984	888.8183501741294	774.0819887492225	1.266431	32.627712	0.3079578049573531	0.2306153888105841	-0.0252325281	0.10855581	0.0963554703	-0.0447272447	0.0432673904	-0.0808634342	0.0521713189	0.1274902478	0.0423295274	0.0231867177	-0.0499254847	0.087166921	-0.0513382796	0.0062151845	-0.1193698338	-0.0309369018	0.0424925552	-0.1252601801	0.0423741677	-0.0602485869	-0.087605312	0.0214660484	-0.0153753793	0.1177251261	-0.0073831522	-0.0281846363	0.0889365787	-0.034302815	0.1323059911	-0.0033399178	0.0123337835	0.0110435988	0.1255646725	-0.0339272057	0.0135510241	-0.0416700209	-0.0626565872	-0.0982231084	0.0310316982	0.0238615425	-0.1185007849	0.1916556187	0.0480102642	0.1023055021	0.0085436135	0.0604012521	-0.1632873247	0.006669928	0.1843791694	0.1706122469	-0.0367092596	-0.1783942091	0.0258623876	-0.0140595718	0.0167102118	0.1302794811	-0.1121291988	0.1289999139	0.1287014744	0.1282045865	-0.0279916815674141	-0.0258507897301996	0.0006682633296749	0.0007835342369715	0.2691905078572318	0.0338970726346588	0.0011490115331993	0.0724635295204343	0.1789297973422492	-0.0269684923224814	0.0320158723769383	0.0007272995781477	-0.0125553206349559	0.0042394610203443	0.0001576360762465	1.7973029743019563e-05	-0.0016938308296754	-0.0001581057060015	2.8690628795588536e-06	2.4997414270264316e-08	4.137102844080625e-05	2.7262279054266796e-05	1.7115619942499994e-09	7.432318592327138e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
936.1260837898534	1.850472298383579	3.424247727085006	876332.0447517276	895.624995570029	4.366058743384542	802144.1326898144	19.062468950684607	887.9253327081508	-1.0804365401698988	1.1673431173343012	788411.3964648803	889.1904613124395	776.8972875905591	1.28315	33.058453	0.0588146142468577	0.0460244419335049	-0.0375287804	0.0225642881	0.1548497489	-0.0581027761	-0.0453675329	-0.1301036488	0.0933885519	0.0414658336	-0.0395814238	-0.0582916583	-0.0870751271	-0.0006491935	-0.0071144465	0.0860328507	0.0046737151	0.0706440617	-0.0140498552	0.1106766762	-0.0414712454	0.0045628725	0.0251118702	-0.0541394379	-0.0875885996	0.045803637	0.0090057319	0.0644466357	0.0557807513	0.0850553084	-0.0824091144	0.0117378465	0.0487315795	0.0556653463	-0.0314209089	-0.0620981262	0.0208895286	0.0736628207	-0.0205875524	-0.0502090216	-0.0261787302	0.0270991747	-0.1333367283	-0.0252246551	-0.1117089255	-0.0645500044	0.0735563788	0.055976336	-0.116018512	0.0956421858	-0.1267484665	0.064079817	-0.0308570785	0.0294162257	-0.1276326315	0.0072748097	0.1241076722	0.0169165128	-0.0366992368	0.1288230331	0.1279949812	0.1266188352	-0.0277965676129525	0.0001951139544616	3.806945522564342e-08	0.0007726491710614	0.2715531227901095	0.0023626149328777	5.581949321056721e-06	0.0737410984970603	0.1746202697085124	-0.0043095276337367	0.0304922385930736	1.857202842594104e-05	-0.0134553386952338	-0.0009000180602778	0.0001810461394034	8.10032508826393e-07	-0.0016087140722094	8.511675746599996e-05	2.5879609661245504e-06	7.244862401525861e-09	9.518336521253944e-05	5.381233677173319e-05	9.059873013183665e-09	2.8957675888344277e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
923.175008348982	-12.951075440871364	167.73035507514138	852252.096040143	879.2392299529045	-16.385765617124548	773061.6234881764	268.493314859341	885.3148576492832	-2.6104750588675643	6.814580032969613	783782.3971745706	885.9120979268371	746.4905475111468	1.21614	31.332045	0.2128376676881598	0.1140576443912058	-0.0519038696	-0.0578220291	0.0835505106	-0.0076446788	-0.1329119202	-0.1090063351	0.0504216067	-0.008532411	-0.0190472348	-0.1296767861	-0.021846305	-0.05799136	0.0186988867	0.0156735765	-0.0861029466	0.0774111844	0.0233006986	-0.0211156356	0.0105309879	-0.0805137635	-0.0296107205	-0.125558645	-0.0722352897	-0.0502940941	-0.0071988138	-0.0168918409	0.1189805177	0.0242847057	0.0428944767	0.0496659924	0.1455004692	0.0365312411	-0.0129959953	-0.0720118003	0.0017757455	0.0579805349	3.5769e-06	0.0787265593	-0.0143735309	-0.0518039431	-0.1383796881	0.0674610823	-0.0759835125	-0.0506168256	0.0281964061	0.0855056032	-0.0903249363	0.0587348987	0.0973175559	0.0642585535	-0.0338368341	0.0191950996	0.0487469989	-0.0590429836	0.0994853032	-0.0889617634	-0.0217464515	0.1285578634	0.1269376627	0.1242524367	-0.0455310776863768	-0.0177345100734243	0.0003145128475443	0.0020730790352828	0.252469970571255	-0.0190831522188545	0.0003641666986079	0.0637410860402503	0.2711273330650954	0.0965070633565829	0.0735100307349911	0.0093136132777115	-0.0134178022284931	3.753646674069938e-05	0.0001800374166429	1.4089863353756306e-09	-0.0004508078566083	0.0011579062156011	2.0322772357976962e-07	1.3407468041276609e-06	0.0004899995236567	0.0003948161584441	2.400995331837929e-07	1.558797989686045e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
916.9673936572528	-6.207614691729191	38.534480160972095	840829.2010305753	878.6133004465411	-0.6259295063633772	771961.3317215638	0.391787746936301	882.9227241682487	-2.3921334810345343	5.722302591086399	779552.5368526813	883.9276913670363	675.6281551640874	1.314379	33.863003	0.2595609272326074	0.1532401443948103	0.0084470412	-0.2239654529	-0.0128922441	0.1137817316	-0.0895855266	-0.0110147748	0.025743126	0.0159793534	-0.1816445897	-0.1575449499	0.1001797567	-0.0601795079	0.0471794886	-0.113461413	0.0320699637	0.1091276064	0.0087820019	0.0286798048	-0.0783146495	-0.0058482782	0.0282058249	-0.1527668763	0.0449237284	-0.0853485418	-0.0058853134	-0.1181876818	-0.0016212595	0.0630495954	-0.1107503287	-0.04993736	0.1102240471	-0.0862429092	-0.0572276574	-0.0953486706	-0.0574619524	0.0548180463	-0.006043534	0.1408759847	0.0096227692	-0.1226127389	0.0028851981	-0.0746288376	0.014891981	-0.0097468759	-0.0231580058	0.0064898735	0.0629711217	0.0318680812	0.0580033867	-0.0456195325	-0.0866890729	-0.0232457967	-0.0845668886	0.0313646208	-0.0361720961	-0.0903550002	-0.0667055798	0.1282045865	0.1255324169	0.1211199807	-0.0512233689010059	-0.0056922912146291	3.240217927214365e-05	0.0026238335215685	0.2130828327997562	-0.0393871377714987	0.001551346621831	0.0454042936339688	0.4193519616952699	0.1482246286301745	0.1758560677776711	0.0219705405325531	-0.012762316727461	0.0006554855010321	0.000162876728252	4.2966124206330354e-07	-0.0001631945806628	0.0002876132759455	2.6632471157707143e-08	8.272139650010233e-08	0.0001079609083082	-0.0003820386153485	1.1655557722731568e-08	1.4595350361739912e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
924.985327213438	8.017933556185199	64.28725851140062	855597.855560151	848.0390474380986	-30.574253008442497	719170.2259797176	934.7849470242552	884.3050655947296	1.3823414264809344	1.9108678193653448	781995.449036499	879.4014076387615	672.7687597803651	1.191011	30.684622	0.1861524229754149	0.0890309101272537	0.0468367495	-0.1542375667	-0.0291665586	0.2291694952	0.1709048879	0.0690291587	0.0363487562	0.0681706173	0.0934162157	-0.0883155544	0.1928151751	0.0824857857	0.0581094893	0.0093448568	0.0863570578	0.0280289497	0.0973308444	0.0471265749	0.001298016	-0.0035513088	-0.0442725924	-0.0883903735	0.2410206817	-0.0359362051	-0.0620123915	0.0225472843	-0.0766885283	0.0822351591	0.0071718916	-0.1191057597	-0.0753554872	0.0070938569	0.1044537111	-0.0959383508	-0.0737145438	0.0564495783	0.0230737046	0.0605041471	0.0738124459	-0.0911675262	0.1062245828	-0.1058443093	0.0556907069	0.139775762	0.0369604284	-0.0228887339	0.0370340661	-0.099206392	-0.0120645276	-0.0310995645	-0.0751001013	-0.124049249	0.0030716347	0.062461202	-0.034906712	-0.0601016819	-0.0312436271	0.1277634447	0.1237830955	0.1172407796	-0.0570381832195465	-0.0058148143185405	3.381206555910476e-05	0.0032533543449865	0.1532982014252439	-0.0597846313745123	0.0035742021485863	0.0235003385602146	0.445749142874817	0.026397181179547	0.198692298373634	0.0006968111742258	-0.0135552031014545	-0.0007928863739934	0.0001837435311216	6.286688020645587e-07	-0.0005092991960262	-0.0003461046153633	2.593856710729337e-07	1.1978840477584702e-07	0.0008520858410076	0.0007441249326994	7.26050280445629e-07	5.537219154648866e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
933.964212362308	8.97888514886995	80.62037851659733	872289.1499735464	883.6629763695502	35.62392893145159	780860.2558062922	1269.0643125131137	887.1474462015977	2.8423806068681188	8.079127514299975	787030.5913020167	886.0127336793165	743.414187688947	1.205815	31.066029	0.182585808768832	0.0909421904339367	-0.0192984449	-0.031060014	0.1242899826	0.0263541476	0.0757989104	-0.0607843206	0.0663406904	-0.0844577683	0.0992400266	-0.0752781269	-0.0338450914	0.0576835372	0.0188441037	0.073733243	0.0734921166	-0.0339956299	0.0635105699	0.1108470465	-0.1218738294	0.0920750292	-0.0930295757	-0.0785739647	0.0109626384	0.0635933319	-0.0330258656	0.100257544	-0.0621700753	0.0013599582	-0.0983546693	-0.1138694268	-0.1086229528	-0.0134378319	-0.0879211009	-0.0992972453	-0.0375449024	0.0830678796	0.0112061806	-0.0032871417	0.0942839645	0.028899967	-0.019748725	-0.1116501672	-0.0722273417	0.0170639566	0.0338799211	0.0016519111	0.0964424038	-0.0676981954	-0.0344580467	-0.0507510595	-0.0698854846	-0.0791425044	-0.0497641269	0.0881400462	-0.0307798558	-0.0066418169	-0.0318881675	0.1272347401	0.1216944932	0.1126387502	-0.063659518500728	-0.0066213352811815	4.38420809058189e-05	0.0040525342957445	0.2117244433704428	0.0584262419451989	0.0034136257478389	0.0448272399205238	0.3776513543079005	-0.0680977885669165	0.1426205454105913	0.0046373088077044	-0.0139944158841075	-0.000439212782653	0.0001958436759373	1.9290786844579235e-07	-0.0002097237847702	0.000299575411256	4.398406589833717e-08	8.974542702920154e-08	0.0006020651754059	-0.0002500206656016	3.6248247543653725e-07	6.251033322791707e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
926.6685870627244	-7.295625299583548	53.22614851192354	858714.6702488262	875.256605086788	-8.406371282762166	766074.1247480495	70.66707814364842	887.2544374079719	0.1069912063741185	0.0114471182413892	787220.4367001366	886.8463430007723	733.4213286111521	0.905474	23.328196	0.0400416295588016	0.0206753727255466	-0.0225169318	-0.047928267	0.083537593	0.0464501149	-0.0740075406	-0.119044711	0.0025220365	-0.0124650799	0.1284214295	-0.1247351322	-0.0983376052	0.0022687985	-0.0271471968	0.0891103601	-0.0333661859	0.0073751159	0.0061850643	0.0842302655	0.025504142	0.0499414799	-0.0675156694	-0.1247051741	-0.0776888197	0.0453804414	0.0226419907	0.0703616011	0.0401106198	0.0285762168	-0.0321479006	-0.0336506439	-0.1313040104	0.0308444131	0.0292821419	-0.0906222817	-0.0285929393	0.0563934202	0.0069065895	0.0497974133	0.0586220703	-0.0369659092	-0.0729665696	-0.0296585113	-0.0514042688	0.0053810857	0.0581101382	0.0112164065	0.035540301	-0.1221026565	0.0064271361	0.0076115158	0.0175622614	-0.0958107954	0.0716482457	0.0417560479	0.0298680201	-0.0580318016	-0.0662457339	0.1266188352	0.1192723348	0.1073422654	-0.0590840305063977	0.0045754879943303	2.0935090386260727e-05	0.0034909226608809	0.2175630389804013	0.0058385956099585	3.4089198696626696e-05	0.0473336759303876	0.3779919400942333	0.0003405857863328	0.1428779067762024	1.1599867785195662e-07	-0.0141943396500183	-0.0001999237659107	0.0002014792781	3.9969512175956156e-08	-0.0005232850012308	-0.0003135612164606	2.738271925131184e-07	9.832063646825129e-08	0.0005298109544137	-7.225422099220002e-05	2.8069964741675573e-07	5.220672451189678e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
925.7167318896842	-0.9518551730402578	0.9060282704434992	856951.4677005174	881.3721681656376	6.115563078849618	776816.898816997	37.40011177138862	886.3538956211363	-0.9005417868355607	0.8109755098369845	785623.2282827642	886.2963910993416	706.8428603634638	0.8235559999999998	21.217682	0.1750399494562899	0.0882590060724917	-0.0071374404	-0.1373857317	0.0636238702	0.1143726977	-0.0631805602	-0.086880396	0.0207036602	0.0482592907	-0.0364390401	-0.1364183566	-0.0485290024	0.0011686446	-0.0168959186	0.034417702	0.0407309	0.0210907614	-0.0421292189	0.091753186	-0.026843547	0.0964687831	0.0437738888	-0.1454441204	-0.029454985	0.0301510819	0.0215085792	0.0185157732	-0.0267508988	0.0488672449	-0.0816500675	-0.049238498	-0.1145555149	0.0233379094	-0.0240839441	-0.1058670281	-0.0482628618	0.0729764146	0.0044726531	0.0824184996	0.0755132288	-0.0343308566	-0.0028988023	-0.1225384063	-0.0052431925	-0.0077392503	-0.0234360968	-0.0216876264	0.0321403672	-0.1353642647	-0.0244471423	0.044456038	0.0423286883	-0.1129211911	-0.0026759246	0.0297307556	0.1455851202	-0.0354179186	-0.0499427336	0.1259161521	0.1165232592	0.1013839798	-0.102640689073425	-0.0435566585670273	0.0018971825055245	0.0105351110534675	0.2088368835601954	-0.0087261554202059	7.6145788417589e-05	0.0436128439351346	0.43648306820333	0.0584911281090966	0.1905174688281928	0.0034212120674747	-0.0129882269946285	0.0012061126553898	0.0001686940404639	1.454707737491435e-06	-0.0005463282442559	-2.304324302509998e-05	2.984745504717344e-07	5.309910491138187e-10	0.000585975203198	5.616424878429995e-05	3.4336693876293734e-07	3.154422841504738e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
929.1080101075972	3.3912782179130545	11.500767951291545	863241.694446099	863.3145935058594	-18.0575746597782	745312.0873601873	326.07600259346367	884.4005958818573	-1.953299739279032	3.815379871467535	782164.4139961842	881.4997336144381	708.3017110261593	0.967191	24.918236	0.3151006461936614	0.1721344628283281	0.0009104424	-0.0909176506	0.0331225425	0.1540465227	0.093332977	-0.0033616196	0.0264310489	-0.0217597279	-0.0372748677	-0.1022176836	0.14431832	0.0721192849	0.0096168747	0.0040935669	0.0386287796	0.0574768235	0.002826519	0.0049353213	-0.1046960398	0.0518706385	0.1486984171	-0.1042501693	0.1789566582	0.0026012914	-0.0321257398	0.0048438002	-0.0127820504	0.0398175917	-0.0470740834	-0.0588760027	-0.0154897065	-0.04735549	-0.1149159503	-0.1067982681	-0.0567211678	0.0569672841	0.0620991863	0.0202372486	0.1888966229	0.0304659	-0.0149584063	-0.1425622485	0.1328492231	-0.0023735755	0.0963897055	-0.0630972864	0.0531909582	-0.0500439218	-0.0564776603	-0.0585354858	0.0389895452	0.1328967657	0.0491070435	-0.0481892607	0.0965111864	0.0312006016	0.1651576633	0.1251271724	0.1134548014	0.0948006283	-0.0730683478319633	0.0295723412414617	0.0008745233665014	0.0053389834548927	0.3123284031868962	0.1034915196267008	0.0107104946346437	0.0975490314372763	0.4727992473514746	0.0363161791481446	0.2235391282961208	0.0013188648679201	-0.0154201133775364	-0.0024318863829079	0.000237779896576	5.914071379372874e-06	-8.619896803141458e-05	0.0004601292762244	7.430262089680833e-09	2.1171895083886882e-07	0.0006083716676127	2.2396464414699995e-05	3.701160859538575e-07	5.016016182789231e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
