global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19
862.9920532741241	n/a	744755.2840142887	n/a	870.6969745777271	n/a	758113.2215388073	n/a	820.9231143756055	n/a	673914.7597161434	n/a	820.8628531787529	686.9315639810169	n/a	n/a	n/a	n/a	-0.0373370342	0.0803349176	-0.0147615611	0.0959183978	-0.0026448981	0.0717073313	-0.1151544767	0.0501860154	-0.0380977784	0.0269545763	-0.0936950734	0.132803466	-0.0146123775	0.0530182997	-0.0632806848	0.0365922246	-0.0411691348	-0.0083387036	0.1584069652	-0.0464453986	0.0946774323	-0.0468811367	-0.0214641854	0.0477883401	-0.0388509921	0.0287174759	0.0478387074	-0.0363693559	0.1629587592	-0.0003932493	0.0289133945	-0.1731778375	-0.0306560202	-0.0605519934	0.0242178247	-0.014049653	0.069966699	-0.0028696693	0.1049896237	0.0782833579	-0.001350867	0.035337188	-0.0563545035	0.1029801669	-0.0297087082	0.0955190636	-0.0268959255	0.10440873	-0.0426524684	0.1126457525	-0.0422239943	-0.0843567552	0.0155350356	-0.1102695729	0.0468626575	-0.0048624382	0.1290883846	0.1290552057	0.1289999139	-0.0383101395442224	n/a	0.0014676667918977	n/a	0.0384411122548868	n/a	n/a	0.0014777191113928	-0.1074871631292637	n/a	0.0115534902375769	n/a	-0.0001379807906536	n/a	1.9038698589392592e-08	n/a	-0.0014210538533971	n/a	2.0193940542547463e-06	n/a	0.0007309024274938	n/a	n/a	5.342183585163296e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
861.612574401141	-1.3794788729830998	742376.2283661618	1.9029619610067232	866.0144037317347	-4.682570845992473	749980.9474708319	21.92646972773866	820.8297505751453	-0.0933638004601107	673761.4794292554	0.0087167992363553	821.5937299081696	682.603847542952	1.041162	21.891403	0.0708489290838742	0.0401692834387791	-0.0224082295	0.0833709383	0.0048730905	0.1021145304	0.0432760158	0.0107817927	-0.0906686332	-0.044688734	-0.0827813902	-0.0762712177	0.031188369	0.0628714576	-0.0182524564	0.0490568033	-0.0522531779	0.0164561066	0.0395202658	0.037672471	0.0250968526	0.0161780985	-0.0287309797	-0.0813633733	-0.0164487554	0.0502629404	-0.0454846337	0.0249822749	-0.0339155817	0.0158171813	0.0018708986	-0.0173891055	-0.0154415604	-0.0324926264	-0.0319773971	-0.0618669249	0.0146045377	-0.041128126	0.0702995471	-0.0311272358	0.048094163	0.0466999064	0.0235866482	0.0715704296	-0.0064636466	0.0531356484	-0.0402882665	0.071914134	0.0176050248	-0.0970434349	0.0711998427	-0.0515704978	0.0098390249	0.0571181303	-0.0136185889	-0.0398625971	0.1069648953	0.0065741153	0.1289999139	0.1287014744	0.1282045865	-0.0388848239524861	-0.0005746844082636	0.0015120295338158	3.302621691013985e-07	0.0297394179718821	-0.0087016942830046	7.571948339487666e-05	0.0008844329813063	-0.0678230952495653	0.0396640678796983	0.0045999722492316	0.0015732382807653	1.0379330050487188e-06	0.0001390187236586	1.0773049229694637e-12	1.932620552767973e-08	-0.0012510012688684	0.0001700525845286	1.565004174710347e-06	2.8917881504890637e-08	0.0008600007695646	0.0001290983420707	1.6666381925429285e-08	7.396013236517042e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
857.8374428650534	-3.775131536087656	735885.0783812538	14.251618114763543	865.6792910540545	-0.335112677680172	749400.6349598503	0.1123005067419748	817.5741822687442	-3.2555683064011878	668427.5435124057	10.598724997643895	817.9991655996429	669.8902797448948	0.970114	20.397552	0.1203957680553193	0.066204129920923	-0.0446754409	0.0626122596	-0.0325164039	0.0334128396	0.0554475038	0.0258971657	-0.0113724937	-0.0051667013	-0.1030429537	-0.0759289793	-0.0761904207	-0.1195985091	-0.0638258448	-0.0596212879	0.0021301322	-0.0062008142	0.092650332	0.0823786408	0.1770432483	0.0632813344	0.0507569743	-0.0042587114	-0.0573649381	-0.0482250484	-0.004324086	0.005861175	-0.0027164092	0.1661873486	0.1504516961	-0.0004316618	0.0591476848	0.0400510259	-0.0372081299	-0.0624075212	0.037653213	-0.0322686761	0.0325397608	0.0047230404	0.0605763003	0.0788874357	-0.0027182864	-0.0972906218	-0.0189296828	0.0512003778	0.0756170542	0.026147959	0.0081738605	-0.025765781	-0.0673505177	0.027224648	0.1242451691	0.07645984	-0.0233524102	0.0282041465	-0.0547149495	-0.004426572	0.1288230331	0.1279949812	0.1266188352	-0.0425930419419984	-0.0037082179895122	0.0018141672218728	1.3750880657742631e-05	-0.0229865369396975	-0.0527259549115795	0.0027800263213379	0.00052838088048	-0.0408517766461216	0.0269713186034437	0.0016688676551446	0.0007274520272084	2.3455923207319106e-07	-8.033737729755278e-07	5.5018033350765104e-14	6.454094191049348e-13	-0.000724999912532	0.0005260013563364	5.256248731714076e-07	2.766774268677325e-07	0.0006469999686583	-0.0002130008009062	4.536934118672521e-08	4.186089594438413e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
857.5459039821985	-0.2915388828548657	735384.977436646	0.0849949202162631	863.3924252545393	-2.286865799515226	745446.4799869151	5.229755184992414	818.1647920017294	0.5906097329852855	669393.6268712332	0.3488198566969502	818.1479049486152	685.0993681659413	0.988533	20.784828	0.0511710362787741	0.0245691559025321	-0.0241904031	0.0424066876	-0.029999841	0.1272409971	0.0147609295	0.0094462955	-0.0388332179	-0.1869203749	0.0054334504	-0.0385763794	-0.027546636	-0.0595948687	-0.0533249176	-0.0355795411	-0.0385515943	-0.0294355581	0.1107164288	0.0523947885	0.1040137359	-0.0911254628	-0.0971815129	-0.0380750727	-0.0537443795	-0.0274295942	-0.0219496698	-0.0280473802	-0.0945210261	0.0817171619	0.0923838133	-0.0725395572	-0.1196462106	-0.0329323821	-0.0324048217	-0.0638702861	0.0264831554	-0.0527854141	0.0433359665	-0.0173152324	0.0181825564	-0.0192433687	0.0211440481	0.0914425003	0.0053558278	-0.0068584672	-0.0770819272	-0.0181510343	-0.0659549495	0.0501847507	-0.0647313201	-0.0225912938	0.1265284523	-0.0157195997	0.0365190937	-0.0086902825	0.0916295473	-0.0010746417	0.1285578634	0.1269376627	0.1242524367	-0.0473960778062831	-0.0048030358642846	0.0022463881914192	2.306915351360504e-05	-0.0202042859934152	0.0027822509462822	7.740920328088748e-06	0.0004082131725037	-0.0251605246704258	0.0156912519756958	0.0006330520016911	0.0002462153885647	0.0003876729583344	0.0003874383991023	1.5029032262374546e-07	1.5010851309897389e-07	-0.0007244078347905	5.92077741499975e-07	5.247667111058604e-07	3.505560519797113e-13	0.0004771404956519	-0.0001698594730064	2.8852240570011956e-08	2.276630525909408e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
854.5526929735256	-2.993211008672916	730260.3050683048	8.959312142440732	857.639933079849	-5.752492174690246	735546.2548132079	33.09116621987252	817.6962104242124	-0.4685815775170567	668627.0925421178	0.2195686947883734	818.3563804528233	664.070707492614	0.901305	18.950773	0.1457753167673103	0.0972831014407539	-0.0539693145	0.0190311157	-0.0575732837	0.0187924368	0.0180376951	-0.0449263435	0.0732972726	-0.1099147997	0.0654323986	-0.0366049214	0.0221545843	-0.0198816788	-0.0545922758	-0.0572805326	-0.0465843917	-0.048834715	0.0792691972	0.0338581027	0.0008899259	-0.0611860853	-0.087837097	-0.081237153	-0.0586776601	-0.0514199156	-0.0390900079	-0.0561129175	-0.0849163933	0.0156905163	-0.031134019	-0.0237673579	-0.1089673649	-0.0542089143	-0.031438216	-0.0616549822	0.0247136321	-0.0414916829	0.0058551618	0.0152975828	0.0344105792	0.0467571453	0.0107109207	0.0232700922	0.03999062	-0.0552549282	-0.145792818	0.0409899782	-0.0418672845	0.0039749616	-0.0258829693	-0.0364400118	0.0011159191	0.0990628682	-0.038577736	-0.0132490408	0.0505356959	0.0522169263	0.1282045865	0.1255324169	0.1211199807	-0.054744703027282	-0.0073486252209989	0.0029969825095452	5.400229263870119e-05	0.0715687893081309	0.0917730753015461	0.0084222973503032	0.0051220916030316	-0.0046775643234155	0.0204829603470102	2.18796079996895e-05	0.0004195516645771	0.0001717540603108	-0.0002159188980235	2.949945723324593e-08	4.6620970523725767e-08	-0.0010019562955452	-0.0002775484607547	1.0039164181826604e-06	7.70331480673033e-08	0.0005070862548287	2.9945759176800064e-05	8.967484926749053e-10	2.571364698361973e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
854.8132423401406	0.2605493666150096	730705.679280064	0.0678859724434826	856.7258057770906	-0.914127302758402	733979.1062844052	0.8356287256483512	819.6452683605595	1.949057936347117	671818.3659458536	3.7988268392376825	820.4983126529809	653.5899726371193	0.738325	15.523967	0.0682408375730509	0.0405890327427019	-0.0745736288	0.002695754	-0.0841088572	-0.0159540642	0.0275183407	-0.0613395353	0.062122024	-0.0057483651	0.0072133153	-0.0462706781	0.000243316	-0.016910576	-0.0329022994	0.0005061952	-0.0617842414	0.0059824205	0.0410207298	-0.0244732007	-0.0758416587	0.034123875	0.0375156579	-0.1192832631	-0.034746043	-0.000359534	-0.0552942099	-0.0253350371	-0.1033790433	-0.013307776	-0.0736525882	0.0557920462	0.0774138232	-0.1275772139	-0.0318812602	-0.0622589072	0.0296132771	-0.0360107642	0.0168239872	0.0004050232	0.0166679086	0.0786171555	0.000460626	-0.0507375757	0.0064721998	-0.0804340723	-0.0818650862	0.0794276371	-0.0303939482	-0.0543648761	-0.0261199406	0.0656001283	-0.0849519977	0.0911295539	-0.0812439852	-0.0216752276	0.0240293592	-0.0161962827	0.1277634447	0.1237830955	0.1172407796	-0.0529110407700699	0.001833662257212	0.0027995782353719	3.3623172735241684e-06	0.0351665536100682	-0.0364022356980627	0.0013251227638173	0.0012366864928098	-0.0147264221788816	-0.0100488578554661	0.0002168675101906	0.0001009795441993	0.0001236568754814	-4.8097184829400005e-05	1.5291022853822467e-08	2.313339188513466e-09	-0.0007249731803198	0.0002769831152254	5.255861121830052e-07	7.67196461199673e-08	0.0004330449196373	-7.404133519140003e-05	5.4821193169252526e-09	1.8752790242367566e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
855.7669854732136	0.953743133072976	732337.1334259114	0.9096259638838564	854.5756049450533	-2.150200832037285	730299.4645672039	4.623363618093833	820.0716205195918	0.4263521590322625	672517.4627816293	0.1817761635114717	820.3839616505373	646.1543848755655	0.688456	14.475434	0.0729623707591735	0.0446423417656494	-0.0844106289	0.0155827438	-0.0918562923	-0.0850173006	0.0681766055	-0.095554929	-0.0129573918	0.0572170649	0.0508530895	0.0195202518	-0.0191048359	0.0182944063	-0.029171336	0.0022622707	-0.0692715565	0.0045690845	-0.0298171439	0.01280243	-0.0777102519	0.0063640802	0.0561728703	-0.0747588962	-0.031003214	-0.0020458794	-0.0736807189	-0.0025400552	-0.005974213	-0.0429670291	-0.0772092167	0.0231036223	0.0721207014	-0.0663427005	-0.0316136896	-0.0695417249	0.0379442304	-0.0365599151	0.007387146	0.0186833935	0.0211234035	0.0406761478	0.0054735665	-0.0446741777	0.0240695451	-0.0298015558	-0.0070431412	-0.0236515679	0.0106685193	-0.0579773307	0.0470066989	0.1225909842	-0.0374705868	0.0159474565	-0.0521857873	-0.0606975249	-0.0016916198	-0.0623177041	0.1272347401	0.1216944932	0.1126387502	-0.0492600764036694	0.0036509643664005	0.0024265551272953	1.3329540804726202e-05	-0.0007671511635578	-0.035933704773626	0.0012912311387581	5.885209077480864e-07	0.0051785429718904	0.019904965150772	2.6817307311715457e-05	0.0003962076376534	-0.0001088293381153	-0.0002324862135967	1.1843824834614288e-08	5.404983951253043e-08	-0.0007250258846296	-5.2704309799994464e-08	5.25662533382934e-07	2.777744271493792e-15	0.0004699607310983	3.6915811461000006e-05	1.3627771358240992e-09	2.208630887744487e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
858.4409065097364	2.6739210365227564	736920.7899692579	7.149853709558932	860.5982441372341	6.0226391921808045	740629.3378120904	36.272182839192254	821.0325725586266	0.9609520390348508	674094.4852022365	0.9234288213252372	821.2299526623901	661.0132209428688	0.708372	14.894182	0.0492202703699829	0.0304334483059608	-0.0605951934	0.046825075	-0.0680389849	-0.0204591775	0.052298936	-0.0419895969	-0.0541662734	0.0547376707	-0.0404384101	0.0929423673	-0.0722404047	0.022146083	-0.0050119395	0.0349753743	-0.0853868569	0.0209930961	-0.021696524	0.0062605058	-0.0109108865	0.0069824746	0.0100676181	-0.0135892445	-0.0107421431	0.0262706814	-0.0871329719	0.0282477399	0.014179068	-0.0145718639	-0.0324652239	-0.0089963009	0.0443921089	-0.006853431	-0.0256912748	-0.0686695236	0.0178595153	-0.0503650507	0.0226762567	-0.0031668871	0.0013507613	0.028995115	0.0261579739	0.01660053	0.0105122052	-0.0143315241	0.0241237387	-0.0275152448	0.0019367751	-0.0469842161	0.0413846015	0.0720260626	0.059364924	-0.0564142923	-0.019717792	-0.003656148	-0.0068288921	4.77197e-05	0.1266188352	0.1192723348	0.1073422654	-0.0328275727160587	0.0164325036876107	0.0010776495304281	0.0002700271774433	0.0225289153727601	0.0232960665363179	0.0005427067160645	0.0005075520278729	0.0013389786032007	-0.0038395643686897	1.7928636998292973e-06	1.4742254541311538e-05	-9.629322943530662e-05	1.253610867999338e-05	9.272386035080602e-09	1.5715402083660534e-10	-0.0007250278431303	-1.9585007000498182e-09	5.256653733141749e-07	3.8357249920956296e-18	0.0005704653794649	0.0001005046483665	1.0101184343293902e-08	3.254307491680323e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
857.4223002013755	-1.0186063083608587	735173.0008826177	1.037558811432537	860.7299172672225	0.1316731299883713	740855.9904788397	0.0173378131609345	820.2841523368404	-0.7484202217862048	672866.0905749688	0.560132828378512	819.8528717433945	654.2805768113011	0.675338	14.199619	0.0385827865985753	0.02446811427527	-0.066793121	0.0335718615	-0.0794953606	-0.0411612741	0.0665126963	-0.0418431655	-0.0727050378	0.0467577239	-0.0763779635	0.0863254936	-0.1417746372	-0.1375994811	-0.0239381302	0.0177681301	-0.0551658239	-0.0097573572	0.0099517572	0.0457370427	0.1443982097	0.0057242686	-0.0049974884	0.0373070341	-0.0228256723	0.0113237872	-0.067793411	0.0122938836	0.0566399761	0.0925932933	0.1232498561	-0.033278232	-0.0203725305	0.113873398	-0.0249390001	-0.0695548206	0.0277847311	-0.0447881379	0.0192844302	0.014016778	0.0285519717	0.0163987986	0.0205144808	-0.0022603594	0.0170695521	0.0131012495	0.04043687	-0.0604308126	0.0160718704	0.0363837646	-0.0412781043	0.0639959989	0.1417850583	-0.0412454028	0.0158780716	0.0058168473	-0.0641263278	0.0171799429	0.1259161521	0.1165232592	0.1013839798	-0.0327476275469678	7.994516909089894e-05	0.0010724071099549	6.391230060972423e-09	0.0161201851508963	-0.0064087302218637	4.1071823056630426e-05	0.0002598603692991	0.0198849358694417	0.018545957266241	0.0003954106745318	0.0003439525309212	-0.0002657566440272	-0.0001694634145918	7.06265938445999e-08	2.871784888514395e-08	-0.0007250895507999	-6.170766959998769e-08	5.257548566792007e-07	3.807836487461245e-15	0.000671903336031	0.0001014379565661	1.0289659032305987e-08	4.514540929695869e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
861.723749708137	4.301449506761514	742567.820811052	18.502467859218875	856.5381054348416	-4.1918118323809495	733657.5260619078	17.571286438088933	822.7267326087643	2.44258027192393	676879.2765490932	5.96619838479198	821.1627108201449	660.8105178218656	0.816127	17.15984	0.0258198341253877	0.0119230055094894	-0.0508983682	0.0558710699	-0.063896971	-0.0085896137	0.0639710727	-0.0949591513	-0.0927818214	-0.0092368246	0.0271346373	0.1377036607	-0.1047165485	0.0741546297	0.0212405419	0.0748339657	-0.1232224599	0.0755083331	-0.0402005744	0.0203501693	0.0892268673	-0.0394685839	-0.1080702453	0.1096133614	0.0056264996	0.0674561293	-0.1200411642	0.0863109212	0.0165475018	-0.0195581449	0.0839552155	-0.0660588377	-0.1092157957	-0.0043211205	-0.0209369153	-0.0707483685	0.0188731485	-0.0642255528	0.0335603855	-0.0002147102	-0.0024153091	-0.0207220956	0.0350228354	0.078390741	-0.0083432513	0.0098820814	0.0006932605	-0.0452995772	-0.0075921237	0.1016570656	0.0121727189	-0.058129245	-0.0152330159	-0.0625844339	0.0511935013	0.0098282922	-0.0679410655	-0.1325626834	0.1251271724	0.1134548014	0.0948006283	-0.0231737904759228	0.0095738370710449	0.0005370245650219	9.165835626291549e-05	0.016075149111586	-4.503603931029984e-05	2.0282448367588728e-09	0.0002584104189597	0.0123377860265492	-0.0075471498428924	0.0001522209640369	5.695947075107226e-05	-0.0003517879168532	-8.6031272826e-05	1.2375473844391397e-07	7.401379904061645e-09	-0.0007251032029516	-1.365215170003476e-08	5.257746549306693e-07	1.86381246040762e-16	0.0005848720375659	-8.703129846509997e-05	7.574446912521312e-09	3.420753003264876e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
