global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20
975.5122334454496	n/a	n/a	951624.1176017292	1047.0200424552525	n/a	n/a	1096250.9693029986	914.4865961371528	n/a	n/a	836285.734514516	924.4311306762696	806.1939057571877	n/a	n/a	n/a	n/a	-0.0954066656	-0.0163016685	0.1062568289	-0.0439045584	0.0190452318	-0.0598451257	0.2064298685	-0.0563984015	0.2391791635	0.0427881166	-0.0074595447	0.0002815175	-0.1287522818	0.0769380483	-0.043829613	0.1884352136	-0.0261141224	0.1033158037	-0.1242360464	0.1315263954	-0.0703114811	-0.0309181261	0.0709039	-0.0353029326	0.1288063298	-0.112422366	0.0567285942	-0.0934671273	0.0821814126	-0.1092234858	0.0495804467	-0.0261404385	0.0592188572	-0.0099097804	-0.0740300223	0.0894241417	-0.0957345196	0.0838166532	-0.0895949729	0.0542714785	-0.0773210851	0.0046772353	-0.1686957898	0.142876035	-0.0591535222	0.0267493449	-0.0398097662	0.0011503135	-0.1629476593	0.0254077266	0.0155755309	-0.1434267481	0.0995047891	-0.0996241246	0.1268681113	-0.0990876384	0.244465557	-0.0945928365	0.129700916	-0.0487258422	0.0669974378	-0.0328512496	0.1542901281	-0.000454892	0.0271485834	-0.1509788058	0.1581467166	-0.0383677448	0.1211000348	-0.0230905934	0.0480626163	-0.0538870201	0.0206320838	-0.1201822012	0.0997304837	-0.015341001	-0.0981213147	0.1032219437	-0.1679568477	0.0071157602	-0.030041591	0.1525391121	-0.0299023903	0.0052332513	0.1290883846	0.1290552057	0.1289999139	4.164942964735019e-06	n/a	1.7346749899495728e-11	n/a	-0.0406574772630108	n/a	n/a	0.0016530304573922	7.565103102535886e-05	n/a	5.723078495199809e-09	n/a	-0.0004040000085133	n/a	n/a	1.6321600687874646e-07	0.0002529996381444	n/a	n/a	6.400881690119735e-08	5.1102622363911417e-08	n/a	n/a	2.6114780124685398e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
974.139289638247	-1.3729438072026596	1.884974697736134	948947.3556169084	1032.5767714809365	-14.443270974315965	208.60807643751804	1066214.789001994	916.545106608073	2.0585104709201687	4.237465358887975	840054.9324472038	925.3621629685622	804.4002638786986	1.258409	18.944242	0.0929838846668773	0.0766458984121699	0.0251742355	-0.1231168848	0.0905427469	0.0477695712	-0.0419189661	-0.1343111453	0.0546450671	0.0731953211	0.0853591409	-0.1165370487	0.1199082097	0.0380744602	-0.0282844648	-0.0485940079	0.0713905331	-0.0355241657	0.0161994855	0.0687159666	0.1149553613	0.0982908119	0.0950338952	-0.0546050622	0.0324585333	-0.0468441531	0.2057616817	0.1516294613	-0.0601562415	-0.1201470811	-0.0654134677	-0.1288287649	-0.0290228865	-0.0752837359	0.012023549	-0.0820042731	-0.1035770002	-0.0785538098	-0.0888775343	-0.0786617207	-0.1024007751	-0.0289385851	0.0335215126	0.0668610009	0.0421992444	0.0810290942	-0.0631610544	0.0498713069	0.1882111932	0.103759019	-0.1308698419	-0.0005282781	0.0850033331	0.1291390169	0.0973055806	-0.051490624	-0.0850412923	-0.1582518482	0.0890042455	0.0335745705	0.0219584427	-0.1172592524	-0.0212506301	0.1483304083	0.0386705079	-0.0451428414	-0.0017193728	-0.1548780575	0.1254352855	-0.1308599147	-0.033624528	0.002358598	-0.0776420686	0.0973282124	0.0706021501	-0.1276243982	0.1168055302	-0.0046849137	0.1471774494	0.0132381259	-0.0509261069	-0.1756985451	-0.0870205422	0.0958893154	0.0778229623	0.0846941749	0.1289999139	0.1287014744	0.1282045865	-1.3179428890452982e-06	-5.482885853780317e-06	1.7369734587850672e-12	3.006203728558432e-11	0.034216178671329	0.0748736559343398	0.0056060643529738	0.0011707468828683	2.3445039232683484e-05	-5.220599179267538e-05	5.496698646220676e-10	2.7254655790568886e-09	-0.000512000060923	-0.0001080000524097	1.1664011320497954e-08	2.6214406238515574e-07	-2.7126745294481225e-11	-0.0002529996652711	6.400883062731157e-08	7.358603102716594e-22	2.320538758978502e-11	-5.107941697632163e-08	2.6091068386409343e-15	5.384900131921486e-22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
973.064481285954	-1.074808352292962	1.1552129941587117	946854.4847403028	1033.3760132409038	0.7992417599673445	0.6387873908756982	1067865.9847416647	915.4797496880424	-1.065356920030581	1.1349853670570458	838103.1720888807	923.7601776827298	810.1306643379428	1.532976	23.077616	0.1561625052697141	0.13104855761742	0.1152121801	0.0405191529	-0.0868751293	0.0477686162	-0.0678244475	0.0529571259	-0.0274440595	-0.1219415273	0.0162603132	-0.1130996099	-0.0918311965	-0.0628111482	0.055483447	0.1345457251	0.1184783134	0.118962147	-0.0204364148	-0.0354083906	0.0360795713	0.1778427981	0.1132983574	-0.0461186022	0.1771853477	-0.0519147168	-0.1262083108	-0.0058795813	0.0236072683	0.0326551302	0.0406230162	-0.0496796964	-0.0072093083	0.1514393374	-0.0553489892	0.0482024892	-0.0320182709	-0.1333090156	0.1154015478	-0.0096064555	0.1043457759	0.0804518854	-0.1558976215	0.0825049759	-0.0366565825	-0.016195871	0.0223654452	0.0555377862	0.0762628021	-0.0477610687	-0.0116198937	0.2276816926	0.1182173674	-0.083629008	-0.0165787789	-0.1334233012	0.0538818368	0.0477111175	0.0416807329	-0.0415630971	0.0533315758	0.0780981362	0.1601828373	-0.1235640855	-0.0711329313	-0.0373623916	0.1409523121	0.0099460419	0.0299422515	-0.2040344216	-0.0503034734	0.0092084162	-0.0794674364	0.1718276711	0.1443852599	-0.1531235285	0.0974879924	-0.1423264491	0.1269320062	0.0405483503	-0.0101585427	0.0174079832	0.0599473348	0.0550635457	0.0628049935	-0.0476568622	0.1288230331	0.1279949812	0.1266188352	4.3638932027079136e-05	4.4956874916124434e-05	1.904356388464033e-09	2.0211206022240582e-09	-0.0941271642983707	-0.1283433429696997	0.0164720136846379	0.0088599230588524	0.0001458038242105	0.0001223587849778	2.1258755154406384e-08	1.4971672261247534e-08	-0.0002520001391395	0.0002599999217835	6.759995932742612e-08	6.350407012632735e-08	0.0002930000727052	0.0002930000998319	8.584905850152993e-08	8.584904260525248e-08	3.69343923504648e-08	3.6911186962875025e-08	1.3624357230083146e-15	1.364149338298073e-15	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
970.200711473784	-2.8637698121699486	8.201177537095903	941289.4205442368	1024.1674369131456	-9.208576327758236	84.79787798414938	1048918.938833242	913.9810780843098	-1.4986716037325325	2.2460165758342403	835361.4110961573	922.5152643526518	807.7398065376566	1.613768	24.293867	0.1056043371705765	0.0676050476857977	-0.0937895417	0.0454323828	0.00398956	-0.1073517146	0.1032837496	0.0419484809	-0.1085418308	0.051380257	0.1606827123	0.0098265636	-0.1004869535	0.1149417349	-0.0629478386	0.0998805189	-0.0608669891	0.1615437043	0.0140003793	-0.0282907619	-0.0544310125	0.0021546949	-0.0841549587	-0.0699017636	0.0410690109	0.2077805031	0.0376691776	0.1196912843	0.0474664129	0.1142814372	-0.0681270974	0.1482422621	0.3044318033	0.0133012004	-0.0314357378	0.0899906678	0.0065492509	-0.0507670139	-0.0158409196	0.1030170664	0.0200216008	-0.08772755	-0.1107677978	-0.0081533229	-0.1877698417	0.0656163729	0.0053430313	-0.0129496732	-0.116617191	0.0088710594	-0.0927954583	0.0143289337	0.1753154427	0.0429322116	0.028552585	0.0569554438	0.0548694356	-0.1126602683	-0.238446475	-0.056951474	0.0494356832	0.0953361855	-0.0178986742	-0.0691329653	0.1398321438	0.0256146869	0.1973083316	-0.1284470542	0.0630206853	-0.0706384434	0.1078837362	-0.0163750421	0.0142264886	-0.1351546578	0.1252300525	-0.1236496769	0.0371100975	0.0967695898	-0.1262445498	-0.2053210818	-0.0132460722	0.0451973098	0.0134439729	0.0381710623	0.0180326847	-0.1374407281	0.1285578634	0.1269376627	0.1242524367	0.0058526893252519	0.0058090503932248	3.4253972337917544e-05	3.374506647102545e-05	-0.0510402714182873	0.0430868928800834	0.0018564803380597	0.0026051093064524	0.0515035697016372	0.0513577658774267	0.0026526176920114	0.0026376201159205	-0.0002559998584726	-3.999719333100003e-06	1.5997754743573932e-11	6.553592753799124e-08	0.0001899998421468	-0.0001030002305584	1.060904749508356e-08	3.6099940015808923e-08	2.4323887018711663e-08	-1.2610505331753142e-08	1.5902484472217434e-16	5.9165147969904985e-16	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
971.775847327546	1.575135853761935	2.481052957806341	944348.29744917	1029.8619419151628	5.694505002017195	32.42738721799885	1060615.61940527	916.429192843967	2.4481147596571877	5.993265876451368	839842.465496645	924.569295724722	791.9251323876189	1.294393	19.485947	0.0580729594305347	0.0343663254771967	-0.0548132707	-0.106821892	0.0811809518	-0.0068547145	0.037059625	-0.1388595066	-0.086736718	0.0172311281	0.0178614042	0.0405172245	0.1028168201	-0.001200065	-0.0819408571	-0.0118324711	-0.0421343484	0.0461577014	0.1084187732	0.1050463963	0.1509036046	0.0864070624	0.0987900593	0.0533887469	-0.0098725374	-0.0190299626	0.0405198519	0.0970491342	-0.1167558511	0.1050867381	0.0509433019	0.1441106656	-0.102342718	0.0189798861	-0.0761763758	0.0478097061	-0.0996822334	0.0848296088	-0.0530630291	-0.0234822281	-0.1142962396	0.0089499332	0.0295093922	-0.0366474476	-0.0472677029	0.120655217	-0.1082760687	-0.0302146661	0.1442683271	0.0145759187	0.0034545778	0.1281771161	0.0312927656	-0.0026919788	-0.1599930042	0.1670212747	0.0092162643	-0.0052919796	-0.0645867737	0.0488794616	0.0444045202	0.1200006473	-0.0581696532	0.0187159296	0.1105135154	-0.0930965565	0.0958474707	-0.1834667044	0.1218170535	-0.0010743974	-0.0103392311	-0.074252557	0.0017385222	0.0039600023	0.1884432909	0.053638825	0.169435212	0.2457610118	0.0009440961	0.0411851379	0.1354670466	0.1560406469	0.1668223358	0.0641855957	0.1607843577	0.1575095423	0.1282045865	0.1255324169	0.1211199807	0.0090566689963509	0.0032039796710989	8.202325330946361e-05	1.0265485732815653e-05	-0.0227467052577878	0.0282935661604995	0.0008005258860785	0.0005174126000846	0.0344293679768981	-0.0170742017247391	0.0011853813792886	0.000291528364537	-0.0002559997856438	7.282880001109257e-11	5.3040341110557165e-21	6.553589024967156e-08	-1.1666223542761145e-12	-0.0001899998433134	3.6099940459125044e-08	1.361007717496744e-24	2.5452986344032948e-12	-2.4321341720077263e-08	5.915276630647708e-16	6.478545138295277e-24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
973.7533107862322	1.977463458686202	3.910361730439197	948195.5102671484	1030.859393195927	0.9974512807641532	0.9949090574980496	1062671.0885402746	916.108347913954	-0.3208449300129814	0.1029414691150349	839254.5051176343	924.461624638484	798.6093577329519	1.281498	19.291826	0.0822119440013296	0.0555877813928	0.1057108242	-0.0760437674	-0.0729174682	0.0898835613	-0.1078283403	-0.0294288359	-0.0281282737	0.074010813	-0.077270664	-0.0706245337	0.1023928671	0.0388045371	0.1006758465	0.0049859339	-0.0869657973	-0.017363568	0.0031019316	-0.0665745316	0.165739505	0.1228908051	0.1339748927	0.0147894027	-0.1415533693	-0.0261758919	0.0946471377	-0.062610874	0.0868375236	0.1399099984	0.1010644047	0.1249236338	0.1292490596	-0.1468170977	-0.1186076905	-0.0480171258	-0.0104826061	0.0181353757	-0.0232848841	-0.1271424513	-0.0040401268	-0.0658624689	0.0054321385	-0.0942056369	0.0086454014	0.0075979639	0.0272538008	0.0832512553	0.2300206534	0.0455931182	0.0417096822	0.1005076644	-0.049196917	-0.1021406676	0.0682023493	0.1653867255	-0.1939913164	-0.037782164	-0.1110140497	-0.1014653389	0.0681246749	-0.0590837432	-0.0828858421	0.1132680488	-0.0854382839	-0.0673832565	0.1129525815	-0.1074663558	0.0515418191	-0.1110342951	-0.0261417796	-0.0841597994	-0.0201795903	0.0273530118	0.0181831071	0.0717030022	-0.1377024956	0.2421583813	0.0487551435	0.0050481135	0.0027276067	-0.0717348231	0.0631502333	-0.065764448	-0.0307834264	0.1154837146	0.1277634447	0.1237830955	0.1172407796	0.0044906772620691	-0.0045659917342818	2.016618227206443e-05	2.0848280517529714e-05	0.0213062903751506	0.0440529956329384	0.0019406664242356	0.0004539580095502	0.0008364113427887	-0.0335929566341094	6.995839343455962e-07	0.0011284867354211	-0.0002559997856438	0.0	0.0	6.553589024967156e-08	-1.1666223542761145e-12	0.0	0.0	1.361007717496744e-24	2.5452986344032948e-12	0.0	0.0	6.478545138295277e-24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
973.8745365471342	0.1212257609020071	0.0146956851062705	948431.6129348954	1029.7709781843732	-1.0884150115537068	1.1846472373754555	1060428.2675108009	916.3023443603516	0.1939964463975911	0.0376346212148934	839609.9862802764	924.4490321936976	814.2227470835701	1.551861	23.361902	0.1313219627883292	0.0907302703838674	0.0941939436	0.1444533281	0.0179673292	-0.0074331261	-0.0106751739	0.1072635506	-0.0224119322	-0.0928908311	-0.0485101375	0.0261859601	-0.0804358963	-0.0859264514	0.0827704381	0.097020329	0.0374219371	0.0299928771	0.0367477267	-0.0819894711	0.19459379	0.0773275069	0.0433456678	0.0751168148	0.0719170976	-0.0227987463	-0.0148099247	-0.0352077848	-0.0318926275	0.1027872863	0.0869229163	0.0242194749	-0.1081443388	0.0247940032	-0.0458934114	0.1343525467	0.0345645879	0.0133122073	-0.071542125	-0.0077670778	0.1358884591	0.0882993495	-0.0814420629	-0.0313516773	-0.0301418771	-0.0893217739	-0.0383707994	0.1123910536	0.1158706061	0.0252160335	0.186638452	0.1109351372	-0.0305504472	-0.0027576446	0.0432988605	0.0809282332	0.0194500955	0.0527590652	0.027847185	-0.0840583712	-0.0105969291	0.0434516142	0.1384033331	-0.0807435749	-0.1001557319	0.0289089975	0.1251643837	0.0294175425	0.0465358262	0.0208844792	0.0124210166	-0.0892595933	-0.0022196055	0.1789629476	0.1463363521	-0.0463131998	0.0168957259	0.1407904565	0.0495189143	-0.058693246	0.0437956398	0.0752059115	0.1752065856	-0.088718042	-0.2024331454	-0.1193082066	0.1272347401	0.1216944932	0.1126387502	0.0045402594266761	4.958216460700018e-05	2.061395566152119e-05	2.458391047115661e-09	-0.0643270864018603	-0.0856333767770109	0.0073330752182335	0.0041379740449524	-0.005651015735097	-0.0064874270778857	3.193397883831389e-05	4.2086710090884594e-05	2.403101483509261e-05	0.0002800308004788	7.841724921684935e-08	5.77489674004441e-10	0.0002859974154552	0.0002859974166218	8.179452231435624e-08	8.179452164705427e-08	-0.0002170033157305	-0.0002170033182757	4.709044014270756e-08	4.7090439038031076e-08	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
970.7392122481988	-3.135324298935416	9.830258459494855	942334.6181962535	1027.235322334397	-2.5356558499761377	6.429550589518209	1055212.4074514527	913.8175912136502	-2.4847531467014505	6.17399820004276	835062.5900115179	922.2355223905124	806.8662433027333	1.682847	25.333778	0.0560656720476017	0.0280746466418107	-0.1071085781	0.055304412	-0.0517821308	-0.0135973675	0.114131942	0.0399104617	-0.032190258	0.0593472773	-0.0640066633	-0.030983093	-0.0761892648	0.0890682204	-0.0969049532	0.1488396296	-0.1474397867	0.0125934768	0.0300724797	-0.0336911598	0.0198982848	-0.0443923391	-0.0544100186	0.0919763141	-0.054915513	-0.0282864133	0.0575378895	0.1511787377	0.1441660709	-0.1719470976	-0.1034640695	0.0849045311	-0.0009325555	-0.0950530074	0.1570923577	-0.0613864526	0.0971454162	0.0235264013	0.1367968305	0.1245141675	-0.0164487789	-0.0624403053	-0.1234529946	-0.1627140136	-0.0810052679	0.0399496869	-0.0103213439	0.0414727771	-0.0522934551	0.0493800611	0.0408074259	-0.0867557498	0.0213342524	0.03383006	0.0238905841	-0.0934650618	-0.2558749673	-0.0132701533	-0.1825457661	0.2052883712	-0.2657940426	0.0507820929	-0.0999887291	-0.0130105598	0.0528638062	0.0264963758	0.1243954655	0.2192852756	-0.0095685074	-0.1652394745	-0.0156440625	0.2389293651	-0.1999185543	-0.0979905337	-0.0980278952	-0.1384448443	-0.278579056	0.1320763473	-0.0626752967	-0.0537336151	0.2450399541	-0.0110725251	-0.1117893588	-0.1346954636	-0.0370790008	-0.1494097411	0.1266188352	0.1192723348	0.1073422654	0.0060349732005704	0.0014947137738942	3.642090153160293e-05	2.2341692658693382e-06	-0.0456847520418648	0.0186423343599955	0.0003475366303898	0.0020870965691266	-0.0131821357529275	-0.0075311200178304	0.0001737687030086	5.671776872296725e-05	8.800031124951341e-05	6.39692964144208e-05	4.0920708837560296e-09	7.744054780011237e-09	0.0005730000908981	0.0002870026754429	8.237053571138259e-08	3.283291041692309e-07	-2.5209670191291293e-08	0.0002169781060603	4.7079498509518575e-08	6.355274711536808e-16	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
973.22795640727	2.4887441590711887	6.193847489310959	947172.655132671	1030.4042071848407	3.1688848504436464	10.041831195371252	1061732.83018422	917.6348919677736	3.81730075412338	14.571785047430929	842053.7949567075	925.8529373873196	781.9396727088666	1.68049	25.298298	0.1574390699877652	0.0945060634216778	-0.0836355929	0.0169883316	-0.0043365735	-0.0718515702	0.0771636864	-0.0308524355	0.0283432643	-0.1349117112	-0.0578774331	0.2189824435	-0.020219206	-0.2068125806	-0.1291069572	-0.0707132106	0.0244836328	0.042749223	0.1489454546	-0.0597165734	-0.0637151364	-0.1230854481	0.0468814173	-0.1903836227	0.1260048363	-0.1583798477	-0.0682276124	-0.031730683	0.0733841154	-0.216482921	-0.1248168485	0.1820935703	-0.0457064569	0.0395999426	0.0485459395	0.0700206696	-0.1668889731	0.1406865832	-0.0587025798	0.077407595	-0.0472201477	0.2017523249	0.1006953739	0.0148410677	-0.040107903	-0.201636521	-0.0850546878	-0.1805700421	-0.0255517149	-0.1074150485	-0.0490904901	0.0815052521	-0.055455989	-0.0794407302	0.059215412	-0.2618074415	0.0490528639	0.1251807738	0.0474920506	0.1415815735	0.0125734007	0.1731222172	0.1839695937	0.1084347877	0.1242599858	0.0631878977	-0.1366312903	0.0655321824	-0.0359283391	-0.0861716207	0.1506624624	0.1459180168	-0.2935882485	0.1383935603	-0.0317124323	0.0533976707	-0.03026749	-0.0217559775	0.0311907744	0.2015241159	-0.03892495	0.2670344161	-0.1203232609	-0.1938755787	0.1006327999	0.081766025	0.1259161521	0.1165232592	0.1013839798	0.011856534409631	0.0058215612090606	0.0001405774082067	3.389057491083911e-05	0.0312617734732754	0.0769465255151402	0.0059207677888521	0.0009772984806943	-0.0197018573415022	-0.0065197215885747	0.0003881631827049	4.250676959252704e-05	-0.0007019996591116	-0.0007899999703611	6.240999531705601e-07	4.928035213928026e-07	8.039346965915684e-12	-0.0005730000828587	3.283290949561378e-07	6.463109963837771e-23	-2.9390262413445806e-11	2.5180279928877847e-08	6.340464972966486e-16	8.637875247312053e-22	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
975.7853028307312	2.55734642346124	6.540020729589997	952156.9572204618	1036.9687462748495	6.564539090008793	43.09317346425348	1075304.1807508334	919.126809149848	1.4919171820744168	2.2258168781688688	844794.0912979811	927.18625589224	806.822138287449	1.828189	27.52178	0.1220189452148398	0.1027022066266012	-0.0607922542	0.0025416148	0.0511985906	0.062639445	0.0490612341	-0.0470523022	0.1071686792	0.0217845155	-0.0115007796	0.0772182972	-0.0375260774	-0.0600382207	0.0027731676	-0.200961834	0.0182621678	-0.104453509	0.0277570657	0.017645497	-0.1337857793	0.2203217921	-0.1574043019	-0.042356969	-0.1670457607	-0.1130316795	0.1961494344	0.1424319143	0.1241963529	0.067718375	-0.1310828214	-0.0789282424	0.0887909784	0.1333553148	-0.1556105362	0.0568760664	0.0981883934	0.027751724	-0.0794313396	0.0549859525	-0.0015361976	0.0066326382	0.1957860842	0.0642045324	0.1150946285	0.04535321	0.0471668567	0.1425828602	-0.0416543109	0.0915401951	-0.3305033013	-0.1169401437	-0.0944080897	-0.2130287074	0.1256921837	0.0091643463	-0.0642965808	-0.1659010306	-0.1458732334	-0.2065156817	-0.0434091025	-0.0532479822	-0.076116598	-0.095970427	0.055190372	0.0829449544	-0.0639762448	-0.1208782972	0.139730381	-0.1342819594	-0.0252523632	-0.0955034613	0.1090182971	-0.3061153548	-0.0499534146	0.0815072971	0.0879893839	-0.0553841626	-0.1693743672	0.0655088377	0.1432215007	-0.1812680158	-0.0212612815	-0.0223103213	-0.2122002719	-0.0933570023	0.1251271724	0.1134548014	0.0948006283	0.0118492198660931	-7.314543537900037e-06	0.000140404011435	5.350254716783519e-11	-0.0688565229291384	-0.1001182964024137	0.0100236732745215	0.0047412207498909	-0.0131585185119149	0.0065433388295873	0.0001731466094284	4.281528303878491e-05	-0.0003949997951694	0.0003069998639421	9.42489164605293e-08	1.5602483818386797e-07	1.4945378268294007e-11	6.906031302378324e-12	4.769326834942925e-23	2.2336433158239483e-22	8.54752333907631e-12	3.793778575252212e-11	1.43927558780427e-21	7.306015523205423e-23	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
