global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10
959.992587935946	n/a	921585.7688919548	n/a	893.4527560109677	n/a	798257.8272235938	n/a	887.3411977377283	n/a	n/a	787374.4012026262	890.9826680375716	778.9144825485517	n/a	n/a	n/a	n/a	0.0641880886	-0.1301415373	0.1616802645	-0.0144870175	0.0684907881	-0.0773061758	-0.0352971665	0.21774292	-0.0528407984	0.1823814275	-0.1981822855	0.1293381069	0.2551973323	0.0772187559	-0.0005600453	0.0633630755	0.0004917482	-0.0957911751	0.0905096221	-0.0579919555	0.0667924064	-0.0728303895	0.1301879794	-0.1447343996	0.0169413385	-0.1172857291	0.1317249992	-0.0890919492	0.0614090895	-0.0303207888	0.0529155383	-0.043705249	0.1150537546	-0.2454385516	0.007747908	-0.0971482316	0.0550809159	-0.1898356785	-0.0947818933	0.1002476532	0.0214186831	-0.0783310109	0.0748750095	-0.0932231772	0.0435553821	-0.0358881925	0.0062828974	-0.1240398211	0.0604128665	-0.0565175406	0.0384922032	-0.1064622592	0.130251931	-0.1025132444	0.0445482986	-0.1815157701	0.2774664953	-0.0124356841	0.101423237	-0.1139006668	0.0203457136	-0.1183352635	0.190173667	-0.0242005729	0.0634592918	-0.2304841177	-0.0573289722	0.0246805101	-0.100609486	0.211047196	-0.1477017848	-0.0573965561	0.0689873497	-0.1747266568	0.0257545568	-0.1220240365	0.0715545528	-0.0551168523	0.0721721907	-0.0266545846	0.100084009	-0.0150112264	0.0019451088	0.0874474313	-0.0046658375	0.1082663252	-0.1997138746	0.0476039088	-0.0017332738	0.1056188324	0.1290883846	0.1290552057	0.1289999139	-4.297081672177683e-05	n/a	1.8464910897365351e-09	n/a	-0.0369674931828853	n/a	0.0013665955522266	n/a	-0.0577832687350508	n/a	0.003338906145707	n/a	-0.0003010000208995	n/a	n/a	9.060101258149944e-08	-0.0008999996679994	n/a	n/a	8.099994023990303e-07	-1.3546127791932874e-07	n/a	n/a	1.834975781553762e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
956.251122894067	-3.741465041878996	914416.210036164	13.998560659602598	882.4436808461728	-11.009075164794922	778706.8498653421	121.19973598410434	886.6360723656344	-0.705125372093903	0.4972017903705651	786123.5248199585	889.7719591179992	777.464831854426	1.296906	17.381575	0.0243442910591189	0.0137385459146401	0.1490184463	0.0168941041	0.0858357248	0.0875561696	0.104120368	-0.032512058	0.1350894848	0.1377720499	0.0481867676	0.2325499335	0.1184223703	-0.0755177364	0.023309368	0.2108907903	-0.0185759528	-0.0823314033	0.131263616	-0.0221842027	0.1019666539	-0.030979029	0.0979282021	-0.3009813713	-0.1034609842	-0.1744555292	0.0256045731	-0.1763821493	-0.0124637513	0.2311466098	-0.0109531338	-0.099067282	-0.0495586718	0.0628796512	-0.0783632495	0.0168295456	-0.0437230882	0.0572070327	0.0516556864	-0.0830000147	0.0587716222	0.1126498855	0.1427718078	0.1633831501	0.1615116249	0.0725900619	0.0524500253	0.0478785603	0.0146932184	-0.1458731259	0.0274136759	-0.0258992998	0.1057986608	-0.1800663285	0.0776935526	0.0390936827	0.3362747899	-0.06128667	-0.1957729015	0.1396433098	0.0201601326	-0.1456140665	0.0661514732	-0.0248825733	0.0193951113	-0.1132755768	0.0943909395	-0.0270910867	-0.0515906943	0.1121812445	0.0209807931	0.158881147	-0.196235708	-0.0780091959	-0.030473658	-0.1545831932	-0.0081160941	-0.0530730377	0.1411837317	-0.0440618704	0.0370851805	-0.0034759071	0.094985991	0.0399345286	0.0154012046	0.0657191119	-0.2537360869	-0.0517708198	-0.1043969871	0.0935967417	-0.0520768449	0.0375515434	0.1289999139	0.1287014744	0.1282045865	-0.0001365481410857	-9.357732436392316e-05	1.864539483396023e-08	8.756715635110888e-09	-0.0417189190784199	-0.0047514258955346	0.0017404682090717	2.257604804075679e-05	-0.06207889782074	-0.0042956290856892	0.0038537895546378	1.845242924181904e-05	-0.0001699999686652	0.0001310000522343	1.7161013685389333e-08	2.8899989346168982e-08	-0.0007270002273154	0.000172999440684	2.992880647697683e-08	5.285293305166433e-07	-6.17791255944295e-08	7.368215232489924e-08	5.429059571229654e-15	3.816660359212295e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
954.6563505804404	-1.5947723136265497	911368.7477035648	2.5432987323097773	884.5443287310393	2.100647884866476	782418.6694902449	4.412721536193998	886.4088934473244	-0.2271789183099599	0.0516102609244834	785720.7263825102	889.9931687343268	771.2967153454317	1.152092	15.440722	0.0733602356154737	0.0397154660046366	0.0483930176	0.1196248041	-0.0120790372	0.1075081289	0.0873706151	-0.0529978968	0.190362867	-0.0152491471	0.0928080643	0.1201387505	0.1180431766	-0.1616398016	0.0030441134	0.119472997	0.090396153	-0.1602440168	0.1265805473	-0.0178720982	0.0486762369	0.0550580669	-0.0335993766	-0.0936818539	-0.0268130466	-0.024274749	-0.1981967648	0.0541808736	-0.1180708972	0.0299145721	-0.0289560457	-0.0209881647	-0.0531062138	-0.1405935211	-0.0894430965	-0.0001552137	0.0265897019	0.0190386711	0.0144195897	-0.0364900446	0.1503309038	0.0157210541	-0.137379001	-0.0007010733	0.0818204855	0.1909579218	0.0916693395	0.0457707114	0.0567483217	-0.0787566735	0.0289030733	-0.0843000776	0.0326222502	-0.0274254627	0.0234864407	0.0200999692	0.1708854538	0.0940471338	-0.1557860533	-0.0709815205	-0.0701415736	0.1232601991	-0.0116096518	-0.0578398551	-0.0061347192	0.1145906797	-0.1294094647	0.282180062	-0.0543425659	0.1046758101	0.1541254623	0.0713815755	-0.1313511153	-0.0431089359	-0.0064572586	-0.1529823575	-0.0423469185	-0.0337103105	0.035122142	-0.0484153106	0.0842557852	-0.0309437102	0.1212017472	-0.0113591243	0.1435240414	0.0508951976	-0.1151649336	-0.009143199	-0.0821150793	0.1209606551	0.0153275577	-0.0023077224	0.1288230331	0.1279949812	0.1266188352	0.0028257990816769	0.0029623472227625	7.985140450006011e-06	8.775501068209288e-06	-0.0083431330207588	0.0333757860576611	6.960786860207586e-05	0.0011139430949667	-0.0576016417522282	0.0044772560685117	0.003317949132552	2.0045821903025733e-05	-3.930315369494109e-08	0.0001699606655115	2.88866278211137e-08	1.5447378903681617e-15	-0.0011389977452032	-0.0004119975178878	1.697419547457081e-07	1.2973158635779737e-06	-6.900052105705483e-05	-6.89387419314604e-05	4.752550139092496e-09	4.761071906145066e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
955.1148649078418	0.4585143274014172	912244.4051679248	0.210235388432374	889.5235226257988	4.979193894759533	791252.0973046101	24.792371841610603	886.2259048094232	-0.1829886379011895	0.0334848416009326	785396.3543552809	890.0283863585672	767.4185007923054	1.133193	15.187433	0.0566889804535076	0.03239867029373	-0.0953523482	0.1277689302	0.0268312757	0.0207600996	-0.0154012243	-0.0425513696	0.0741805695	-0.0890545327	-0.0918591407	0.1082447489	-0.0135907158	0.0038443058	0.0384823403	-0.0181152378	0.195610791	-0.0403787308	0.0003146727	-0.0350359115	0.0452293129	0.0516177523	-0.0546429842	-0.067631009	0.0149612745	0.0939388529	-0.0427292029	-0.1280353757	-0.036614701	-0.1045574866	-0.024528484	-0.078368221	-0.0144046698	0.0113042249	-0.1275925282	-0.0190493078	0.0306574605	0.0379800995	-0.0734347259	0.1437235554	-0.0153209648	-0.045622225	0.0531992054	-0.0818752722	-0.0872713329	0.1369303294	0.1051577083	-0.0759254463	0.0470250146	-0.0259165293	0.0450241365	-0.0501578375	0.0933955608	-0.0216731043	-0.069811902	0.0873977154	0.0405306383	0.0046004615	0.1977828056	-0.0794622377	-0.1116200884	-0.0113860154	0.0122679198	0.0373193314	-0.0639156679	-0.0534047613	0.1109230045	0.1225516635	-0.0637733218	-0.0228631277	0.2081057682	0.0436321303	-0.0269524546	-2.33509e-05	0.0521439065	-0.1915397953	0.0155642729	0.0424580466	0.0352173201	0.0296804713	0.0020962919	-0.0407413333	0.0518190758	0.0462142158	0.11784729	-0.005134402	-0.0875743352	-0.0078740388	0.0317615231	-0.0809579377	-0.1925324691	-0.0235244548	0.1285578634	0.1269376627	0.1242524367	-0.0001095762478087	-0.0029353753294856	1.2006954083833632e-08	8.616428324952694e-06	-0.0083013509451888	4.1782075570000535e-05	6.891242751518697e-05	1.7457418389372354e-09	-0.0278441989589026	0.0297574427933255	0.0007752994156629	0.000885505401598	0.0001189998956213	0.0001190391987749	1.4170330844992756e-08	1.4160975157880296e-08	-0.0008480003538011	0.0002909973914021	8.467948180282702e-08	7.191046000467907e-07	5.0493868379474975e-08	6.90510149254343e-05	4.768042662232551e-09	2.5496307439237427e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
953.670220127116	-1.4446447807258664	909486.8887573018	2.086998542478487	881.2694322337275	-8.254090392071362	776635.8121895563	68.13000820048477	886.8082935379213	0.5823887284980174	0.3391766310815374	786428.9494876399	889.5261287610717	767.7892177836973	0.950828	12.743321	0.0805100133765219	0.0456651565917959	-0.1377478194	0.0668685315	0.0016347151	-0.0554449023	-0.0045949762	-0.0160643277	-0.0646248246	-0.1274124607	-0.1268042226	0.0932973584	-0.0401306566	-0.1045432082	0.0172708043	-0.0900654449	0.1858840909	-0.0442503413	0.0082715584	-0.0413434341	0.0909857023	0.1133469976	-0.1674781494	-0.0463505834	-0.0130545841	-0.0377591828	-0.0547680094	-0.0775528938	0.098131369	-0.1127214349	-0.0427656423	-0.1150628106	0.0479742334	0.1478422729	0.0410013654	0.059702626	-0.1029889869	0.1712799448	0.0049004075	0.101171721	0.0223398874	-0.017263966	0.0756984428	0.0458595759	-0.157635801	0.0268846632	0.101979078	-0.1178024531	0.1370237873	-0.0411129435	0.1866902035	-0.0011500646	0.0455284556	-0.0065617102	0.006822698	0.0475985168	-0.0224138021	-0.136631619	-0.0253597683	-0.1761398591	-0.1306151979	-0.0528450566	0.0373177701	0.1752471257	-0.1183974256	-0.0223685611	0.1706589491	-0.1553356938	-0.0475523691	-0.1491004876	0.1646227199	0.052881357	-0.0144617989	0.050181385	0.0644890672	-0.1021299944	-0.0970882025	-0.0202091092	0.0346985511	0.0131171339	-0.068924589	0.0578258323	-0.0056932229	0.0014809137	0.0578973023	0.011092505	-0.1251218774	-0.0319239644	-0.0030933493	-0.1090664251	-0.1517652287	0.021110864	0.1282045865	0.1255324169	0.1211199807	5.192597821235268e-05	0.000161502226021	2.696307213309725e-09	2.6082969009755185e-08	-0.0459859987661701	-0.0376846478209813	0.0021147120825221	0.0014201326813913	-0.0434547876691482	-0.0156105887102455	0.0018883185713707	0.0002436904798804	0.0001109447079343	-8.055187687000005e-06	6.488604867279649e-11	1.2308728218627129e-08	-0.0005250113214612	0.0003229890323398	1.0432191501186493e-07	2.756368876624355e-07	-0.0002099707784902	-0.0002100212723585	4.410893484311663e-08	4.408772781978064e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
954.062885211568	0.3926650844520054	910235.9889382216	0.1541858685477005	879.3205437867538	-1.9488884469736831	773204.6187254323	3.798166178747495	886.7605021832937	-0.0477913546275203	0.0022840135771334	786344.1882323673	889.8187534222387	770.1557744485846	1.123833	15.061994	0.0477291856377801	0.0231392725041965	-0.1472792669	-0.0594803284	0.0320676562	-0.2176882467	0.0034510042	0.0623362867	-0.1554571136	-0.1163221049	-0.1338576964	0.0368903023	0.0621546207	-0.1561406544	-0.0816956322	-0.0885493901	0.1677065575	0.0341515088	-0.0219179745	-0.0441292382	0.1803947243	-0.0306901963	0.0016304128	-0.0277805247	0.1443749855	0.014001935	0.0157772407	0.014660329	0.0625048419	-0.12940551	-0.0235760596	0.0061088456	0.0650648651	-0.0800714563	-0.1228788123	0.1162875272	-0.078056426	-0.1405867383	0.0587747831	0.130709769	-0.010744141	-0.0308795079	-0.0250762131	0.1172298107	-0.1557533534	-0.1019636735	0.1258168199	-0.161306408	0.1098740178	-0.0801892349	0.1227378686	0.0171156674	0.0118055982	-0.0869616048	-0.0678099694	-0.1219566626	0.0698253472	-0.0202426135	-0.1229572287	-0.1153548374	0.0360094526	0.0929615267	-0.084025257	0.1255950985	-0.0885756735	-0.1382035798	-0.0143943706	-0.0063046844	-0.039286307	-0.1090632577	-0.001899123	0.1002898207	-0.0146429623	0.0987037322	0.1353221859	-0.0748318631	-0.0863443997	0.0395682794	0.0081144483	0.1248888722	-0.0949371973	0.0504776148	-0.0412614196	-0.0383623332	0.0660403116	-0.0410006651	0.0972491795	0.0587719353	-0.1338913075	-0.0103110669	-0.0276394367	-0.0301386702	0.1277634447	0.1237830955	0.1172407796	4.101609013673624e-05	-1.0909888075616445e-05	1.6823196501048715e-09	1.1902565782247783e-10	-0.0387191344037347	0.0072668643624353	0.0014991713689744	5.280731766203364e-05	-0.030355569556292	0.0130992181128561	0.0009214606030868	0.0001715895151681	-5.854784375930867e-08	-0.000111003255778	1.2321722793329257e-08	3.4278500088644192e-15	-0.0002869998544361	0.0002380114670251	5.6649458435440276e-08	8.23689164463426e-08	-0.0004079999211753	-0.000198029142685	3.921554135259568e-08	1.66463935679051e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
955.0594790821405	0.9965938705724966	912138.6085846496	0.99319934286267	887.7370996889861	8.41655590223229	788077.1581642128	70.83841325540119	887.5239972953336	0.763495112039891	0.5829247861088056	787698.8457750874	891.273606024848	768.2418011555745	1.273868	17.072811	0.0408896596719167	0.0191460873443582	-0.0435009858	-0.1643466526	-0.0140246412	-0.0256295844	-0.0097000461	-0.0793104694	-0.1593251997	0.0512732669	0.0644483239	0.0059652116	0.0768998227	0.0002769308	0.0380723391	-0.0117711051	0.0119061255	0.1426799862	0.071448691	0.0189709438	0.1027821905	-0.0676745446	-0.0319821121	-0.0141218936	0.0581305831	-0.1263715207	-0.0036813005	0.0948261315	0.0420501278	0.0666224237	0.1338293133	0.1533574857	0.2364043008	0.1707382806	-0.0632524576	-0.1201077734	0.1122241395	0.0115881142	0.000977785	0.1098860693	0.0616884589	0.0121489227	0.1244751619	-0.1172094879	-0.0066047544	-0.171758847	0.0786300068	0.0382890861	0.0371849537	-0.053812387	0.0902902042	-0.0110128807	-0.1707723938	-0.15793886	0.0227617138	-0.0030115703	-0.005344211	-0.0810786843	0.1006331456	0.0903934044	-0.0307627319	0.0199162357	-0.2118880517	-0.0264830672	-0.0235641303	-0.029499564	-0.1065411022	-0.0634353013	-0.0476986395	0.0641891776	-0.0713186712	0.1740046501	0.0017678221	0.0845950717	0.0372941827	-0.0868916793	0.0031714766	0.0264541394	0.0069359998	-0.0077897803	-0.0495793694	0.0322588575	-0.0572826515	-0.1040416826	0.0098115155	-0.2246795752	0.0967506824	-0.0113606084	-0.0333935572	-0.1023592803	0.0749204025	-0.0355824017	0.1272347401	0.1216944932	0.1126387502	-0.0124723050601573	-0.012513321150294	0.0001555583935136	0.0001565832062103	-0.0441327150540473	-0.0054135806503125	0.0019476965380417	2.930685545743896e-05	-0.0184939772244234	0.0118615923318686	0.0003420271935774	0.0001406973726474	-3.5309595529031874e-08	2.32382482302768e-08	5.400161808119627e-16	1.2467675364238277e-15	-0.0003209999901752	-3.4000135739099986e-05	1.156009230277224e-09	1.030409936924785e-07	-0.0002199999843738	0.0001879999368014	3.5343976237367994e-08	4.8399993124472244e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
955.8987692675232	0.8392901853827652	913742.4570871656	0.7044080152798364	884.0966480918553	-3.640451597130778	781626.8831672538	13.252887831052028	888.456379258489	0.9323819631554215	0.8693361252175579	789354.7378451042	892.3883185743795	772.0276729001394	1.216223	16.300236	0.0543986830332393	0.0284083983298983	0.1275485292	-0.0665835666	-0.0104659883	0.0397364927	0.0995450357	0.0139409997	0.0394116183	0.1319014479	0.1210518256	0.0011498387	-0.043310298	0.0523279356	0.0239988912	0.1082981188	-0.1182382407	0.0375037747	0.0982463375	-0.0008653527	-0.029931545	0.0294943542	0.0883526318	-0.1662191676	-0.0107480989	-0.0085226593	0.0564056961	0.0417103107	-0.0185368159	-0.0188396239	-0.1021716542	0.1716430761	-0.0835103679	0.1029015702	0.0268134032	-0.1854471604	0.0914028555	0.0117969778	-0.0551653269	0.0275123652	-0.0990273521	-0.1149038417	-0.0392455555	-0.0555216481	0.1479739074	-0.0202356946	-0.0365334605	0.1457437955	-0.0562215109	-0.0245459552	0.0230538757	0.0132069074	0.0962989202	-0.0407111187	0.0914309079	-0.0842731873	0.0271173632	-0.0550674137	-0.0638682969	0.1159123795	0.0536675089	-0.089862698	0.0510706924	-0.1913109151	0.0043269104	-0.1176091937	0.1347177652	-0.0178602738	-0.0328875152	0.1087058143	-0.0563065184	0.0901984788	-0.0884387154	-0.0343589113	-0.0761274255	-0.0364291354	0.0096461138	0.0451436248	0.0826601935	0.0288052586	-0.007139316	0.0658607987	-0.0200292658	-4.55693e-05	-0.0812167017	-0.1247882115	0.0988282856	-0.0992836759	-0.0109757833	-0.000975356	0.0182809062	0.0517047083	0.1266188352	0.1192723348	0.1073422654	-0.0160482670780339	-0.0035759620178765	0.0002575468762079	1.2787504353296084e-05	-0.0244398207540683	0.019692894299979	0.0005973048384909	0.0003878100859101	-0.0360207705862762	-0.0175267933618528	0.0012974959136291	0.000307188485549	-8.406547322864803e-05	-8.4030163633119e-05	7.061068400208754e-09	7.067003789156538e-09	-0.0003209826183621	1.7371813099999193e-08	3.0177989038130343e-16	1.0302984129058955e-07	-0.0004080131159982	-0.0001880131316244	3.534893766321397e-08	1.6647470282656065e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
954.9845101106667	-0.914259156856474	911995.41455131	0.8358698058959106	884.2693318491397	0.1726837572844033	781932.251248924	0.0298196800298587	888.0266023199242	-0.429776938564828	0.1847082169221559	788591.2464278688	891.0017703962915	768.9074524213682	1.164873	15.612015	0.0776719806964808	0.0373730717137153	0.064863579	0.1378524044	0.0493210766	0.1281425797	0.081710424	-0.0063010328	0.1937344075	0.0003493537	0.0328604366	-0.0267001466	-0.15089722	0.0625092382	-0.0996876486	0.0754602127	0.0202560099	-0.131043329	0.0729326134	-0.0286105408	-0.065254239	0.0449290846	0.1417321836	-0.0269746434	0.0425786626	-0.0550067704	-0.0007726583	-0.0103430375	-0.1742623749	-0.1181122217	-0.0917008826	0.0341737296	-0.0755680631	0.0390322451	-0.0085942772	-0.051615272	-0.0402035386	-0.0366625028	-0.1039712863	-0.0653464876	-0.1895910814	-0.1248565597	0.0111059474	0.0080683304	0.0606862313	0.1670323738	-0.0243832261	0.0387034522	-0.0777257076	-0.0049561292	-0.031431467	-0.0877354628	-0.0199893416	0.023288368	0.0224681704	-0.1601533495	0.0713631588	0.1080318717	0.097216793	-0.0643559718	-0.1101542009	-0.0141982912	0.0074228378	-0.1629243634	-0.0949315481	-0.0002945536	0.1111895716	0.1663709033	-0.0342966076	0.139557559	0.0985341323	0.0051947636	-0.0947325346	-0.0970758875	0.0094950426	0.025188589	-0.0828460434	0.0537675102	-0.0438419541	-0.006673592	-0.0374284976	0.0053297602	-0.0978054661	-0.0777067262	-0.0295726071	-0.1354694575	0.0507378563	0.0064449295	0.1375256286	0.0144017631	0.1632680795	0.040439814	0.1259161521	0.1165232592	0.1013839798	3.978911004764996e-05	0.0160880561880815	1.583173278383999e-09	0.0002588255519108	-0.038073458471814	-0.0136336377177457	0.0014495882400049	0.0001858760774187	-0.0577682696038976	-0.0217474990176214	0.0033371729730285	0.0004729537135214	-5.6875269176107695e-09	8.405978570173042e-05	7.066047572220842e-09	3.234796243854706e-17	-4.699996002188733e-05	0.0002739826583402	7.506649707116971e-08	2.208996242059008e-09	-0.0002419998045795	0.0001660133114187	2.7560419568202282e-08	5.856390541651618e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
955.6606847688508	0.6761746581840953	913287.3444128688	0.4572121683703781	886.1187137935473	1.8493819444075823	785206.3749351306	3.4202135763007706	887.7214053969785	-0.3051969229456972	0.0931451617755218	788049.2935999867	891.1732490947708	774.0723402896836	1.187997	15.921938	0.0616625992340979	0.0401147234943499	-0.1603309038	0.0642984685	0.1030360215	0.0160427923	0.064036863	-0.0219875321	0.0403075048	-0.173422106	0.0066751419	0.0442298403	-0.1028762034	0.0723775941	-0.0162899693	-0.1166105917	0.1087695601	-0.0134031475	0.1112313427	-0.0381847763	-0.0394751201	0.0280113219	0.0429931202	-0.0411866418	0.0395962144	-0.0180641906	-0.0575955326	-0.0144169318	-0.0432511652	-0.1974706804	0.1774169497	-0.0436956688	-0.0360387183	-0.1116898041	-0.0764683171	-0.0039365489	-0.0177115254	-0.0874488329	-0.0804898808	-0.113594695	-0.0363288354	-0.0533319794	-0.0738046519	0.0046055959	-0.1544939665	0.0719153256	0.0401208097	0.0574006742	-0.0493940024	-0.0591670803	0.0048712609	-0.0453176952	0.0955810188	-0.0114485479	0.0798865495	-0.1056763569	0.0326079394	-0.030295447	0.2149675505	-0.0506624486	-0.0418858838	0.1828582238	-0.0184631725	0.0589898787	-0.0812162568	-0.0289481285	-0.1020153439	0.0441453032	-0.0360455796	0.055074712	0.1624110447	0.0498889066	0.132890815	-0.0802350094	0.1073060714	-0.0123118662	-0.0488336179	0.1453837043	-0.0150818483	0.0257847397	-0.0108082865	-0.0235160031	-0.0557909795	-0.0388972093	-0.0472182043	0.0070894171	0.0604513907	-0.0322505723	0.1708564301	-0.0281673494	0.2022188225	-0.0387260669	0.1251271724	0.1134548014	0.0948006283	9.504436120266746e-05	5.52552511550175e-05	9.033430596423121e-09	3.053142780204062e-09	-0.0015017250399296	0.0365717334318844	2.2551780955515585e-06	0.0013374916862128	-0.0577306737508536	3.759585304400487e-05	0.0033328306917274	1.41344816610641e-09	0.0003820037158627	0.0003820094033896	1.4593118427809165e-07	1.4592683893291044e-07	2.7945580713284457e-05	7.494554073517179e-05	5.616834076087294e-09	7.809554814026963e-10	-0.000285005154415	-4.300534983550002e-05	1.849460114473741e-09	8.122793804311799e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
