global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35
858.8958117511568	n/a	737702.0154436785	n/a	903.0561313415184	n/a	815510.3763535097	n/a	794.6141441099105	n/a	631411.6380195257	n/a	793.6638944789341	726.2377563478349	n/a	n/a	n/a	n/a	-0.021505158	-0.0233035097	0.0094196207	-0.0980233371	-0.0132952065	0.0293702816	-0.0574971387	0.1129156418	-0.0528508968	-0.0649617953	0.065800652	-0.0007541215	0.016465023	-0.1046959462	0.0308336952	-0.0695411847	-0.0615215453	-0.0409030649	0.0363045116	-0.0567348429	0.121322705	-0.0340237807	-0.042250717	0.0205646017	-0.0974783709	0.0954440594	-0.0499947706	0.0491509097	-0.0626356883	0.0193298562	-0.0854691224	0.0680973724	-0.0319746393	0.0366588794	-0.003927129	0.1130449917	-0.0123240364	0.0496394164	-0.0227639733	0.05759238	-0.0336123334	-0.120184806	0.1030492445	0.1451044195	-0.1009403114	0.1454831689	-0.0931718382	0.1290883846	0.1290552057	0.1289999139	-6.027851438261678e-05	n/a	3.6334992961753382e-09	n/a	-0.0393078784817504	n/a	n/a	0.001545109310736	0.2115629602080986	n/a	0.0447588861320135	n/a	0.0002499996947871	n/a	6.249984739364318e-08	n/a	0.0004500001679443	n/a	n/a	2.0250015114989821e-07	-5.6256987698930644e-08	n/a	n/a	3.164848664957634e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
857.07305872202	-1.82275302913672	734574.2279871192	3.3224286052270893	891.8640006230428	-11.192130718475596	795421.3956073389	125.26379001944508	795.4526821669712	0.8385380570606458	632744.9695666285	0.7031460731390429	792.8237585158575	714.2137179133597	0.7802289999999998	19.036476	0.0407097487685142	0.0190667104482247	-0.0170227065	-0.0454590526	0.0229675701	-0.1539110981	0.0418729399	0.0191458042	-0.0645300088	0.1222008784	-0.0206415925	-0.051046645	0.0340147591	0.0216104266	0.0441756323	-0.0923823347	-0.0143134829	-0.0836825657	-0.0576601571	-0.0455320086	-0.0066819528	-0.0736566917	0.0851399209	0.0057735239	-0.0832744005	0.0209524523	-0.1144079865	0.1158609882	-0.0634964412	0.0214730242	0.0011520924	0.0403743796	-0.1617020176	0.0290817368	-0.0379306168	0.0095492259	-0.0187674701	0.0416555771	-0.0735546382	0.0776834403	-0.0437662644	0.0772106062	0.0214804004	-0.0668346983	-0.0128022623	0.197189862	-0.0135418911	0.1019590688	-0.1076445887	0.1289999139	0.1287014744	0.1282045865	-0.0091288426923767	-0.009068564177994	8.333576890215946e-05	8.223885625039748e-05	-0.048413518615888	-0.0091056401341376	8.291268225241745e-05	0.0023438687847709	0.2242962802835535	0.0127333200754549	0.0503088213490383	0.0001621374401439	0.0004459998236207	0.0001960001288335	1.989158426696955e-07	3.8416050502787787e-08	0.0004499999042544	-2.636898999933829e-10	6.953236335852027e-20	2.0249991382896922e-07	-1.00352082751682e-07	-4.4095095052751365e-08	1.944377407711177e-15	1.0070540512600432e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
856.7599232279533	-0.3131354940667279	734037.5660495685	0.0980538376444137	883.872530179146	-7.991470443896787	781230.6496052854	63.86359985567592	795.5825444703461	0.1298623033749208	632951.5850659102	0.0168642178378399	793.1651993815104	722.0732720335772	0.657498	16.042011	0.1573011559709674	0.0658857003658619	-0.0199325594	-0.0261875431	0.0327331796	-0.1328244811	0.0726065865	-0.0260627058	-0.0284362321	0.1092265578	0.0525719345	-0.0458017414	0.0693038972	0.0014142195	0.0328969355	-0.1005562274	0.0180052682	-0.0822835594	-0.0533082405	-0.0534377928	0.0230201776	-0.0701135395	0.0918590054	0.0064714307	-0.0315922987	0.0162548918	-0.0884969619	0.0985284982	-0.0456612382	0.0258900098	-0.0350680908	0.0320515423	-0.1148977098	0.0587603695	-0.0187352417	0.0322511052	0.0026598307	0.0704988497	-0.0767434473	0.0377590578	-0.0179317998	0.0527573977	-0.0122868036	-0.0887249854	0.0402247624	0.1377503045	-0.0450021549	0.0991872419	-0.0385135282	0.1288230331	0.1279949812	0.1266188352	-4.574149704694719e-05	0.0090831011953297	2.0922845520958783e-09	8.250272732460076e-05	-0.0126637042375818	0.0357498143783062	0.0012780492280833	0.0001603694050169	0.1808216208693238	-0.0434746594142297	0.0326964585738094	0.0018900460111832	-0.0002470002545495	-0.0006930000781702	6.10091257475178e-08	4.802491083439032e-07	-5.971498739487657e-06	-0.0004559714029938	2.079099203482143e-07	3.565879719570268e-11	-0.0002310004905807	-0.0002309001384979	5.331487395837172e-08	5.336122664852408e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
857.579013473064	0.8190902451107149	735441.7643494337	0.6709088296355311	884.8434651448176	0.9709349656716312	782947.957809488	0.9427147075637718	795.8889821370443	0.3064376666982298	633439.2718871405	0.0939040435714553	793.8573195975167	723.6141295558058	0.7927389999999999	19.341715	0.2052106396786895	0.1425132636188758	-0.0120312769	0.0066721774	0.0194214758	-0.1223478695	0.061005843	-0.0110152283	0.0260111446	0.0656961444	0.0222338333	-0.0407128916	0.0555864845	0.024122042	0.0452819652	-0.0712945533	-0.0638206499	0.0121452012	-0.0451678871	-0.0437697308	0.0056136496	-0.0519070756	0.042306192	0.1279563603	0.0430286206	-0.0003772833	-0.0539145369	0.0446456031	-0.009572464	-0.0020131199	0.019805398	0.0330843932	-0.1366886937	-0.0077164705	-0.0369759381	0.0710720925	0.1019707365	0.000592225	-0.1082817901	-0.0524517377	-0.0338615653	-0.1171665734	-0.0302661671	0.0540543436	0.0364042998	0.1000368705	0.0490114682	0.0591651496	0.0090974679	0.1285578634	0.1269376627	0.1242524367	0.0285365620836728	0.0285823035807197	0.0008143353755553	0.0008169480779804	-0.0175257899063439	-0.0048620856687621	2.3639877050381795e-05	0.0003071533118413	0.0563575977507753	-0.1244640231185485	0.0031761788242381	0.0154912930508545	0.0003980001802896	0.0006450004348391	1.5840414351055412e-07	4.160255609426281e-07	-7.599999555107928e-05	-7.002849681159162e-05	4.903990365691098e-09	5.7759993237640715e-09	1.5123981792977562e-08	0.0002310156145624	5.3368214171686326e-08	2.287348252743168e-16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
856.9647335394043	-0.6142799336597591	734388.5545302621	0.377339836897038	892.1475156637339	7.304050518916256	795927.1897049723	53.34915398288083	796.4779821416383	0.5890000045940269	634377.176036416	0.3469210054117637	795.3196834309896	730.1507028586856	1.300971	31.741854	0.3446523363068335	0.190221030073912	-0.0092496945	0.0327240628	0.0327684986	0.0469271977	0.0399014599	-0.0063345258	0.0583357887	-0.112511091	0.0222464983	-0.0459385308	-0.0119731297	-0.0297448737	-0.0041099651	0.0032807135	-0.033261443	0.0570331149	-0.0376854301	0.0296352541	0.0260111179	0.0429505755	-0.0105697369	0.0680068336	0.0632203587	0.0204542189	0.0919271359	-0.0324645739	0.0822024121	0.0297960286	-0.0510388543	-0.0129047527	0.0315998932	0.017824361	0.0962115939	-0.0238346108	-0.0038554472	0.0797889303	0.0551687794	-0.0937649602	0.0184163761	-0.1442145759	0.0935318041	-0.0909980822	0.0577681269	-0.1543486123	-0.2453590713	0.0533360951	-0.0422852713	0.1282045865	0.1255324169	0.1211199807	-0.0281536002731002	-0.056690162356773	0.0007926252083375	0.0032137745080372	0.050295667544745	0.0678214574510889	0.0045997500907898	0.0025296541737715	-0.1110799735714778	-0.1674375713222531	0.0123387605286402	0.0280353402902945	-4.8157662557431296e-08	-0.0003980483379521	2.3191604629954203e-15	1.5844247934647496e-07	-0.0001719998065339	-9.599981098282072e-05	9.215963708737305e-09	2.9583933447699023e-08	-0.0005599996306176	-0.0005600147545993	3.136165253690183e-07	3.135995862918484e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
856.8654908213649	-0.0992427180393633	734218.4693605386	0.0098491170838405	898.2627430451222	6.1152273813883085	806875.9555429472	37.39600592608131	796.7173648136918	0.2393826720534662	634758.5593956732	0.0573040636794573	795.9132590738932	720.5998148543111	1.110748	27.100687	0.3143937521728168	0.1815271074475518	-0.0458891848	0.0380331086	0.0538303998	0.1391269381	0.0197403635	0.0554878731	0.1054075132	-0.1312271375	-0.021045289	-0.0349749507	-0.0718843473	-0.0357516839	-0.0558470011	0.1021739611	0.0070975134	0.0424884417	-0.0250826731	0.0705329085	0.0122568172	0.0875104755	-0.0694910041	-0.0356537539	-0.0150750714	0.040973229	0.1353202077	-0.0271225011	0.1297959919	0.0218785057	0.0158801428	0.0139945082	0.0439666512	0.0513185828	-0.0177236057	-0.0512340011	-0.0022527642	-0.0318653498	0.0251486529	-0.0284843634	0.0718225699	-0.0548457475	0.0271562211	0.0513471935	-0.1604243806	0.0437041737	-0.196590427	-0.0210074153	-0.0060332301	0.1277634447	0.1237830955	0.1172407796	-0.000715123146648	0.0274384771264522	5.114011148717369e-07	0.0007528700270188	0.0270742206764111	-0.0232214468683339	0.0005392355946588	0.000733013425235	-0.1632647656527979	-0.0521847920813201	0.026655383703663	0.0027232525245706	0.0027130032772683	0.0027130514349308	7.3603867824685375e-06	7.3606480885803855e-06	0.0007879987944685	0.0009599986010024	9.215973139265652e-07	6.209421000838094e-07	-2.068944616645573e-06	0.0005579306860009	3.112866503814956e-07	4.280531826746697e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
856.9569794795582	0.0914886581932705	734375.264678728	0.008370174578005	901.0743069771008	2.81156393197864	811934.9066942625	7.904891743603189	796.4473423291278	-0.2700224845640377	634328.3691031309	0.072912142170136	795.557309366862	729.8023680042238	1.366223	33.333908	0.5587528491998345	0.3846151855110153	-0.0013804979	-0.0086934266	-0.0573063	-0.0093718189	-0.0188283789	-0.0133984595	-0.0568511847	0.0302747966	0.0045340778	-0.0244236895	0.0148521022	-0.0018979164	-0.0375540196	0.0227221749	0.0222092056	-0.0313190983	-0.0182192222	-0.0164209141	0.0083609748	0.0321014816	-0.0002238784	-0.052761105	-0.0022488962	-0.0003850897	-0.039039239	-0.0133255441	-0.1029916664	-0.0594097436	0.0416224232	0.0084130833	0.0340262679	-0.0241558992	-0.0673936121	0.0045498069	-0.0314550383	-0.0719067808	-0.0199662288	0.0855644268	0.0253868963	0.0135990977	-0.0532015785	0.0834918511	0.0577067652	0.0010736021	0.113100547	-0.1376745871	0.0224841504	0.1272347401	0.1216944932	0.1126387502	-0.0304078176750977	-0.0296926945284497	0.0009246353757619	0.0008816561083598	0.040304144917215	0.0132299242408038	0.0001750308954174	0.0016244240975078	0.0424900593105803	0.2057548249633782	0.0018054051402166	0.0423350479957104	-0.0022910196436513	-0.0050040229209196	5.248771007596129e-06	2.504024539308872e-05	-0.000229792282566	-0.0010177910770345	1.0358986764910474e-06	5.280449312689239e-08	-0.0001817630560066	-0.0001796941113899	3.228997366822535e-08	3.3037808528858414e-08	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
855.7574531685461	-1.1995263110120504	732320.8186535165	1.4388633708101783	894.6568927764893	-6.417414200611574	800410.9557924826	41.18320502221109	796.2965615385322	-0.1507807905956042	634088.2139180893	0.0227348468126354	794.8412559291295	725.7239544686307	0.7254439999999999	17.699804	0.0719052505176626	0.0468360497755352	0.0016140593	-0.0088329414	-0.0290718909	0.0140745458	0.0086543835	0.0034806663	0.0089597926	-0.0028592145	0.0350429147	-0.0214150324	0.0115145348	-0.0032149489	-0.046013234	-0.020947991	0.0427474858	0.0082290488	-0.0167922608	-0.0085284168	0.004461867	0.0407031496	0.0338863307	-0.049055124	0.0137906432	0.0014025112	-0.0131981483	-0.0141337318	-0.0758848117	-0.0251695099	-0.0003831219	0.0182681447	0.0261766467	0.011067787	0.0213371395	-0.0209779184	-0.0474194063	-0.021517657	-0.0049473032	0.0650599622	0.0144450331	0.0280650727	0.0586772446	0.0164602988	0.0278093271	0.0039035684	0.0038211606	-0.1424250711	-0.0276962402	0.1266188352	0.1192723348	0.1073422654	-0.042079131654944	-0.0116713139798463	0.0017706533208341	0.0001362195700161	0.0262979955776216	-0.0140061493395933	0.0001961722193229	0.0006915845714006	0.0422580040076923	-0.000232055302888	0.0017857389027141	5.3849663598442e-08	-0.0014980380315588	0.0007929816120924	2.244117943996564e-06	6.288198371168199e-07	-0.0002297685905994	2.3691966599995957e-08	5.613092813753238e-16	5.279360522603469e-08	-0.0003086723898542	-0.0001269093338475	1.6105979017641587e-08	9.527864425830322e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
855.8525962193835	0.0951430508373505	732483.6664554591	0.0090522001226386	893.3186697837634	-1.3382229927258322	798018.2457842325	1.7908407782600828	797.0705819899036	0.7740204513714843	635321.5126737237	0.5991076591413164	795.8772722807385	717.970779753468	0.576418	14.063792	0.0399948219860006	0.0232976788214653	-0.0044612833	-0.0409167501	-0.0420333019	0.0347752024	-0.0002387163	-0.0354798307	-0.0090467082	0.0106656967	0.0510587885	-0.0080547999	0.0229965217	0.0097173074	-0.0336384912	0.0205074787	0.0418133235	0.0091318506	-0.0055794214	-0.0224238149	0.0051293562	0.0289508803	0.008753839	-0.0563819887	0.0038836975	-0.0014847636	-0.0250790365	-0.0120917938	-0.0758099892	-0.035141669	0.0199351841	-8.77182e-05	0.0278548788	-0.0042251608	-0.0404939745	0.0283726889	-0.0402521677	-0.0424227813	-0.0100655977	0.0566933236	0.0066423545	0.02168646	0.0176460398	0.0106197473	0.0335442743	-0.035914614	0.0423147524	-0.1317862367	-0.0059226576	0.1259161521	0.1165232592	0.1013839798	-0.0450311404980823	-0.0029520088431383	0.002027803614558	8.714356209966732e-06	0.0262732422570906	-2.475332053099993e-05	6.127268773104227e-10	0.0006902832586997	0.0336551314350259	-0.0086028725726663	0.0011326678719088	7.400941650153576e-05	-0.0013249755585866	0.0001730624729721	1.755560230851873e-06	2.9950619551253425e-08	0.0001272296797631	0.0003569982703625	1.2744776504181665e-07	1.6187391412620977e-08	-0.0003469153915128	-3.82430016586e-05	1.4625271758596816e-09	1.203502888684793e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
857.9552471350038	2.102650915620302	736087.2060864854	4.421140872958894	896.7719157781356	3.453245994372196	804199.8689283875	11.924907897647618	798.22792701311	1.157345023206403	637167.8234636469	1.3394475027406303	796.7523642985026	724.1650741341409	0.559074	13.640607	0.0654567671235393	0.0343190188813202	-0.0066839863	0.00019784	-0.02881439	0.0215315441	0.0031682211	0.003856055	-0.0058487375	0.0120689043	0.0015682942	0.0126522686	-0.0034082248	0.0207342751	0.0051017723	0.0038727746	0.0097353693	-0.0382439155	0.0093347765	-0.0045102658	-0.021849741	-0.0115275901	-0.0074869497	-0.0262805466	-0.0312504501	-0.0015001663	-0.0054190654	-0.0190026532	-0.0595256083	-0.0203847629	-0.0071404829	-0.0137888617	0.0243931434	0.0054516155	0.0030383592	0.0042579216	-0.0319947621	-0.016076261	-0.0209780194	0.0261469801	-0.0150384311	0.0445621771	0.0282273717	-0.0193011836	0.0146494058	-0.0152140761	-0.0351198949	-0.0947056928	-0.0163485883	0.1251271724	0.1134548014	0.0948006283	-0.0361012738393924	0.0089298666586899	0.0013033019728267	7.974251854198157e-05	0.0006037997397783	-0.0256694425173123	0.0006589202791496	3.6457412575634274e-07	0.0131189056134104	-0.0205362258216155	0.0001721056844935	0.0004217365709963	-0.0013850050138606	-6.0029455274e-05	1.918238888419001e-06	3.603535500493166e-09	-1.626171708313251e-05	-0.0001434913968462	2.0589780968882985e-08	2.644434424918437e-10	-0.0003440116011146	2.9037903981999702e-06	8.431998676678341e-12	1.1834398170143068e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
