global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15
843.2634015420522	n/a	n/a	711093.1643802724	875.0447405078743	n/a	765703.2978904931	n/a	818.3924906905547	n/a	669766.2688186897	n/a	804.8946216236461	631.8117576776925	n/a	n/a	n/a	n/a	-0.0657687283	-0.1359333075	0.1272154052	0.104647804	-0.1231112672	0.1516746619	-0.0499154865	0.0365239642	-0.0600175139	-0.1724868016	0.1066350609	-0.0058442658	0.0167556242	-0.0616316971	0.2089577819	-0.1502293422	0.0570654619	-0.1089647325	0.1890792801	-0.1351904925	0.0803803161	-0.1798494476	0.0500533009	-7.1263e-05	0.0812237661	0.0885365408	-0.161383384	0.0267354637	-0.1247932479	0.0329969104	-0.0633618649	0.1958779738	-0.0136628081	0.1079310184	-0.1348104313	0.0728196767	-0.0465078355	0.0442461784	-0.3279822651	-0.1377268281	-0.1393137395	0.2106126615	-0.0376051887	0.0720167953	-0.2075174086	0.1242629032	-0.001003228	0.003835669	-0.1028914444	0.0091115407	-0.0550635892	0.0717169008	-0.0749729099	0.0406182718	-0.0609188483	-0.0039804648	0.2160281601	0.0296917449	-0.1578174955	0.0240347855	-0.2167880187	0.0594172087	-0.0417367428	0.1290883846	0.1290552057	0.1289999139	-0.0162942879072147	n/a	0.0002655038184032	n/a	-0.067225822478079	n/a	0.0045193112078541	n/a	-0.0188601390708242	n/a	n/a	0.0003557048457708	-0.0009260033395085	n/a	n/a	8.574821847808943e-07	0.0008729673147953	n/a	7.620719327009163e-07	n/a	0.001151905646158	n/a	1.3268866176506797e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
842.1952456899103	-1.0681558521418992	1.1409569244649869	709292.8318626883	865.7160545059397	-9.328686001934557	749464.2870293312	87.02438252268975	817.5069913765138	-0.8854993140408851	668317.6809494795	0.784109035166878	804.7609502965754	608.3658096830724	1.584627	24.856764	0.1967189753551607	0.0853180872840838	-0.1501791053	-0.1922435495	0.0123390187	0.0849841976	-0.2303842982	0.1435082167	-0.0119328524	0.0341070381	-0.0575797147	-0.244890819	0.0787316707	0.019044323	0.0818506135	0.0034155133	0.1157343352	-0.1121444271	-0.0516241075	0.0955326719	0.1055181272	-0.0120451452	0.2629778558	0.1845439064	0.0524467765	0.0148079782	-0.1095210295	0.1180839424	-0.2198456584	0.0442278901	-0.087933925	0.0323249408	0.0688877832	0.060501613	-0.0168351753	0.0733394692	0.0707020102	0.2228740036	-0.2061824641	-0.0423412265	-0.0305268502	-0.2404793611	0.0056477423	0.0900379977	-0.0004245594	0.0185647802	-0.0554881148	0.0190919291	0.0194587981	-0.1522124632	-0.0300864631	0.072770661	-0.0085623597	-0.0472586172	0.3839553735	-0.0042443571	0.0076672529	-0.1756163025	-0.0841352712	-0.2109641152	-0.174776483	-0.2866372378	0.0202224595	0.1863584555	0.1271922242	0.1289999139	0.1287014744	0.1282045865	0.0037831644123969	0.0200774523196116	1.431233297122638e-05	0.0004031040916462	-0.1049117551753653	-0.0376859326972863	0.0110064763739757	0.0014202295232643	0.0139355933221736	0.0327957323929977	0.0010755600631931	0.000194200761241	0.0002619108164436	0.0011879141559521	1.41114004191139e-06	6.859727577015312e-08	0.000200616394878	-0.0006723509199172	4.0246937893845625e-08	4.5205575951363946e-07	0.0008889735631221	-0.0002629320830359	7.902739959300023e-07	6.913328028959748e-08	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
849.3229592164	7.127713526489742	50.80430011570484	721349.4890521027	872.6125830155385	6.896528509598738	761452.72003705	47.562105483708194	819.3816432226901	1.8746518461762207	671386.2772503158	3.514319544371913	807.1140599684281	653.2273451140371	2.056425	32.257469	0.1889944841697071	0.0864568532231659	0.0520010426	-0.046544253	-0.072572111	0.0640627569	-0.0186494351	-0.0594988318	0.0800104349	0.0103212068	-0.0042521239	0.0322012017	-0.1337409705	-0.050075365	0.085343039	0.0717933068	0.0451761242	-0.0828723531	-0.1023923283	-0.0038284427	-0.0814417732	-0.0721109084	-0.1559764441	0.0614960252	-0.0389997577	-0.0379287065	-0.183278871	0.0093946176	-0.0025138871	-0.0414251845	0.1001281153	0.0325435923	0.1296614377	0.0764000288	-0.0561803303	-0.0594426872	-0.1326619685	0.0178264206	-0.0041014852	0.0382757463	-0.0367265637	-0.020727034	-0.1406488904	-0.0532544945	0.0889861594	-0.0893156319	0.1278196558	0.0208912373	0.041251643	-0.318723007	-0.0856118463	0.1662839733	-0.0970536233	-0.0552644967	0.2409747873	-0.1319510118	-0.0027264675	-0.1579741154	-0.0715684409	0.2108380095	0.1655243672	-0.051927576	0.2299185436	0.2141142526	-0.087239744	0.1288230331	0.1279949812	0.1266188352	-0.0166588413774491	-0.020442005789846	0.000277516996039	0.000417875600712	-0.0907399575324632	0.0141717976429021	0.0082337398929932	0.0002008398484313	-0.0532379127293154	-0.067173506051489	0.0045122799152494	0.0028342753517742	-0.0005520328367581	-0.0008139436532017	6.625042705873293e-07	3.047402528591951e-07	0.0004059546182206	0.0002053382233426	1.647991520546331e-07	4.2163785965495495e-08	0.000164111945957	-0.0007248616171651	2.6932730805793292e-08	5.25424364039204e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
850.5738867265393	1.2509275101392632	1.5648196356232165	723475.9367810917	880.1234513294847	7.5108683139462755	774617.2895801238	56.413142829442165	821.2537171782919	1.872073955601877	674457.667979162	3.504660895242859	809.3884689331055	680.6116948067132	1.303664	20.44952	0.1392659643887625	0.0861739846813703	0.1273347745	-0.0052687765	-0.1010484479	0.1020721176	0.0364778201	-0.1151346236	0.1465068006	-0.0686869773	-0.0392675434	0.1318355521	-0.0550762418	-0.1304287093	0.0465150599	0.1465413576	0.0756853411	-0.0019906205	0.1050900822	-0.1209854206	0.0080000242	0.0700311999	-0.0386434702	-0.1264958983	-0.0246143201	0.0310677947	0.0302886188	0.0162775811	0.0962234492	-0.1360322178	0.0889155901	-0.0704681546	0.1053473444	0.0742597181	0.0485741391	0.0724027916	-0.1152169344	-0.0268844198	-0.0139265596	-0.0357729004	-0.0229950435	0.0520123152	-0.1623225911	0.0072594672	0.040554468	-0.0538451409	0.0595642687	0.0190018277	-0.0668470023	-0.0384761906	-0.1048507867	-0.0342463557	0.0948239031	0.1502909066	-0.1049066951	0.0735697954	-0.0297964013	0.1031496513	0.0746864672	0.0493980243	-0.0830459755	-0.0313462127	0.0636014019	0.0157007741	-0.1626115445	0.1285578634	0.1269376627	0.1242524367	-0.0165472443224956	0.0001115970549535	0.0002738112946683	1.2453902674294849e-08	-0.0164790680413631	0.0742608894911001	0.0002715596835118	0.0055146797080093	-0.0527241368957476	0.0005137758335677	2.6396560715828685e-07	0.0027798346114015	-0.0010650013249596	-0.0005129684882014	2.631366698877323e-07	1.1342278221657034e-06	-7.833851132232894e-07	-0.0004067380033338	6.13692235619866e-13	1.6543580335598526e-07	0.0005319994946045	0.0003678875486474	2.8302346225944335e-07	1.3534124844986666e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
845.9053144992005	-4.668572227338814	21.795566641879294	715555.8010979913	876.985395890248	-3.138055439236723	769103.384604775	9.847391939723185	818.1161753512583	-3.1375418270336013	669314.0763713709	9.844168716385347	805.5133330952037	652.3179915234194	1.180996	18.525324	0.0711177573182132	0.0359634776047291	0.0347340334	0.0208107445	-0.1173208915	0.0287266337	0.041783431	-0.1257210628	-0.069158638	-0.0643447061	0.0378691205	0.0435928961	0.0288808012	0.067863729	-0.0024082318	0.0873260565	0.0811099188	-0.0318915063	0.021907902	-0.019058503	-0.0503149215	0.1716282899	-0.0931350181	-0.0919862128	0.0066518346	0.0100174805	-0.0072973857	-0.0506018567	0.0399923535	0.0448761846	-0.0040996562	-0.1089422116	0.0383229241	0.1003455866	-0.0628656978	0.047366934	0.0600675732	-0.0665941098	-0.0509683242	0.0128153109	0.0606080957	0.0402012649	-0.0636454541	0.0242791865	0.0254351809	-0.0369282892	0.0391126284	0.0291184251	0.0728729946	0.0291291106	-0.1301470847	0.0308321885	0.0384991337	0.0148879213	-0.0425808895	-0.0259700411	-0.0277961468	0.028675168	-0.0393165258	0.0172865863	0.053537024	-0.0871822424	0.0670027475	0.0632030864	-0.0495349072	0.1282045865	0.1255324169	0.1211199807	-0.0166953114284069	-0.0001480671059113	0.0002787334236914	2.1923867852948813e-08	-0.0305241833517584	-0.0140451153103953	0.0009317257692917	0.0001972652640823	-0.0294364459590497	0.0232876909366979	0.0005423165491631	0.0008665043507	-0.0008099999426968	0.0002550013822627	6.50257049559386e-08	6.560999071688193e-07	-4.6570872047624334e-08	7.368142411756651e-07	2.1688461232761974e-15	5.428952259992711e-13	0.0001150000118043	-0.0004169994828001	1.3225002714989142e-08	1.7388856865563426e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
845.9234249816845	0.0181104824840758	0.000327989575806	715586.4409327437	874.5185627997676	-2.4668330904804634	764782.716681371	6.085265496289394	815.9658770181728	-2.150298333085516	665800.3124580359	4.623782921270348	803.7332656860351	640.2250141481222	0.938304	14.71841	0.1123002275789112	0.060665655815647	0.036439997	0.0460120167	-0.0699630944	-0.0105499968	0.0603672496	-0.0781013727	-0.089846079	0.065559493	0.11460371	-0.0587185766	-0.0798946262	0.1338044353	-0.0368717894	0.0859092491	0.0769767059	0.0154078238	0.0314015661	-0.0775678757	-0.0176523921	0.0446761994	-0.1842093349	0.0596504066	0.0277000479	0.0945821761	0.0855827087	-0.1086507483	-0.0421118466	0.1605012009	0.0803423831	-0.0359760587	-0.0304743161	0.0650201993	0.0374057369	0.047519989	-0.0922487739	-0.0377851645	0.1294689411	0.0167092593	0.1093485395	0.0567307906	-0.0885757307	0.0496695724	-0.0113400143	0.0026580697	0.0047175304	-0.0435595894	0.0746051638	0.0861011495	-0.0379519694	0.1481564899	0.0017815046	-0.0413327446	-0.0582131963	-0.1285372145	0.0011763276	0.0651672834	0.0817975543	0.0431172118	0.0118959711	0.0945118146	0.0540868522	-0.0481848123	-0.0022696385	0.1277634447	0.1237830955	0.1172407796	-0.006399631037766	0.0102956803906409	4.095527741953793e-05	0.0001060010347062	0.0101410760472617	0.0406652593990201	0.0001028414233963	0.0016536633219895	-0.0132870837731076	0.0161493621859421	0.0002608018990127	0.0001765465951935	-0.0012960003990548	-0.0004860004563579	2.361964435801842e-07	1.6796170343502006e-06	-8.447413553103189e-07	-7.981704832626946e-07	7.135879573715146e-13	6.370761203518034e-13	0.0005319998970292	0.0004169998852248	2.8302389043907936e-07	1.738889042775797e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
850.1352823112294	4.211857329544841	17.739742164440603	722729.9982303937	878.5391964489901	4.020633649222532	771831.1196972372	16.165494941260494	817.5325946741863	1.566717656013452	668359.5433547073	2.4546042136642856	805.7278894944625	655.1675574213772	0.924741	14.505666	0.081123468452787	0.0382660115796465	0.0868178029	0.014503153	-0.0340804998	0.0665567046	0.0987319713	-0.0410678759	-0.0936365441	0.1119035852	0.0909430218	-0.0631913413	-0.190517703	0.1387359755	-0.0498344078	0.021177715	0.0355457711	-0.0357577203	0.050736097	0.0497578495	-0.0762313656	-0.1759262248	-0.0591222983	0.0539825495	0.1142932886	0.0555600682	0.0110214238	-0.0734589529	-0.0405252411	0.1829998432	0.1751076545	0.0277871234	-0.0740764131	0.0307055807	0.0196948757	0.0766479237	-0.046890685	0.0071008469	0.1717174621	-0.1000601967	-0.0259883101	0.0395982749	-0.0936589144	-0.043335942	-0.0347585025	0.0584710036	0.0339079185	-0.0558496667	0.0763221538	0.0489600601	-0.0595105896	0.1500503819	0.0108739673	-0.1197680621	-0.0408965933	-0.1030680001	-0.0749257203	-0.0149367503	0.0762971926	0.0244409376	-0.0573561623	0.0483265227	-0.0482635665	0.0243634252	-0.0468877152	0.1272347401	0.1216944932	0.1126387502	-0.0029910038658158	0.0034086271719501	8.94610412532506e-06	1.1618739197357216e-05	-0.0182244639419479	-0.0283655399892096	0.0003321310859713	0.0008046038588794	-0.0376825786341754	-0.0243954948610678	0.0005951401695163	0.0014199767325208	-0.0014949619303713	-0.0001989615313165	3.9585690943806615e-08	2.234911173259483e-06	-0.0001918161771514	-0.000190971435796	3.679344581697727e-08	3.647008929002001e-08	0.0004228567355306	-0.0001091431614985	1.7880781878359581e-07	1.1912229701909469e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
852.3396141016261	2.2043317903967363	4.859078642153681	726482.8177669089	883.2879287140279	4.748732265037802	780197.5650119176	22.55045812501105	818.9535468606388	1.420952186452496	670684.9119156204	2.0191051161841287	807.0107607061212	675.5747672582077	0.8773349999999999	13.762041	0.0560484828228872	0.0285273186461729	0.1576299677	0.0022247933	-0.086274567	0.1080975696	0.1338358119	-0.0685448319	-0.0468471824	0.0024894147	0.024118089	0.0072441679	-0.1679917887	0.0783842372	0.0204353233	0.0147324475	0.0067550528	-0.1260524387	-0.0064468755	0.1125683824	-0.0177721469	-0.2091724263	0.034967637	0.0665923252	-0.0050538939	0.0782466605	0.0736139025	-0.0360674872	0.0338704834	0.0947375327	0.1472513982	0.0316257229	0.0017437917	0.0340916773	-0.0806701739	0.0680529037	-0.0062577259	0.0221595633	0.2264157275	-0.0148718047	-0.0113201228	0.0511131587	-0.0990315387	-0.0803595022	-0.0643175536	0.0319201872	0.0610101273	0.00828257	0.0682143658	0.1204137314	-0.0398002718	0.0857335468	0.0594795451	-0.0768588014	-0.0458684492	-0.1433776138	-0.1068819553	0.0380773449	0.0466184795	-0.0315041988	-0.0262270958	0.1041920033	-0.0553533294	-0.0210431518	0.0898381455	0.1266188352	0.1192723348	0.1073422654	0.0099565890664905	0.0129475929323063	9.913366583895818e-05	0.0001676401627407	-0.0020192855441081	0.0162051783978398	4.077514108643946e-06	0.0002626078069058	-0.0394058138255815	-0.001723235191406	2.969539524900404e-06	0.0015528181632563	-0.0011169396048867	0.0003780223254846	1.4290087856478486e-07	1.2475540809644571e-06	-0.000293723146626	-0.0001019069694745	8.62732868638787e-08	1.0385030427497052e-08	0.0003993365044631	-2.3520231067500005e-05	1.594696437968075e-07	5.532012694685924e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
850.2222945874655	-2.117319514160613	4.483041925045334	722877.950213575	882.997248589238	-0.2906801247899011	779684.1410161646	0.0844949349478725	820.0325665853428	1.0790197247040396	672453.4102605447	1.1642835663003814	807.9422707991166	677.560871411178	1.059317	16.616652	0.0386286878752957	0.0185495371478068	0.1242398867	-0.0010636034	0.0329576753	0.0307722881	0.1379414214	0.0190559064	-0.0865892592	-0.1307576614	-0.0244477332	0.0776833946	-0.0081400605	0.067502698	0.0338831312	-0.0681148404	-0.0056454272	-0.086083641	-0.0498857839	0.0525012841	-0.0341542142	-0.0763211239	0.1040895186	-0.0520175479	-0.1468417328	0.0509257823	-0.0508957158	0.0045939475	0.0967479804	0.0751627591	0.0048924938	0.0272167229	0.0094412414	0.049204165	-0.1314124175	-0.0384410163	0.0651654797	-0.0900069709	-0.0396318795	-0.0840387575	0.0105405032	0.034730486	-0.0656903179	-0.0525761657	-0.0585540744	0.0419261289	-0.0031641455	0.1007547042	0.105051124	0.1277886445	0.0155635775	0.0055837884	-0.007658588	-0.0773693617	-0.0623943941	-0.1073118162	-0.099237211	-0.1322291643	-0.0582116184	-0.0383783487	0.0642436027	0.0834557863	-0.1207324825	0.0693654001	0.0442907807	0.1259161521	0.1165232592	0.1013839798	-0.0004108788384513	-0.0103674679049418	1.6882141988708954e-07	0.0001074843907599	-0.0045924403755464	-0.0025731548314383	2.109050860294876e-05	6.6211257865542655e-06	-0.0338659999311659	0.0055398138944155	3.068953798476008e-05	0.0011469059513377	-0.0008659249912752	0.0002510146136114	6.300833624653064e-08	7.498260905149552e-07	-0.0004116586803375	-0.0001179355337115	1.6946286909721205e-07	1.3908790111816358e-08	0.0003653216268961	-3.401487756699999e-05	1.334598910780133e-07	1.157011895897999e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
847.1927651662601	-3.0295294212054387	9.17804851394936	717735.5813500539	871.7374151688588	-11.25983342037921	759926.1210052832	126.78384865468855	819.256388205558	-0.7761783797848238	671181.029615616	0.6024528772453942	807.2132746262984	665.2010073661804	1.174616	18.425255	0.0336140624435318	0.0180308737668115	0.0529325709	0.0296958019	0.1749462244	-0.0844980375	0.0636208281	0.1358216024	0.0427306427	-0.1335133781	0.0058754389	0.0525993835	0.0664127052	-0.0366465747	0.0614014629	-0.102509867	0.0690385914	0.0390844504	-0.0154433074	-0.171613494	-0.0082576865	-0.0219451485	0.0344504821	0.0755141639	0.0576604864	-0.0001403727	-0.0201037739	-0.0208341128	0.0465175167	-0.0300457431	-0.0948968792	0.1121819874	-0.0054643964	0.0282360751	0.0353469613	0.0054040728	-0.1197236372	-0.0582456887	-0.0168522672	-0.0598073396	0.0750023432	0.0398017278	-0.0531461562	0.0358277151	-0.0208557912	0.062530665	-0.0503578318	0.1159862927	0.0370008501	0.039570902	0.227148663	-0.0520088392	0.0151666723	0.0485755704	-0.0458322407	-0.0783924027	-0.0833886907	-0.0691910668	-0.0801599994	-0.101248295	0.0447126594	0.2337620136	-0.1067040126	0.1002942224	0.0552814304	0.1251271724	0.1134548014	0.0948006283	0.0036993200420027	0.0041101988804539	1.3684968773162856e-05	1.689373483688531e-05	-0.0046435842636896	-5.114388814319963e-05	2.156287481398568e-05	2.6156972944041157e-09	-0.0189432288600812	0.0149227710710847	0.00022268909644	0.0003588459196454	-0.0007418905812917	0.0001240344099834	1.5384534859954943e-08	5.504016346093366e-07	-0.0004116974220809	-3.874174339999316e-08	1.6949476734805873e-07	1.5009226816709137e-15	0.0005318474472462	0.0001665258203501	2.828617071422996e-07	2.7730848843273785e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
