global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05
843.9597686960446	n/a	n/a	712268.0911774812	871.422168490253	n/a	759376.5957362548	n/a	818.4099254804788	n/a	669794.8061249629	n/a	804.6532051842491	669.0510261129825	n/a	n/a	n/a	n/a	0.0398945772	-0.1003438915	0.0219013841	-0.1516691253	-0.1127101633	0.0310154218	-0.1112937094	0.1303903201	-0.0213697575	0.0643672591	-0.0717658333	0.0239294557	-0.0379619256	0.069435161	-0.0864961185	0.1251722605	-0.0215140644	0.0440596665	-0.1246652592	0.0016085586	-0.063739164	0.0688693661	-0.1565320686	0.0234417975	-0.1775668623	0.0115918771	-0.06555934	0.1297811287	-0.0652804775	0.038844386	-0.0959176039	0.141972702	-0.2307055849	0.0116394516	0.0311301315	-0.1496330326	0.078943161	0.0750796816	-0.001640139	0.0078442954	-0.042661121	-0.0666570241	0.1441144165	-0.0142137376	0.0028935948	-0.0715226149	0.0858464406	-0.2475051521	0.1117312821	0.1647633806	-0.0465574389	0.0945660201	-0.0506349932	0.0423876038	-0.0076814544	0.150962041	-0.0786027494	0.0422046633	-0.039719372	0.0631219216	-0.0064608631	0.0066149863	-0.1210708406	0.0182937913	0.0983201881	-0.1000794033	0.2063503875	-0.084580172	0.0294599328	-0.0154507337	0.2406971903	-0.0335983643	0.2492313475	-0.0148208363	0.0150958847	0.0388666712	-0.0558785127	-0.0994371111	0.0270455232	-0.0127826111	0.0973238439	-0.0432412823	0.0229104515	0.1290883846	0.1290552057	0.1289999139	3.196718499509643e-05	n/a	1.0219009165107182e-09	n/a	2.738860379736252e-05	n/a	7.501356179689006e-10	n/a	-0.0561384560316895	n/a	n/a	0.0031515262456219	-0.0003110002255806	n/a	n/a	9.672114031118409e-08	0.0002439999951278	n/a	5.9535997622366425e-08	n/a	3.7963146164832864e-08	n/a	1.4412004667324641e-15	n/a	0.0	0.0	0.0	0.0	0.0	0.0
843.0345956877743	-0.9251730082703488	0.855945095232007	710707.3295264491	867.7243459194522	-3.697822570800781	752945.5405013411	13.6738917651237	818.5027797738302	0.0928542933513654	669946.8004974872	0.0086219197937814	804.4622720426268	664.7340512052496	1.055452	14.42844	0.0606326272031697	0.040950276174039	-0.05691177	-0.0752146617	0.0291630506	-0.1281388839	-0.0180949954	0.0929969222	-0.0099478163	0.0176513897	-0.0346861163	0.069188406	-0.0455809027	0.0297321707	-0.0121411844	0.073777526	-0.0248652044	0.0325376533	-0.0292149192	-0.0724717901	-0.0184462804	0.0223766786	0.1826262604	0.118230643	-0.067514513	0.109723636	-0.2418065829	-0.0040084865	-0.030453931	-0.0243103928	0.0132464766	0.022981014	0.1129203286	0.0454163817	-0.0535052521	-0.1059285566	-0.0177132058	-0.1700015753	-0.1081340817	0.0563005968	-0.0681829644	0.0048892151	-0.0690382024	-0.0123031184	0.0845397492	-0.0193817088	-0.1497379626	-0.0928804948	0.142482748	-0.0096539918	0.0513052444	0.0105533236	-0.176243813	0.0768419685	-0.0913346126	0.0494006449	-0.0663662583	-0.0733864186	-0.1853836791	0.0987522233	0.0896108594	0.0617975052	0.0512108012	-0.0779680317	-0.069331129	0.0664793487	0.1649410547	-0.0362614758	0.1551177047	-0.1447901907	0.0226111687	-0.0226924568	0.1438418864	0.0083631819	0.1565520712	-0.0930359032	-0.1079060584	-0.0005384589	-0.042015906	0.0224818139	0.061030949	0.1156769918	0.0060923414	0.0081432906	-0.1329691651	0.1289999139	0.1287014744	0.1282045865	7.457543176769832e-06	-2.45096418183266e-05	5.5614950233386273e-11	6.00722542062664e-10	-0.0374715682809068	-0.0374989568847041	0.0014041184294306	0.0014061717674409	-0.046431048019798	0.0097074080118915	9.423377030933532e-05	0.0021558422202167	-0.0005619998978776	-0.000250999672297	6.30008354932014e-08	3.158438852144329e-07	0.0002610000097063	1.7000014578500008e-05	6.81210050666887e-08	2.8900049566921276e-10	7.332956577962542e-08	3.5366419614792565e-08	5.377225217428412e-15	1.250783636369584e-15	0.0	0.0	0.0	0.0	0.0	0.0
842.2148360265821	-0.8197596611921654	0.6720059021178938	709325.8300232827	867.9437572624109	0.2194113429587787	753326.365770791	0.0481413374189748	820.3625675476703	1.8597877738401396	672994.7422334059	3.4588105637252613	806.7900377393843	661.5919733737377	0.9813710000000002	13.415719	0.0820522225062879	0.0468870592366581	-0.0630831355	-0.0240779106	-0.0416834932	-0.2113863686	0.038609202	0.0892323626	0.0412170869	0.0680005311	-0.0984567113	0.0303742299	-0.0754145549	-0.0522834333	0.0232976001	0.1623826538	-0.066712952	-0.0971387191	0.0041117591	-0.2262435404	0.0522657553	0.0810879655	0.1421259621	-0.0574557125	-0.0014347744	0.0329661109	-0.1054282316	-0.0271792265	-0.1271682343	-0.0138202112	0.2245326341	0.0405476423	0.1459353959	0.0376344064	0.0413862982	-0.1482064324	-0.1790257236	-0.0286172572	-0.0834378525	0.0355952763	-0.0529963971	0.0989957202	-0.1279611919	0.1242044127	0.0429148496	-0.1736923795	-0.1737579078	0.0841130106	0.0491914586	-0.0394117585	-0.0989493668	0.0747035236	-0.1511680337	-0.0152228463	-0.1306574555	-0.0484812051	-0.0177395338	-0.2312325549	-0.0391367006	-0.017583837	-0.0226637334	0.1845532877	0.0429673231	-0.0724052845	-0.0408037077	0.00203105	0.2213493919	-0.1560404548	0.056097093	-0.0558342217	-0.1586475006	-0.0173594101	0.2368610442	-0.115309819	0.127522464	-0.0663461748	-0.1090900702	0.0650915395	-0.0822172616	0.245572432	0.0702358746	0.0356456814	-0.1583027033	-0.05021297	0.0727713747	0.1288230331	0.1279949812	0.1266188352	-0.0061503620318319	-0.0061578195750086	3.782695312259942e-05	3.791874191835996e-05	-0.0355132665087722	0.0019583017721346	0.001261192098123	3.834945830745522e-06	-0.0196139463899243	0.0268171016298736	0.0007191569398269	0.0003847068929868	-0.0009890690541209	-0.0004270691562432	1.8238806421436419e-07	9.782575938196118e-07	0.0002712500178141	1.0250008107799973e-05	7.357657216414955e-08	1.0506266620996518e-10	0.0005051341558001	0.0005050608262343	2.551605153558797e-07	2.550864381964944e-07	0.0	0.0	0.0	0.0	0.0	0.0
841.6589594868506	-0.555876539731571	0.3089987274239448	708389.804084488	858.3790205943434	-9.564736668067551	736814.5429965042	91.484187529476	820.0775755262866	-0.2849920213836867	672527.2298810724	0.0812204522523597	805.0965375642519	651.9799892831356	1.258569	17.205128	0.0779422915061793	0.0438201277859579	-0.0289553027	-0.0655123925	-0.0949095872	-0.2420043357	-0.0062066497	0.0720155404	0.1227014142	-0.0163261346	-0.2204130235	0.2242956655	-0.0936620227	-0.1274437449	0.024291315	0.2617331981	-0.0054762067	0.1607037354	-0.031723789	0.0757479717	0.022571899	-0.0941449102	0.2049694402	0.1005498728	-0.0335677178	0.0409319134	0.0352729705	-0.0035034764	-0.2897099903	-0.0410199566	0.0887632529	0.1575592007	0.0790665426	-0.0231130863	0.037805158	-0.0474884182	0.0704444708	0.0868592724	-0.0407642552	0.0347850375	-0.0072250754	0.1960579461	-0.2719567463	-0.1873594149	0.1555226496	0.0809274853	-0.053120941	-0.1334771195	0.072778766	0.0563820288	0.0730140341	0.0928298691	-0.1065534531	-0.0128712396	-0.0759347349	0.177814188	0.0692539451	-0.2214342915	0.099275252	-0.0230567432	-0.1236834358	0.2440308954	0.0893611547	0.0284321448	-0.0525862374	-0.0162300094	0.0298058965	-0.0839901791	0.3872620907	0.2743134563	-0.0508862209	0.1445821001	0.0686375006	0.4047152096	-0.1957395671	0.1234625868	0.0377110805	0.0510220366	-0.0674378291	-0.0516876867	0.2121293127	-0.1352007664	-0.0087656044	-0.219742353	-0.0606328522	0.1285578634	0.1269376627	0.1242524367	-0.0084407496196519	-0.0022903875878199	7.12462541416537e-05	5.245875302439917e-06	-0.0554492415960794	-0.0199359750873071	0.0030746183935803	0.0003974431026817	-0.0396327340532565	-0.0200187876633321	0.0004007518595095	0.0015707536085361	-0.000489537609612	0.0004995314445089	2.495316640531482e-07	2.39647071224631e-07	0.0002249178246263	-4.633219318779996e-05	5.0588027834627046e-08	2.146672125591617e-09	0.0003370549701424	-0.0001680791856577	1.1360605289769417e-07	2.8250612651355586e-08	0.0	0.0	0.0	0.0	0.0	0.0
843.080818941943	1.4218594550924308	2.021684310035744	710785.2672678173	860.4237688281868	2.044748233843393	740329.061964501	4.1809953398056745	818.2619561264196	-1.815619399867046	669552.6288438346	3.2964738051735725	803.437076328037	660.3885832928597	1.571911	21.488634	0.0824589848453493	0.0485124415954687	0.0169041151	-0.0731346565	-0.012122936	-0.0220268315	-0.0523185967	-0.0039913213	-0.0023331582	-0.0769986855	0.1060497352	0.0231322454	0.0123349073	0.0895336604	-0.0320769704	-0.0682443393	0.1646705251	0.1136354644	0.1306051714	0.0536738781	0.0550721666	-0.2464931637	-0.074068379	-0.2057699776	-0.1246113581	0.075739833	0.0645597874	0.023041718	-0.1794648052	-0.0770602973	-0.1135675368	0.0993624332	-0.0285320436	0.1978133354	0.0854009075	0.0637027897	0.0810421809	0.1079415335	0.1599927542	0.0195843084	0.0059572118	-0.0789963543	0.062830955	-0.1869228638	-0.0411856006	0.0480965308	0.0054847257	-0.2273248033	0.0057264366	0.222453063	-0.0102594786	0.26153377	0.2105160159	-0.0366074302	0.1481755489	0.1755174422	-0.0820051728	0.1949317528	0.1871932614	-0.1270621368	-0.1341638954	0.0175976532	0.1624193287	0.042338977	-0.0277183415	-0.0336834491	0.0281554011	0.1248742779	0.1114027012	-0.2290471156	0.0604941064	0.0841421424	-0.3849491061	0.325633215	-0.174856898	-0.1130712353	-0.0190605251	-0.010201826	-0.0070750974	-0.0641552471	0.067626565	0.0885533138	-0.0713294652	0.0902870895	0.0455819903	0.1282045865	0.1255324169	0.1211199807	3.712358507357294e-05	0.0084778732047254	1.3781605687148074e-09	7.187433407540216e-05	-0.0984305318516334	-0.042981290255554	0.0096885696005954	0.0018473913120321	-0.0373072872366861	0.0023254468165703	5.407702896697391e-06	0.0013918336809606	-0.0003399998555242	0.0001495377540878	2.2361539897623364e-08	1.155999017564769e-07	0.0001379995518462	-8.69182727801e-05	1.9043876309752043e-08	7.554786143075874e-09	2.3505640310149574e-08	-0.000337031464502	5.525151263901287e-16	1.1359020806442345e-07	1.0	0.0	0.0	0.0	0.0	0.0
842.1536652053195	-0.9271537366234952	0.8596140513349095	709222.7958187533	864.68948880932	4.265719981133202	747687.9120573231	18.196366957439047	818.630868498812	0.3689123723924012	670156.4988591193	0.1360963385041897	804.8920696533478	659.5586733229617	1.240077	16.95233	0.1344549405315282	0.1041696186366944	-0.0025014927	-0.0667979889	-0.0681484564	0.0007768183	-0.0161050327	0.0155544644	0.0696721771	-0.0368783899	0.0758808257	0.0007180046	-0.0398074068	0.0952482621	-0.0331138713	-0.0133743572	0.0492037712	0.0335964235	0.1276954309	-0.0487382767	-0.0825458729	-0.010690447	0.0173418489	0.0600434815	-0.0517103892	0.1557784699	0.0070934076	0.0427262563	0.022742781	-0.0398699825	-0.0036590789	-0.1827460523	0.0621518951	-0.0729311498	-0.1219354217	0.0642104126	0.0057984975	-0.2041303179	-0.0186758947	0.0567700748	-0.0204138101	-0.0654138579	0.0342179765	-0.0412963382	-0.0404888337	-0.1148130206	-0.0465205851	-0.0805307122	0.1656396256	-0.0175348972	-0.0430365022	0.0606880712	-0.0840699294	0.1081577466	0.0725933312	0.0681299839	-0.1145909982	0.0223941751	-0.1420939006	0.0400501333	0.0285249024	-0.0269249946	0.0662600612	-0.0158215882	-0.0576189799	-0.0107393894	0.170200425	-0.0434794649	-0.0713802869	0.0877335594	0.0873186858	0.0504072173	-0.110543799	-0.248155775	0.1338675285	-0.0446649445	-0.1667595331	0.1582168551	-0.1037660715	0.0458536098	0.014070449	-0.0244897727	-0.1348681313	0.1043441618	0.060597704	0.1277634447	0.1237830955	0.1172407796	-0.0050776520997146	-0.0051147756847881	2.578255084573608e-05	2.616093030570032e-05	0.0039308108393072	0.1023613426909406	1.5451273854414973e-05	0.0104778444774921	-0.0286787396354526	0.0086285476012335	7.445183370675246e-05	0.000822470107078	-0.0004299998487077	-8.999999318350002e-05	8.09999877303005e-09	1.848998698886449e-07	-2.9919823729684936e-08	-0.0001380294716699	8.951958520154177e-16	1.9052135049479923e-08	0.0001389995318782	0.0001389760262378	1.932086986235874e-08	1.931433586887465e-08	0.0	0.0	0.0	0.0	0.0	0.0
842.0755850183505	-0.0780801869690321	0.006096515597119	709091.2908839972	861.4983010593849	-3.191187749935125	742179.3227282065	10.183679255336004	817.8109569746194	-0.8199115241925483	668814.7613477429	0.6722549075037477	804.1386068017633	653.7481401889883	1.2572	17.186413	0.0579830501489739	0.0254541953613038	-0.1266029214	-0.0198576914	-0.0383943561	0.0572077874	0.0328998077	0.1027537791	0.0974132564	-0.0683816502	0.0849805153	-0.1296860863	0.0229074435	0.1854168097	0.0519300604	0.0540319665	0.0096704747	-0.0449373842	-0.0160711259	-0.1148639805	0.0956314366	-0.1902287016	0.0572925987	-0.0729228898	0.0965095791	-0.003881212	0.0770517098	0.0065483764	-0.0053620012	0.0018581129	-0.0613657053	-0.0580123804	-0.1313124871	-0.1196522846	-0.0088347355	0.0664817793	-0.0064037927	-0.0351255844	0.0936510608	0.0296853943	-0.1307082616	-0.1142755201	-0.0169421473	0.0025075613	0.0261178059	0.0366652648	-0.2233473798	-0.0301306437	-0.0247684639	0.0529315171	-0.0585377267	-0.094144676	0.1666447366	-0.0437012391	-0.0110410373	0.000948345	-0.1336641607	0.0603469951	0.1109360193	-0.0181757049	0.0438733087	-0.0447530267	0.0857324397	-0.0915744754	-0.0193390504	0.0138328377	0.060426204	-0.0328758661	-0.0798688168	0.0792239755	0.2020534268	0.0152697433	-0.2311800679	-0.0824898647	-0.1043962265	-0.0925255411	0.0168842677	-0.0506754619	0.1577490651	0.1479999094	-0.012523867	-0.0080951108	-0.2037869911	-0.0494345946	-0.0777677565	0.1272347401	0.1216944932	0.1126387502	-5.354525001166621e-08	0.0050775985544645	2.8670937988118405e-15	2.5782007080300872e-05	0.0215292501934669	0.0175984393541597	0.0004635086138928	0.000309705067702	-0.0165732153930946	0.0121055242423579	0.0001465437171823	0.0002746714684659	-0.0001049995828987	0.000325000265809	1.0562517277592066e-07	1.1024912408900973e-08	2.2527979481878892e-11	2.9942351709166815e-08	5.075098595359565e-22	8.965444258754449e-16	-1.992092496955764e-11	-0.0001389995517991	3.96843251642745e-22	1.9320875400357628e-08	0.0	0.0	0.0	0.0	0.0	0.0
844.1158574721168	2.040272453766306	4.162711685597584	712531.580835887	866.5239820842502	5.025681024865321	750863.8115271459	25.257469763691343	817.6845053971018	-0.1264515775176278	668607.950366503	0.0159900014566966	804.2082634487667	652.9925272028497	1.177137	16.091911	0.0506192266117696	0.0314594659070141	-0.105585734	0.1472409445	0.0670065728	0.0509401547	0.1635127592	0.0201516734	-0.0607761966	-0.0479444321	-0.0935078493	-0.149022361	0.1825383377	0.0532055022	0.0639235703	0.1157558341	0.0600853645	-0.1062165445	0.0522525329	-0.0082946152	0.0534490467	0.0644738572	-0.0393409025	0.0126256664	-0.1443175172	-0.2439320963	0.1019653763	0.1279543674	0.0099093749	0.0865493242	0.0957898466	0.0692424163	-0.2654926135	-0.1374913201	-0.1344361694	-0.0367801713	0.0256000134	0.1097087879	0.0122552373	-0.1627834502	-0.096624523	-0.0745992622	-0.0971458263	0.0834195975	-0.1176182084	-0.0648522916	0.0418020167	0.0139578189	-0.0971833798	-0.0498970701	0.0685033726	0.029928158	0.1355847557	0.1531925124	-0.0399110974	-0.1509720093	0.1509405769	-0.1371288628	0.0295135534	0.0160042477	-0.130312898	-0.0217820076	0.0704311976	-0.0947955073	0.1448774682	0.033855306	8.65851e-05	-0.1080274854	-0.0677003801	-0.0604440757	0.1329831148	0.0205182292	-0.0579431231	-0.1055576417	-0.0578485124	0.0665320742	-0.0873196995	-0.1294321456	0.012237236	0.0802988014	-0.0595830049	0.1147603238	-0.0544026198	-0.0244992558	0.2820536718	0.1266188352	0.1192723348	0.1073422654	9.079749048623851e-06	9.133294298635518e-06	8.244184278598573e-11	8.341706474548804e-11	-0.0081023233367574	-0.0296315735302242	6.564764345336357e-05	0.000878030149877	-0.0240008377758584	-0.0074276223827637	5.516957426093376e-05	0.000576040213943	-0.0002050000474846	-0.0001000004645858	1.0000092917395838e-08	4.2025019468688255e-08	-0.0001709999694894	-0.0001709999920173	2.9240989565375732e-08	2.9240997269943844e-08	-1.7511407304331974e-08	-1.7491486379362417e-08	3.066493857782112e-16	3.059520957594209e-16	0.0	0.0	0.0	0.0	0.0	0.0
846.7437950203891	2.627937548272371	6.906055757619799	716975.0544055308	870.7177592410317	4.193777156781493	758149.4162577232	17.587766840742265	818.2912933244738	0.6067879273720109	669600.64073064	0.3681915888044208	804.7493690971855	665.0567188648467	1.243146	16.994282	0.0535837589492029	0.0330657588539225	0.0876826207	0.1567109341	0.1291073198	0.0788454262	0.0657372473	-0.183465402	-0.158651107	-0.0612152417	-0.0611133544	-0.1104960531	0.190738873	-0.0708257342	-0.0464174872	-0.0007052208	0.0944301105	-0.0761965155	-0.0006745169	0.1304705679	0.1202631603	0.0671776442	0.0025792255	0.0786073488	-0.1785879609	-0.0698670022	0.2346254578	0.0411882453	0.0241075319	0.1276157297	0.0934485212	-0.1521237651	0.0400537169	0.0306827208	0.1202355183	0.0706111906	-0.1418543747	0.0974856104	-0.0628362212	-0.1901935181	0.1032372812	-0.0314498494	-0.0462499245	0.0223548748	-0.1480229547	0.0634448957	0.0256958754	0.0058311739	-0.1080466189	0.2165731365	0.0226745621	0.0856531113	0.1213278597	0.0245088557	-0.2783134485	0.0420255905	0.1462110306	-0.0282860335	-0.0108562608	-0.07322595	0.1385210038	-0.0411200448	0.0623850882	0.1048741821	0.1936453778	0.0178107212	-0.0815960798	-0.119525509	0.0362573598	-0.141578049	0.0522475455	0.1302968858	-0.0528172578	-0.0776414475	-0.0544633691	-0.0022282186	-0.1703207554	0.0188031107	0.1365340249	0.0180972535	-0.1982867099	0.1021410428	0.0236268855	0.1077544177	-0.0209950641	0.1259161521	0.1165232592	0.1013839798	6.953399974918284e-06	-2.1263490737055678e-06	4.8349771211193586e-11	4.521360383248524e-12	0.0215374494522677	0.029639772789025	0.0004638617289089	0.000878516130985	-0.0365414086902262	-0.0125405709143678	0.0001572659188582	0.0013352745490661	-0.0003669997669111	-0.0001619997194265	2.6243909094264732e-08	1.3468882891280178e-07	-0.0002370000932852	-6.60001237958e-05	5.61690442171935e-08	4.356016341060926e-09	-4.344611973075606e-08	-2.5934712426424087e-08	1.8875653196591917e-15	6.72609308641316e-16	0.0	0.0	0.0	0.0	0.0	0.0
848.5136621054363	1.7698670850471672	3.1324294987333565	719975.4347795786	869.0935591685621	-1.6242000724695345	755323.614588279	2.638025875410041	822.0551522900558	3.763858965582017	675774.6734066269	14.16663431279213	808.2876343941904	678.7512811782512	1.316034	17.99069	0.0252817434469195	0.0148888349517007	0.1878960853	0.0257982134	0.1563039422	0.0406102322	-0.0638768345	-0.1162995919	-0.1615759541	-0.0970386614	-0.0602027356	0.1702467417	-0.0330594177	-0.189867741	-0.0575753156	-0.0280356197	0.2235437609	0.0012427247	-0.1326633812	0.0301272538	0.0359154613	0.127904158	-0.0469022759	-0.2277686299	0.1939824902	-0.0303327722	-0.0740190409	-0.1020980196	0.0021181041	0.1041227649	-0.1348595778	-0.1620623923	-0.2335474344	-0.0813250261	0.0142633055	0.0753856884	0.0198812135	-0.1301844631	-0.006905961	-0.0168676614	0.1633848662	0.1420128582	-0.0312538313	-0.0934310446	-0.2303825466	0.1283222437	-0.0388673511	0.1728184664	-0.1273601054	-0.1454234211	-0.1636959551	-0.1008142535	-0.005751139	-0.0792615125	-0.1565754391	-0.1562788112	-0.2191866186	0.1231209011	0.0858096407	0.113243898	-0.0609109556	0.0184629899	0.0450912212	0.223449051	0.0480702893	0.0243497959	-0.0944025492	-0.1558336921	0.0449215906	0.0641944144	-0.0819804174	-0.1341813553	-0.0163257259	-0.1761300327	0.0529618308	-0.023632082	0.202324117	-0.1516098127	0.0677335395	-0.0692302	-0.1809777726	0.0265785386	0.0048275999	-0.0232397018	-0.0897739663	0.1251271724	0.1134548014	0.0948006283	-1.1272378941384886e-06	-8.080637869056773e-06	1.2706652699817745e-12	6.529670837083437e-11	0.0216088480404152	7.139858814749975e-05	0.0004669423136337	5.097758389456291e-09	-0.0424415187644768	-0.0059001100742505	3.481129888827341e-05	0.0018012825150354	-0.0005159993735624	-0.0001489996066513	2.2200882782242133e-08	2.662553535167893e-07	-1.80766512869468e-11	0.0002370000752085	3.2676532174987536e-22	5.6169035648857743e-08	-4.5046531012716406e-11	4.340107319974335e-08	2.029189956279621e-21	1.88365315488948e-15	0.0	0.0	0.0	0.0	0.0	0.0
