global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11
923.3715818895456	n/a	852615.0782412018	n/a	974.4268111325382	n/a	949507.6102539272	n/a	870.5861748319223	n/a	n/a	757920.2878084785	873.6246557005196	799.8622355044466	n/a	n/a	n/a	n/a	-0.1771097213	0.0697047062	-0.1529228566	0.0722853207	-0.0582633836	0.0271068257	-0.2451925039	0.0049991413	-0.0488804131	0.0530363817	-0.0136222882	0.0402141959	-0.0345520968	0.0009144513	-0.0375321236	0.0746724452	0.1531551754	-0.1034609855	0.022635354	-0.206600108	0.1190141991	-0.0963006645	0.160650407	0.0533344148	-0.004725834	0.0863418805	-0.1793290462	0.0482581772	-0.0265995495	0.0954155484	-0.0987264125	0.0860242999	-0.2583278742	0.0192039787	-0.0623709708	0.0306532243	-0.0120693565	-0.0794003253	0.0145188212	-0.0236470237	0.0840174239	-0.0625473287	0.0853217073	-0.1040301677	0.0310845932	-0.05219928	0.2122623621	-0.0324614944	0.0235177846	-0.1204851732	0.0419002338	-0.0463451707	-0.1279566752	0.073379088	-0.058340667	0.0989106602	-0.180378795	0.2286566713	-0.2323341675	0.0271670572	-0.1340770196	0.053141611	-0.0109566417	0.171202841	-0.0506574753	0.0959342449	-0.1267433922	0.1056090423	-0.0096381052	0.0435007579	-0.033253575	0.0194336353	-0.0637615946	0.0364744097	-0.0360224272	0.0464452879	-0.0880063357	0.0568686705	-0.101521714	0.0223892473	-0.0020059574	0.0915078226	-0.1057853295	0.0757264273	-0.2124969336	0.048202389	0.1290883846	0.1290552057	0.1289999139	8.711691482687911e-05	n/a	7.589356848953709e-09	n/a	0.0140719889328693	n/a	n/a	0.0001980208725267	9.61005796966674e-05	n/a	9.23532141803552e-09	n/a	0.0004719995424514	n/a	2.2278356807433097e-07	n/a	-0.0004989994916866	n/a	n/a	2.490004927034852e-07	1.1770020462680953e-07	n/a	n/a	1.3853338169192835e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
922.7107307538084	-0.6608511357371754	851395.0926482271	0.4367242236051146	963.2625037632632	-11.16430736927498	927874.6511562706	124.6417590356476	870.9307604380655	0.3445856061431414	0.1187392399610361	758520.389477227	874.232068306864	798.0742953402324	1.00763	13.372928	0.0386950717476269	0.0218620376383725	-0.1890506103	-0.0084882624	-0.0989830211	0.1202244355	0.0162363907	0.0643003847	-0.1366621922	0.0210380693	0.0747972471	0.0807750471	-0.0288036179	-0.0049059322	0.0293005005	-0.0009424363	-0.0096292197	0.1331883967	-0.0758367942	-0.1592412717	0.0103404169	-0.0938390258	-0.0022602635	0.0133962547	0.0377900488	0.1270305299	-0.057701385	0.0511810154	-0.0211465269	-0.0502051503	-0.0721596301	-0.1325851354	-0.0869272124	-0.0072444988	-0.1416263935	-0.0121575679	-0.0442001614	0.1909327998	0.0952694278	0.010219492	0.1636796695	0.0351840233	0.0506145297	-0.0607520823	0.129397521	0.0216332403	0.0068587664	-0.1617330175	0.0547793085	-0.0757214932	0.0104170836	0.0043350022	0.0126652282	-0.0734767472	-0.0752561606	0.1835191672	-0.0448670599	-0.0311147788	-0.0927610354	0.0015013608	-0.0345126135	-0.1183436179	-0.0583208563	0.0261661259	0.0188882912	0.1414607848	-0.1270118064	0.0255747821	-0.040800267	-0.0120079024	0.0680051058	0.1273442863	0.003915365	0.0043662504	-0.0715352426	0.2095270627	-0.1210194916	0.0578376495	-0.0845802192	0.0661553177	-0.1370014416	-0.0710328011	-0.0858211963	-0.1254257329	-0.1685032849	0.0368450649	-0.0726881941	-0.1197265982	0.1289999139	0.1287014744	0.1282045865	7.255525690652576e-05	-1.4561657920353356e-05	5.264265304771953e-09	2.1204188138938958e-10	0.0123296367727192	-0.00174235216015	3.035791049979716e-06	0.0001520199429471	-0.0166437335521862	-0.0167398341318828	0.0002770138665561	0.0002802220467629	0.0004120536696998	-5.994587275159999e-05	1.697882267130719e-07	3.593507659951018e-09	-0.0004139465460197	8.505294566690005e-05	7.234003566616652e-09	1.713517429616396e-07	0.0002590853577396	0.0002589676575349	6.706424764915114e-08	6.71252225950565e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
921.6566481274256	-1.0540826263828649	849450.9770374811	1.1110901832421982	957.8888918415884	-5.373611921674865	917551.1291135062	28.875705084766235	871.5439488789633	0.6131884408978294	0.3760000640507108	759588.854827537	874.5024614188964	792.5285422019588	1.075007	14.267132	0.0661045104006078	0.0294470512135053	-0.1534177351	-0.0417025237	0.0781111184	0.1306397962	0.084605096	0.0391461687	-0.0675636772	-0.0242576362	0.051914317	-0.1015299747	0.1144486112	0.0003447198	0.041294155	-0.0125716183	-0.0116880192	-0.0188384459	-0.1432946659	-0.1075335033	-0.12157934	-0.0566506697	0.0749446609	0.0501838544	-0.0211899155	0.0347676302	0.0414917236	-0.0322170494	-0.0349398311	0.0450247963	-0.045539796	-0.1237158932	-0.0890667211	0.0219996438	0.0927985368	-0.0186029172	0.0579135956	0.0306774024	-0.0651092476	-0.1052191121	0.1350840713	0.0530579743	0.0224595754	-0.0174104778	-0.025090871	0.0850777755	-0.063295809	-0.1492174244	0.0833706019	0.045186701	-0.0610195696	0.0985726896	-0.0412276763	-0.0787996663	-0.0369129308	0.0258315023	-0.0226456512	-0.0104230516	-0.055140391	-0.0470096605	-0.0469577292	0.1084038131	0.0112424914	-0.0777840244	-0.0216798045	-0.003765245	-0.2262271073	-0.0132834481	0.0313699808	-0.0107419297	-0.0379702584	0.1260487156	0.0032138942	-0.041680987	-0.0354553827	0.0394385221	0.069302157	0.0403592217	0.0029384198	0.0321119969	0.0095897967	-0.0413240193	0.0196116319	-0.1044535465	-0.0653165485	0.0155949145	0.0078879898	0.0013831504	0.1288230331	0.1279949812	0.1266188352	7.610811486813418e-05	3.5528579616084244e-06	5.7924451487811075e-09	1.2622799695364368e-11	7.452678981678673e-05	-0.0122551099829024	0.000150187720693	5.554242400395506e-09	-0.0001440939684869	0.0164996395836993	2.076307175430373e-08	0.0002722381063919	0.0007000025541146	0.0002879488844148	4.900035757669636e-07	8.291456003572788e-08	-0.0001879908448232	0.0002259557011965	5.1055978903201995e-08	3.534055773734046e-08	2.6065783830009662e-05	-0.0002330195739095	5.429812182500702e-08	6.794250866727931e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
919.3844003352224	-2.2722477922031885	845267.6755797565	5.163110029172264	959.8089680189496	1.9200761773612385	921233.255089601	3.686692526870146	870.2653607574908	-1.2785881214724668	1.6347875843704915	757361.7981343657	874.7987276656135	782.0382616061609	1.143859	15.18091	0.1134995579498545	0.0651402216983086	-0.0756790961	0.0022772498	0.1722117019	-0.0405949212	0.0484933571	-0.0250872326	-0.0112733007	-0.1039700112	0.0301381972	-0.078824675	0.1875651704	-0.1781810063	0.0428081582	0.1081852831	-0.0058441642	-0.1591463177	-0.016307643	-0.0065265939	-0.0785326671	-0.1694064405	0.005089296	-0.0320297734	0.0292021753	0.1532413973	0.017253767	0.0408314658	0.0714757916	-0.1607019988	-0.0415884133	-0.0912947221	0.0146782929	0.0357705953	0.0559359891	0.1059927429	-0.025563	-0.0677275043	-0.0818550673	-0.0846691729	-0.0085521745	0.053667707	-0.1084736257	0.0694756722	-0.0932949192	0.0305891368	0.0754177408	-0.0152249388	0.2651013506	0.0561122718	0.1113689412	0.0598473795	0.0280105496	0.0622856226	0.1432756041	0.1810450134	-0.1839937317	-0.1833233624	-0.0790650655	-0.0124203853	-0.0957919639	-0.0611648241	0.012507663	0.0055566737	-0.0894211618	-0.0679636547	-0.1552174304	0.0368510065	0.0731581434	0.0556894036	-0.1245528946	-0.1328887575	0.054363045	-0.0910477971	-0.0171718701	0.0063746994	0.0798927853	0.0975513537	0.0348760275	0.0107094889	-0.062040691	0.0459919255	-0.0308391367	0.0381844658	-0.0060093663	-0.0351043566	-0.1359766991	0.0147983704	0.1285578634	0.1269376627	0.1242524367	1.3645374863813233e-05	-6.246274000432095e-05	1.86196255173986e-10	3.901593888847396e-09	0.0359596971666889	0.0358851703768721	0.0012877454529771	0.0012930998203199	0.0496052856145752	0.0497493795830621	0.0024606843609035	0.0024750007688995	0.000514003073681	-0.0001859994804336	2.641991597535155e-07	3.459580672156918e-08	6.79773519369764e-05	0.0002559681967601	6.551971775265636e-08	4.6209203763635505e-09	-8.8017443974534e-05	-0.0001140832278045	1.3014982866303404e-08	7.74707044381023e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
918.574084595509	-0.81031573971336	843778.3488904773	0.6566115980272098	961.7779631025336	1.968995083583991	925016.8503096584	3.876941639177928	872.2802974300714	2.014936672580575	4.059969794510079	760872.9172846938	875.3528739362288	775.0867615634955	1.228683	16.306667	0.0493375425311592	0.0306225776627193	0.001853059	0.0745966819	-0.0272463601	-0.0557922797	-0.0200638531	0.0413249334	-0.0543696423	0.1057499147	-0.0891552954	-0.1789096123	-0.086460723	-0.1560079519	-0.0878765384	-0.0393802273	-0.0650978788	0.0191685907	0.1064095156	0.0398456044	-0.0422713316	-0.1788115008	-0.0604730892	-0.0394190802	-0.0427340382	-0.0252634968	0.0291313484	0.0717034012	0.00980581	0.0067178757	0.0296378195	-0.0259861036	0.0941082492	-0.0162765151	0.0998446403	-0.0689436998	0.1975127029	-0.105490804	-0.0708163132	0.0791203364	0.2645862107	-0.0965352772	0.0484372924	0.0082945444	-0.0620567736	-0.098576461	-0.0621151508	0.0319546533	0.1792753923	-0.073516355	0.0019394561	-0.0485528689	-0.0041872155	-0.1321067847	-0.0132515019	-0.0784103716	0.1796684922	0.0162246601	0.0192406798	-0.1753041867	0.0379806565	-0.1086181323	0.0911691323	-0.0570098606	-0.0539835453	0.01525553	0.0100654524	0.0507568176	0.0036884128	0.0786012382	-0.1562130499	-0.0287316019	0.1734403923	0.040864953	-0.0688975712	0.0245771109	0.0379575239	0.0094171443	0.0433679639	-0.0399891051	0.0818328224	0.0966416771	-0.1176764556	-0.0456725236	0.0574054321	-0.0756352498	-0.1160686589	-0.0545697137	0.1282045865	0.1255324169	0.1211199807	-9.545932755372633e-07	-1.4599968139350496e-05	9.112483217009614e-13	2.1315906967004958e-10	0.0531067818788955	0.0171470847122066	0.0002940225141275	0.0028203302815325	0.0705304834105788	0.0209251977960035	0.0049745490901299	0.0004378639028018	0.000357000317873	-0.0001570027558079	1.2744922696142304e-07	2.4649865331306464e-08	-1.5701443478732813e-08	-6.799305338045514e-05	4.623055307997422e-09	2.4653532731584117e-16	-8.800005206679591e-05	1.7391907738083766e-08	3.0247845477001798e-16	7.744009163758791e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
917.029141328128	-1.5449432673809724	840942.4460450038	2.386849699425795	957.795557515005	-3.9824055875285462	917372.3299954792	15.85955426357859	869.8668649782381	-2.4134324518332733	5.824656199561965	756668.3627870684	872.8722128052741	768.7094813670927	1.18986	15.791429	0.0742630509463731	0.0414175720799159	0.0238944518	-0.1008975036	-0.0502063284	-0.0400580238	0.0364054915	0.0589787952	0.0077688382	0.044255056	0.0433337911	0.1324709569	0.0296332142	-0.0716156811	0.0891170744	0.0759100371	0.0556179055	0.0414402019	0.02299848	-0.0362343233	0.0530778687	-0.1712881586	0.0777517708	-0.0245501579	-0.0705093685	0.0513311336	-0.1573305525	-0.0920353749	0.0715500999	0.0902095342	0.0471673813	-0.0097256586	-0.1143079939	-0.0387164119	0.0135553867	0.108515434	0.2020707866	0.014134865	-0.0029179612	0.0664328814	-0.0481144272	0.0618301564	-0.0531307535	-0.0326571885	0.1219309067	-0.0165266239	0.0718470152	-0.0594283926	0.1156391879	0.0290107171	0.0103082109	-0.0285913518	0.0833030288	-0.1277621647	-0.2479997141	-0.0853720971	0.0288941966	0.0047952867	0.1500065456	0.0213176935	0.0967898075	0.028370768	0.0967160136	-0.0098111338	0.0469384816	0.0588136295	0.035966899	0.0238846187	0.0849477502	-0.0231986751	-0.1509808875	-0.0617810303	0.0169416151	-0.0700374765	0.045798838	0.1238500139	-0.0419215827	0.0957753031	0.0579799534	0.0088052358	-0.0168552447	0.0398197767	0.0023164752	-0.0365946231	0.0087300328	0.0038301793	-0.1144760229	-0.040135827	0.1277634447	0.1237830955	0.1172407796	3.25459326404598e-05	3.3500525915997066e-05	1.0592377314373466e-09	1.122285236648391e-09	0.0360803070578157	-0.0170264748210797	0.0002899008448328	0.0013017885573862	0.0428324949993026	-0.0276979884112762	0.0018346226278652	0.0007671785620311	0.0005359999490543	0.0001789996311813	2.872959453862122e-07	3.2040867963041424e-08	8.653816174764017e-08	1.0223960522637301e-07	1.0452936876844596e-14	7.488853438660733e-15	0.0003229998209087	0.0004109998729754	1.689208955858738e-07	1.0432888430705227e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
918.9488691112716	1.9197277831435715	844467.024040885	3.685354761373331	963.3619173885731	5.566359873568104	928066.183874588	30.984362242069118	870.4504345897659	0.5835696115277642	0.3405534914986656	757683.9590775124	874.573601172028	771.1231024881012	1.15307	15.303165	0.0344158868614129	0.021962335316856	0.0220261198	0.0673218915	-0.025265564	-0.0717715269	-0.1239149378	-0.086086101	0.0066663954	-0.0755746412	-0.135511994	0.172050486	-0.0144122088	0.0966916527	0.0483272604	0.0317460232	0.1347606893	-0.0136058245	0.183054742	0.0024248622	0.0467041553	-0.0081171122	0.0050180996	0.0170419291	-0.0311556051	0.1026023565	-0.0694926103	-0.0512293087	0.0430147599	0.0150365526	-0.1116406378	0.004337438	-0.0409688248	-0.1962110425	0.0249434568	-0.2960005624	-0.0133830992	-0.015751931	0.0896150505	-0.0869649944	-0.059891373	0.0293595294	-0.0463562198	0.1461398651	0.1051607822	-0.1237455433	0.0476088136	0.0453444356	-0.06167669	-0.0347716121	0.035901605	0.0169054963	0.0968545155	-0.0803815265	-0.1786055329	0.0723429853	0.0315497629	0.0976024594	0.146325616	0.1421793641	0.1105657168	-0.072660305	-0.1455652527	0.0068813523	-0.0172538612	0.0752009829	0.0637071222	0.1099342842	0.0333104454	-0.0034600534	-0.0274302324	-0.1044782399	0.0822153739	-0.0032166233	0.0452755224	0.1646765262	0.004301219	-0.1163590345	-0.0424213931	-0.0771729717	0.075097023	0.0873841249	-0.0012239959	0.0771675945	-0.0812653153	0.0411692307	-0.0282314486	-0.061522751	0.1272347401	0.1216944932	0.1126387502	5.279048184547719e-05	2.0244549205017382e-05	2.7868349734776567e-09	4.098417725143701e-10	0.0479098343749342	0.0118295273171184	0.0001399377165464	0.0022953522298336	0.0427683238926306	-6.417110667199938e-05	0.0018291295285849	4.117930931509123e-09	0.0002550274688277	-0.0002809724802266	6.503900985666348e-08	7.894553464468714e-08	-0.0001689584181456	-0.0001690449563073	2.8576197252953073e-08	2.8546947062263414e-08	0.0003230212621431	2.1441234399988216e-08	4.59726532595238e-16	1.0434273579652133e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
920.4629964166244	1.5141273053527584	847252.1277722707	2.292581496814805	959.1078434633404	-4.254073925232774	919887.8553928994	18.097144961345386	872.0276880758217	1.577253486055838	2.487728559275294	760432.2887708626	874.1075842847969	773.1824875026073	1.171863	15.552569	0.0835650221617782	0.0598447558203986	-0.0485296919	-0.0258692637	-0.0760284258	-0.0458254306	-0.0176006764	-0.0105636296	-0.0874382552	0.027376747	-0.0196350206	0.0397044567	-0.0400561389	0.0416268603	-0.0068092245	-0.0645640178	0.1012093315	0.0500199618	-0.066026464	-0.0401045016	-0.0784687352	-0.0549636831	0.1161327598	-0.1202771669	0.1454467578	0.0210030089	0.0865498824	0.0292913265	-0.0061197637	-0.0653648445	0.0422131208	0.0326271662	0.1211171555	0.0571205081	-0.0354845752	0.0328036866	-0.1525033694	-0.0960043956	0.09436156	-0.0532500698	-0.0647471484	-0.0137111611	0.0669560242	0.0218361123	0.1004038198	0.0540969996	-0.0948881291	-0.0540964085	0.038076373	0.0829985695	-0.0035089408	-0.0528970191	0.0241059654	-0.0559353593	0.2081963093	0.0217663969	-0.1409500177	0.062812144	-0.1511337395	0.0175923785	-0.1489721373	-0.0423823782	-0.1383220795	0.0246694825	0.0834167162	0.0812283807	-0.0803023663	0.0467084686	0.0341445884	-0.0631688807	-0.0869305498	0.0578642734	-0.0002205054	-0.0288513348	-0.0028125293	0.0698735118	0.1036665672	-0.0030547781	-0.0131987614	-0.0965098054	-0.0014566273	-0.0357469493	0.0404938574	0.0295782614	-0.0452095635	-0.0606777094	-0.0531846515	0.1236502759	0.1266188352	0.1192723348	0.1073422654	2.886713743066593e-05	-2.3923344414811257e-05	8.333116234409541e-10	5.72326407989681e-10	-0.0085799234889947	-0.0564897578639289	0.0031910927435253	7.361508707700299e-05	0.0255694218981261	-0.0171989019945045	0.0006537953362043	0.0002958022298165	0.0002860541635002	3.1026694672499995e-05	8.182698445579915e-08	9.626557823005395e-10	-0.0003349538130705	-0.0001659953949249	2.7554471136273524e-08	1.1219405689046747e-07	0.0003230479517243	2.6689581200005974e-08	7.123337446317121e-16	1.0435997911326565e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
917.557998205832	-2.904998210792428	841912.6800714935	8.439014604707207	963.5877704406053	4.479926977264881	928501.3913426966	20.069745721625655	870.9863648433609	-1.0413232324608543	1.0843540744627225	758617.2477430522	874.4607787922012	771.6399762496208	1.301326	17.270771	0.054308146089578	0.0300778003157631	0.0380864042	0.0736834627	0.1338176513	-0.0137634534	0.0236042378	-0.0200626409	0.005477564	-0.0329177038	-0.0511991521	-0.0751794705	0.1565701559	-0.0338574832	-0.0290993135	0.0795496827	-0.0166966617	-0.0859943833	0.0129262506	-0.0653522306	-0.0923441512	-0.0342804533	0.0786654168	-0.1083630539	-0.237172878	-0.0713523738	-0.0441594147	-0.070212831	-0.1467035338	-0.0697956701	-0.0301922605	0.0603503942	-0.0343464269	-0.0079250202	-0.0637081047	0.1547163498	0.1389512001	-0.0073274485	-0.0245384817	0.1158813034	-0.0764571202	-0.0355845942	-0.0740867104	0.0303125701	-0.0407556349	-0.0337102004	0.0067211418	-0.0803155852	0.0955918029	0.2021239117	0.0245925535	0.0072784719	-0.1707511993	0.0162959517	-0.1532666054	-0.1016136119	0.026811991	-0.1691952558	-0.023731978	0.1102739444	0.0451953055	0.0801419699	0.0790569971	0.0301341059	-0.0641552819	-0.1128382507	-0.1209066376	0.0441737743	0.0502243819	-0.0569728874	-0.1407214055	-0.0793512738	0.1329685103	-0.0258872186	-0.0206760576	0.0380664175	0.0841117182	0.0403588232	0.0581895392	-0.0406571601	0.0614776663	0.0442491455	0.0483982966	0.0537702502	0.0001875979	-0.0343888814	0.0644909279	0.0552189588	0.1259161521	0.1165232592	0.1013839798	3.296860683121849e-06	-2.557027674754408e-05	1.0869290363914664e-11	6.538390529459934e-10	0.0028677110062886	0.0114476344952833	0.0001310483355376	8.223766415588775e-06	0.0491542919722007	0.0235848700740745	0.0024161444192883	0.0005562460964109	0.0003359995642044	4.994540070420004e-05	1.1289570714554673e-07	2.494543051503106e-09	5.428795635253891e-08	0.0003350081010268	1.1223042775361785e-07	2.94718220493517e-15	0.0003230000285859	-4.7923138399958664e-08	2.296627194101592e-15	1.0432901846649225e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
917.7908972048192	0.2328989989872525	842340.130992027	0.0542419437292642	955.3857286431816	-8.202041797423703	912761.8904950628	67.27348964668546	872.1419812287309	1.1556163853699672	1.3354492301355487	760631.635421576	874.5076149007307	770.7419273302393	1.238806	16.441019	0.097426436871571	0.0449334293530784	0.0638732434	0.0046650844	0.0006822186	0.1679931418	0.0700168622	-0.01760778	0.029208446	0.0677509823	0.0606410917	-0.1073265407	0.0269126137	0.1059583465	-0.0345842949	0.0042456711	-0.1112118923	0.0195638416	-0.0250695509	-0.0352070034	-0.1713382974	-0.1060070779	-0.0648804696	-0.0215594907	-0.1228925023	-0.1588276361	0.0255586722	-0.1185451564	0.0859174433	-0.0015529467	-0.0745471177	-0.0059165494	0.0650974666	0.1696628916	0.2266281895	-0.2027142517	0.0226010128	-0.0594915383	0.0369590055	0.0694367034	-0.0312570517	-0.0139469808	-0.0082378196	-0.1134118498	-0.0958278646	0.0020979288	-0.1415690687	-0.0845722608	0.0260196134	-0.0622713515	0.0572447309	0.017230259	-0.1270598005	-0.043497475	-0.0331525788	-0.2095332329	-0.0443193152	-0.0181879675	0.0880944403	-0.1048619669	0.0987393682	0.0434394305	-0.0193427409	-0.0022734008	-0.0100707264	-0.0666751057	-0.0270132542	-0.0079914431	0.0639032321	-0.0030850058	-0.1376530536	0.1282363179	0.0987436034	-0.0245154756	-0.1081244615	0.0359214404	-0.0012010446	0.0070901745	-0.0400374641	-0.0672718985	0.0480405243	-0.1157416703	0.0613527481	-0.0454833957	0.0128145597	0.0392525185	0.0163676246	-0.160430365	0.1251271724	0.1134548014	0.0948006283	0.0001124029691652	0.000109106108482	1.26344274771529e-08	1.1904142908103005e-08	0.0310273599606745	0.0281596489543859	0.0007929658292342	0.0009626970661292	0.0294707467921853	-0.0196835451800154	0.0008685249164891	0.0003874419508537	0.000603984209679	0.0002679846454745	3.647969255415662e-07	7.181577021014703e-08	-0.0002930322082133	-0.0002930864961696	8.589969423700376e-08	8.58678750503628e-08	-0.0001054115623436	-0.0004284115909295	1.835364912427453e-07	1.111159747571867e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
